Year,Id,NGL,Pt,DCO,DBO5,MES,site_name,SIRET_code,discharge_environment,lat_site,long_site,code_epsg,code_ape,libelle_ape,code_eprtr,libelle_eprtr
2003,0006202240,NA,NA,NA,77000,NA,BLANCHIMENT DE XONRUPT (2),44077839700016,water (indirect),983882,6781758000000,2154,1330Z,Ennoblissement textile,9.(a),"Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour"
2003,0006202245,NA,NA,250000,100000,NA,SVBC David,50548007900019,water (indirect),938724.961,2350628696,27572,174A,Fabrication de linge de maison et d'articles d'ameublement,NA,NA
2003,0006202250,NA,NA,450000,NA,NA,PARMENTELAT RENE ET FILS,50598016900013,water (indirect),937597,2351115,27572,NA,non renseigné,NA,NA
2003,0006202253,NA,NA,310000,89000,NA,DORIDANT S.A.S.,50578067600019,water (indirect),938724.961,2350628696,27572,173Z,Ennoblissement textile,NA,NA
2003,0006201816,NA,NA,260000,NA,NA,INNOVENE MANUFACTURING FRANCE SAS,39286024300048,water (indirect),942469.446,2454848326,27572,241L,Fabrication de matières plastiques de base,NA,NA
2003,0006202592,NA,NA,420000,230000,NA,NESTLE WATERS SUPPLY EST Vittel,47946416600020,water (indirect),917888,6792563000000,2154,1107A,Industrie des eaux de table,NA,NA
2003,0006204543,NA,NA,270000,NA,NA,BLANCHIMENT DES HAUTES-VOSGES,50648023500015,water (indirect),937597,2351115,27572,173Z,Ennoblissement textile,NA,NA
2003,0006201943,NA,NA,190000,89000,NA,SOCIETE MECANIQUE AUTOMOBILE DE L'EST (SMAE),31214133600023,water (indirect),933749,6909293000000,2154,2910Z,Construction de véhicules automobiles,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
2003,0006300964,NA,NA,NA,70000,NA,GENDREAU,34201072500022,water (indirect),323870,6632140000000,2154,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2003,0006205051,NA,NA,160000,48000,NA,WELLMAN NEUFCHATEAU RECYCLAGE,37888130400034,water (indirect),899614,6808177000000,2154,3832Z,Récupération de déchets triés,4.(a).(viii),"matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)"
2003,0006300970,NA,5200,430000,210000,NA,VIOL S.A.,86480042000019,water (indirect),321092,2308689,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0006300981,75000,11000,930000,560000,NA,Fromageries Bel Production France,49337159500049,water (indirect),447588,6788925000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0006300988,NA,5500,220000,140000,NA,FLEURY MICHON LS,34054544100073,water (indirect),408569,6634517000000,2154,1085Z,Fabrication de plats préparés,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006205703,NA,NA,240000,100000,NA,SOVOS Tannerie Grosjean,30635053900012,water (indirect),931052,2329406,27572,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",NA,NA
2003,0006205964,NA,NA,210000,130000,NA,Neuhauser - Site de Fürst 1,63850296300165,water (indirect),917901,2461300,27572,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,NA,NA
2003,0006300990,NA,NA,260000,120000,NA,FLEURY MICHON LS,43922020300038,water (indirect),391443,6630148000000,2154,1013A,Préparation industrielle de produits à base de viande,NA,NA
2003,0006300906,67000,25000,1500000,750000,440000,LAITERIE DU VAL D'ANCENIS,34757035000038,water (indirect),384992,6706646000000,2154,1051B,Fabrication de beurre,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0006300909,NA,NA,520000,310000,NA,LNUF Lactalis Nestlé Ultra-Frais Laval,39931920100014,water (indirect),421290,6783522000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0006300915,NA,7500,710000,NA,460000,CA FRANCE CHAMPIGNON,38913401600051,water (indirect),407538,2273752,27572,1039A,Autre transformation et conservation de légumes,NA,NA
2003,0006301096,NA,NA,350000,100000,NA,TDV INDUSTRIES,30679698800013,water (indirect),419992,6779653000000,2154,1320Z,Tissage,9.(a),"Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour"
2003,0006301151,160000,24000,2600000,1600000,1000000,SOCOPA VIANDES Site d'EVRON,50851378500107,water (indirect),396200,2354305,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2003,0006301159,NA,NA,NA,47000,NA,SEITA une Société du groupe IMPERIAL TOBACCO,33135526300129,water (indirect),310445,2262300,27572,1200Z,Fabrication de produits à base de tabac,NA,NA
2003,0006301167,NA,NA,NA,45000,NA,VIF ARGENT,38091334300030,water (indirect),325201,6633152000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2003,0006301179,NA,5700,700000,310000,NA,HOLVIA PORC,51040823000017,water (indirect),368349,2345950,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2003,0006301257,NA,NA,480000,220000,NA,CHARAL La Chataîgneraie (85),54695037900216,water (indirect),364596,2187937,27572,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2003,0006301730,NA,NA,1500000,840000,320000,YOPLAIT PRODUCTION FRANCE,40004028300105,water (indirect),489002,6768204000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0006301264,NA,NA,NA,84000,NA,FLEURY MICHON LS,34054544100032,water (indirect),407429,6637123000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2003,0006301265,NA,NA,NA,51000,NA,TERRENA,77560419200010,water (indirect),334574,2269708,27572,1091Z,Fabrication d'aliments pour animaux de ferme,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0006301732,NA,5200,560000,310000,NA,CANDIA Le Lude,35201495500103,water (indirect),435512,2296289,27572,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0006301299,NA,NA,640000,380000,NA,NORPAPER,50814985300022,water (indirect),355624,6687764000000,2154,1712Z,Fabrication de papier et de carton,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour"
2003,0006301945,NA,NA,NA,62000,NA,MARIE SURGELES USINE,52536146500038,water (indirect),467641,6683307000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2003,0006302023,NA,NA,NA,54000,NA,CHAUCER FOODS SA,32005076800037,water (indirect),467703,6682755000000,2154,1039A,Autre transformation et conservation de légumes,NA,NA
2003,0006302146,NA,NA,NA,48000,NA,SAICA PACK FRANCE,63203998800159,water (indirect),-0.744195,48088475,4326,1721A,Fabrication de carton ondulé,6.(b),"Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour"
2003,0006301416,NA,6000,240000,130000,NA,CANDIA,35201495500277,water (indirect),325769,6713721000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2003,0006302253,NA,NA,NA,75000,NA,BISCUITS CANTREAU S.A.,54625022600026,water (indirect),407803,6601214000000,2154,1072Z,"Fabrication de biscuits, biscottes et pâtisseries de conservation",NA,NA
2003,0006302263,NA,NA,550000,360000,NA,Reitzel Briand,34746424000071,water (indirect),513407,6775553000000,2154,1084Z,Fabrication de condiments et assaisonnements,NA,NA
2003,0006302278,NA,NA,290000,56000,NA,L'ABEILLE,06220022500019,water (indirect),407370,6669002000000,2154,1107B,Production de boissons rafraîchissantes,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006302330,NA,NA,260000,130000,NA,BARILLA FRANCE,43322535600065,water (indirect),-1.590743,46450111,4326,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006302424,NA,NA,NA,52000,NA,ELIS ANJOU (SAS LES LAVANDIERES),06220100900057,water (indirect),429288,6717073000000,2154,7729Z,Location et location-bail d'autres biens personnels et domestiques,NA,NA
2003,0006302488,NA,NA,NA,60000,NA,PATISSERIE PASQUIER CERQUEUX,37833906300018,water (indirect),423043,6662240000000,2154,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006400651,62000,NA,630000,130000,NA,ARKEMA FRANCE SA,NA,water (indirect),NA,NA,NA,NA,NA,NA,NA
2003,0006400737,NA,5800,NA,NA,NA,MAJ ELIS PROVENCE,NA,water (indirect),NA,NA,NA,NA,NA,NA,NA
2003,0006400503,380000,NA,280000,51000,NA,ROUSSELOT Isle sur Sorgue SAS,48487014200011,water (indirect),865228,6315979000000,2154,2059Z,Fabrication d'autres produits chimiques n.c.a.,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006400942,NA,NA,360000,NA,NA,Kem One Lavera,53869504000104,water (indirect),863365,6255990000000,2154,2013B,Fabrication d'autres produits chimiques inorganiques de base n.c.a.,4.(a).(vi),hydrocarbures halogénés
2003,0006500510,140000,16000,1900000,620000,1100000,EURO DISNEY ASSOCIES SAS,39747182200080,water (indirect),683006,6863167000000,2154,9321Z,Activités des parcs d'attractions et parcs à thèmes,NA,NA
2003,0006401453,NA,14000,NA,NA,NA,MIDI CONSERVES,32177464800026,water (indirect),792445,1922725,27572,153E,Transformation et conservation de légumes,NA,NA
2003,0006401794,NA,17000,NA,NA,NA,STMicroelectronics (FAB6),34145938600114,water (indirect),866191,1836570,27572,321C,Fabrication de composants électroniques actifs,NA,NA
2003,0006501739,NA,NA,NA,72000,NA,CPA,38088512900029,water (indirect),618292,2446903,27572,5629A,Restauration collective sous contrat,NA,NA
2003,0006501812,NA,NA,240000,190000,NA,AGRANA FRUITS FRANCE (ex ATYS),34182600600015,water (indirect),672923,6875139000000,2154,1039B,Transformation et conservation de fruits,NA,NA
2003,0006502609,NA,6000,990000,470000,NA,WILLIAM SAURIN,83017529500013,water (indirect),677122,6863707000000,2154,1085Z,Fabrication de plats préparés,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006503224,NA,NA,160000,91000,NA,INITIAL,34323414200564,water (indirect),624760,6859314000000,2154,7729Z,Location et location-bail d'autres biens personnels et domestiques,NA,NA
2003,0006503133,NA,NA,230000,120000,NA,GEO,33428193800053,water (indirect),562844,2390956,27572,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2003,0006503487,NA,NA,NA,46000,NA,RAMBOL SAS,31513064100014,water (indirect),573932.706,239834873,27572,155C,Fabrication de fromages,NA,NA
2003,0006505733,NA,NA,NA,55000,NA,PAUL PREDAULT,31975474300031,water (indirect),608834,24430350,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2003,0006503930,NA,5400,NA,NA,NA,SANOFI-AVENTIS RECHERCHE & DEVELOPPEMENT,71300226900130,water (indirect),648699,6844652000000,2154,7219Z,Recherche-développement en autres sciences physiques et naturelles,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
2003,0006506349,NA,NA,280000,81000,NA,Peugeot Citroën Automobiles S.A. Aulnay,54206547900348,water (indirect),611610,2437628,27572,2910Z,Construction de véhicules automobiles,9.(c),"Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an"
2003,0006506686,NA,NA,540000,380000,NA,COCA COLA EUROPEAN PARTNERS CCEP,34368801600207,water (indirect),654711,6838542000000,2154,1107B,Production de boissons rafraîchissantes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2003,0006506824,NA,NA,NA,45000,NA,CHANTOVENT,31766839000022,water (indirect),596384,6883228000000,2154,4634Z,Commerce de gros (commerce interentreprises) de boissons,NA,NA
2003,0006509286,NA,NA,450000,270000,NA,SITA - Biodéconditionneur de Meaux,66201448900758,water (indirect),639447,2440036,27572,3811Z,Collecte des déchets non dangereux,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
2003,0006506520,460000,37000,6000000,3700000,1400000,BIO SPRINGER,54209199600026,water (indirect),658387,6855398000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2003,0006506552,310000,330000,4100000,1900000,1600000,Centre de Production de Vitry-sur-Seine,42870620400131,water (indirect),656929,6853230000000,2154,2110Z,Fabrication de produits pharmaceutiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2003,0006600794,NA,NA,330000,180000,NA,HARIBO-RICQLES-ZAN,57214916900029,water (indirect),814221,6322572000000,2154,1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",NA,NA
2003,0006600459,NA,NA,NA,60000,NA,KONINGS SPIRIT & DRINKS FRANCE,83159746300015,water (indirect),831517,6302093000000,2154,1101Z,Production de boissons alcooliques distillées,NA,NA
2003,0006600462,NA,NA,960000,480000,NA,MONCIGALE,32737346000028,water (indirect),785408,1870005,27572,4634Z,Commerce de gros (commerce interentreprises) de boissons,NA,NA
2003,0006700393,51000,NA,1500000,710000,NA,CLARIANT Production (France) - Usine de Huningue,30230552900018,water (indirect),994237,2302248,27572,2012Z,Fabrication de colorants et de pigments,4.(a).(x),colorants et pigments
2003,0006700452,NA,NA,260000,61000,NA,DMC SAS,51046940600019,water (indirect),1023357,6747668000000,2154,1399Z,Fabrication d'autres textiles n.c.a.,NA,NA
2003,0006700455,NA,NA,NA,58000,NA,Manufacture de Cuir Gustave DEGERMANN,91552025800012,water (indirect),1028907,6821116000000,2154,1511Z,"Apprêt et tannage des cuirs , préparation et teinture des fourrures",NA,NA
2003,0006700569,NA,NA,NA,50000,NA,SUEZ RV Nord Est RETZWILLER,64850240900127,water (indirect),1007863,6733974000000,2154,3811Z,Collecte des déchets non dangereux,5.(d),"Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes"
