identifiant;nom_etablissement;dechet;annee;code_operation_eliminatio_valorisation;libelle_operation_eliminatio_valorisation;code_departement;pays;code_dechet;libelle_dechet;quantite_admise;quantite_traitee;unite
0005701448;SITA DECTRA - decharge Pargny;Traitement de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;10;Dechets provenant de procedes thermiques :;12708.000;12720.000;t/an
0006301109;SOTREMO;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;481.840;480.000;t/an
0006507133;GENERIS Compostage Cesson;Traitement de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;4;Déchets de bois;76292.000;76400.000;t/an
0005703294;TERRALYS;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);7060.000;7040.000;t/an
0007201509;Plate-forme de compostage des déchets verts;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;8;Ordures ménagères;15148.000;15160.000;t/an
0005100311;EDIFI NORD;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;1120.000;1120.000;t/an
0006702033;RMB (RECYCLAGE MATERIAUX BERGHEIM);Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;698.160;700.000;t/an
0006402022;SMA  Vautubière;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;36592.000;36600.000;t/an
0005201455;SIETOM DE CHALOSSE;Traitement de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;8;Ordures ménagères;187200.000;102800.000;t/an
0006201196;SUEZ RV Nord Est;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);105.600;105.600;t/an
0006202274;NORSKE SKOG;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;38000.000;38000.000;t/an
0005100009;SUEZ RV NORD EST;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;56240.000;56400.000;t/an
0006400578;SUEZ RV MEDITERRANEE JDR (ex. SITA SUD);Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;37702.280;37720.000;t/an
0010003902;COVED;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;188324.000;188400.000;t/an
0005802180;OREADE;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;16912.000;16920.000;t/an
0005300625;SUEZ RV NORMANDIE;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;10;Dechets provenant de procedes thermiques :;349536.800;349600.000;t/an
0005800791;SETOM;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;128031.200;128000.000;t/an
0006503322;SARP Industries;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;2;Boues d'effluents industriels;3754.000;3752.000;t/an
0006000416;PAPREC CRV Brive;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;101635.760;101600.000;t/an
0010500024;SUEZ RV Borde Matin ISDND et ISDI;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;1;Déchets de préparations chimiques;42.400;42.400;t/an
0006900178;CCOG;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);"";"";8;Ordures ménagères;5152.000;5152.000;t/an
0010003878;CIMENTS CALCIA - SITE DE BEFFES;Traitement de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;2;Boues d'effluents industriels;20231.040;20240.000;t/an
0006401421;SUEZ RV MEDITERRANEE;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;10584.880;10600.000;t/an
0007201482;SOVAL NORD;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;190012.520;190000.000;t/an
0005101657;SITA OISE - site de Villeneuve sur Verberie;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;66807.520;66800.000;t/an
0005104994;TERNOIS FONDERIE;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;4.000;4.000;t/an
0010004012;SUEZ RV Centre Ouest - ISDND Sonzay;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;16166.320;16160.000;t/an
0006302525;VALOR 3E;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;35772.000;35760.000;t/an
0030100027;SDOMODE;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;3576.000;3576.000;t/an
0010002151;SODEC;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;108863.120;108800.000;t/an
0006301344;Syner'Val;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;1;Déchets de préparations chimiques;992.000;992.000;t/an
0006400956;OXOCHIMIE;Traitement de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;13.600;13.600;t/an
0007002450;VEOLIA PROPRETE NORD NORMANDIE;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;42124.000;42000.000;t/an
0006802522;SMTD 65;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;77176.000;77200.000;t/an
0007001205;PERNOD RICARD FRANCE;Traitement de déchets non dangereux;2007;R4 ;R4 Recyclage ou récupération des métaux et des composés métalliques;;;9;Déchets banals des entreprises;2.800;2.800;t/an
0006400277;SONITHERM;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;77812.840;78000.000;t/an
0010005755;SUEZ RV Centre Ouest - Installation de stockage de Déchets non dangereux de CHEVILLY 1;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;2;Boues d'effluents industriels;390.000;390.000;t/an
0006302470;BRANGEON Recyclage;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;2;Boues d'effluents industriels;12468.000;12480.000;t/an
0006506682;ECOPUR;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;180000.000;134400.000;t/an
0006900175;Décharge de Régina;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);"";"";8;Ordures ménagères;0.000;80.000;t/an
0007000461;SUEZ RV NORD EST - ISDND Lewarde;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;11;Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :;72436.000;72400.000;t/an
0016200058;SYNDICAT DES TERRITOIRES DE L’EST CANTAL;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;43088.680;43200.000;t/an
0010005755;SUEZ RV Centre Ouest - Installation de stockage de Déchets non dangereux de CHEVILLY 1;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;51852.200;52000.000;t/an
0006302311;GEVAL BASSE  BARBONTE;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;72734.800;72800.000;t/an
0006107044;SUEZ RV CENTRE EST DONZERE;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;305306.000;305200.000;t/an
0006200499;SAM RIVA;Traitement de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;9;Déchets banals des entreprises;6000.000;668.000;t/an
0006503175;SITA Ile-de-France;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;206.000;206.000;t/an
0005300463;CIMENTS CALCIA;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);44394.760;44400.000;t/an
0006302139;SAUR VALBE;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;48020.000;48000.000;t/an
0007000461;SUEZ RV NORD EST - ISDND Lewarde;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;2;Boues d'effluents industriels;2232.000;2232.000;t/an
0006300901;SECHE ECO INDUSTRIES site de L'Oisonnière;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;10040.560;10040.000;t/an
0006301161;SEDA - Classe I;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;14;Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :;1043.440;1044.000;t/an
0005202713;SOBEGI SAS;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;1;Déchets de préparations chimiques;1108.640;1108.000;t/an
0010000442;SUEZ RV CENTRE OUEST - PRUDEMANCHE 1;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;1354.800;1356.000;t/an
0006103167;Lely Environnement;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;138128.000;138000.000;t/an
0007201509;Plate-forme de compostage des déchets verts;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);16688.000;16680.000;t/an
0006400259;LAFARGEHOLCIM CIMENTS;Traitement de déchets non dangereux;2007;R5 ;R5 Recyclage ou récupération d'autres matières inorganiques;;;2;Boues d'effluents industriels;12976.560;12960.000;t/an
0006802560;ECONOTRE;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;9;Déchets banals des entreprises;96868.000;96800.000;t/an
0006700569;SUEZ RV Nord Est RETZWILLER;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;892.640;892.000;t/an
0006802525;ECOPUR PYRENEES/SARP SUD-OUEST;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;6;Déchets animaux de la préparation des aliments et produits alimentaires;13100.720;13120.000;t/an
0006103676;Métropole de Lyon;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;206340.000;206400.000;t/an
0006204551;Site Valeco-Toul;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;15508.000;15520.000;t/an
0006400365;ISDND LA GLACIERE;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;8790.800;8800.000;t/an
0006101982;GERGONNE INDUSTRIE SAS ( EX GPI);Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;3256.000;764.000;t/an
0006103196;SUEZ RV CENTRE EST;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;11927.040;11920.000;t/an
0077656101;Metropole Rouen Normandie;Traitement de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);22273.520;22280.000;t/an
0005601646;VALTOM;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;8;Ordures ménagères;25867.040;25880.000;t/an
0006700569;SUEZ RV Nord Est RETZWILLER;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;41168.960;41200.000;t/an
0006702749;SMICTOM d'Alsace Centrale;Traitement de déchets non dangereux;2007;D8 ;D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12;;;8;Ordures ménagères;122918.840;122800.000;t/an
0007202157;SUEZ RV SUD OUEST (ex SITA);Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;112579.240;112400.000;t/an
0010007111;SUEZ RV CENTRE OUEST - VILLEHERVIERS;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;32285.480;32280.000;t/an
0007206444;BRANGEON RECYCLAGE (ex FERS);Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);46016.000;46000.000;t/an
0005500338;SMITRED OUEST D'ARMOR (UIOM DE PLUZUNET);Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;8;Ordures ménagères;215836.000;216000.000;t/an
0007001205;PERNOD RICARD FRANCE;Traitement de déchets non dangereux;2007;R1 ;R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie;;;4;Déchets de bois;70.800;70.800;t/an
0006700413;TREDI Strasbourg;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;3;Déchets soins médicaux ou vétérinaires et déchets biologiques;472.000;472.000;t/an
0005503729;SUEZ RV Ouest;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;10;Dechets provenant de procedes thermiques :;20192.000;20200.000;t/an
0006703685;Rhin compost;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;4;Déchets de bois;8416.000;8400.000;t/an
0006200339;GLANZSTOFF LONGLAVILLE;Traitement de déchets non dangereux;2007;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;4;Déchets de bois;80.000;80.000;t/an
0006000521;SUEZ RV Sud-Ouest;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;854.320;856.000;t/an
0006507069;SIRR Syndicat Intercommunal Rambouillet;Traitement de déchets non dangereux;2007;R3 ;R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques);;;12;Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :;39124.000;39120.000;t/an
0006503322;SARP Industries;Traitement de déchets non dangereux;2007;D10;D10 Incinération à terre;;;13;Huiles et combustibles liquides usagés (sauf huiles alimentaires et huiles figurant aux chapitres 05, 12 et 19) :;0.880;0.880;t/an
0025000023;VALEST;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;15;Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :;2012.720;2012.000;t/an
0007100070;SUEZ RV Réunion;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);"";"";5;Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux);24680.000;24680.000;t/an
0006804265;SAS COVED;Traitement de déchets non dangereux;2007;D1 ;D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.);;;9;Déchets banals des entreprises;105412.000;105600.000;t/an
0005101922;Agrati Amiens;Traitement de déchets non dangereux;2007;D13;D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12;;;2;Boues d'effluents industriels;320.000;33.200;t/an
0006704518;SARDI;Traitement de déchets non dangereux;2007;D5 ;D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.);;;9;Déchets banals des entreprises;96400.000;96400.000;t/an
