Year,capacity,nb_WWTP,PE_bin,Pt_in,Pt_in_adj,NGL_in,NGL_in_adj,DBO5_in,DBO5_in_adj,DCO_in,DCO_in_adj,MES_in,MES_in_adj,Pt_out,Pt_out_adj,NGL_out,NGL_out_adj,DBO5_out,DBO5_out_adj,DCO_out,DCO_out_adj,MES_out,MES_out_adj,NGL_yield,Pt_yield,DBO5_yield,DCO_yield,MES_yield,N_P_ratio_in,N_P_ratio_out,DBO5_N_ratio_in,DBO5_N_ratio_out,DBO5_P_ratio_in,DBO5_P_ratio_out,DCO_N_ratio_in,DCO_N_ratio_out,DCO_P_ratio_in,DCO_P_ratio_out,DCO_DBO5_ratio_in,DCO_DBO5_ratio_out,Pt_PE_ratio_in,Pt_PE_ratio_out,NGL_PE_ratio_in,NGL_PE_ratio_out,DBO5_PE_ratio_in,DBO5_PE_ratio_out,DCO_PE_ratio_in,DCO_PE_ratio_out,MES_PE_ratio_in,MES_PE_ratio_out
2016,0.795,154,2 000 - 10 000 PE,0.257,0.26641,2.07,2.13744,7.46,7.66654,19.3,19.83434,10.3,10.58517,0.0681,0.06999,0.493,0.50906,0.177,0.1819,1.05,1.07907,0.231,0.2374,76,74,98,95,98,8.02,7.32,3.6,0.348,28.9,2.59,9.34,2.08,74.8,15.4,2.59,5.95,0.9179999999999999,0.241,7.36,1.75,26.4,0.625,68.5,3.72,36.4,0.8180000000000001
2016,2.55,86,10 000 - 100 000 PE,0.787,0.83023,6.83,7.2052,24.9,26.26787,64.1,67.6213,32.7,34.49636,0.126,0.13292,1.63,1.71954,0.61,0.64351,4.28,4.51512,0.962,1.01485,76,84,98,93,97,8.69,13,3.64,0.375,31.6,4.86,9.38,2.63,81.5,34.1,2.58,7.01,0.893,0.14200000000000002,7.760000000000001,1.85,28.2,0.6920000000000001,72.7,4.859999999999999,37.199999999999996,1.09
2016,2.78,14,> 100 000 PE,0.962,0.962,7.54,7.54,27,28.11403,72.2,72.2,37.6,37.6,0.129,0.129,1.63,1.63,0.794,0.82676,4.62,4.62,1.18,1.18,78,87,97,94,97,7.84,12.7,3.58,0.487,28.1,6.17,9.58,2.83,75.1,35.8,2.65,5.8,0.949,0.127,7.44,1.61,27.7,0.816,71.3,4.56,37.1,1.16
2017,0.00377,29,0 - 200 PE,9.91e-4,0.00152,0.00898,0.01219,0.0293,0.03977,0.081,0.10995,0.0457,0.06435,6.04e-4,8.2e-4,0.00433,0.00588,0.00208,0.00282,0.0113,0.01534,0.00953,0.01294,52,59,93,86,82,7.79,7.17,3.27,0.481,26.2,3.45,9.02,2.62,72.3,18.8,2.76,5.44,1.1,0.596,8.86,4.2700000000000005,28.9,2.06,79.9,11.2,46.800000000000004,9.4
2017,0.227,262,200 - 2 000 PE,0.0751,0.08303,0.634,0.68197,2.28,2.40479,5.82,6.12904,2.91,3.06452,0.0363,0.0386,0.201,0.21621,0.114,0.1199,0.582,0.61214,0.251,0.26433,68,56,95,90,91,8.24,5.75,3.56,0.532,29.4,3.11,9.04,2.74,74.4,15.9,2.55,5.1,1,0.46599999999999997,8.24,2.62,29,1.45,74,7.4,37.1,3.19
2017,0.791,157,2 000 - 10 000 PE,0.258,0.2587,2.15,2.15586,7.69,7.71096,19.7,19.7537,9.91,9.93701,0.0681,0.06829,0.488,0.48933,0.172,0.17247,1.03,1.03281,0.223,0.22361,77,74,98,95,98,8.34,7.16,3.58,0.352,29.8,2.52,9.19,2.11,76.6,15.1,2.57,5.99,0.896,0.237,7.46,1.6900000000000002,26.700000000000003,0.597,68.6,3.57,34.4,0.775
2017,2.56,86,10 000 - 100 000 PE,0.844,0.85741,7.09,7.20266,26.9,27.32743,68.1,69.18208,33,33.52435,0.114,0.11581,1.55,1.57463,0.511,0.51912,3.6,3.6572,0.722,0.73347,78,86,98,95,98,8.4,13.5,3.79,0.33,31.9,4.47,9.61,2.32,80.7,31.5,2.53,7.04,0.919,0.124,7.720000000000001,1.6800000000000002,29.3,0.5559999999999999,74.2,3.92,35.9,0.786
2017,2.78,14,> 100 000 PE,0.982,0.982,7.85,7.85,28.4,28.4,72.7,72.7,35,35,0.124,0.124,1.69,1.69,0.816,0.816,4.54,4.54,1.06,1.06,78,87,97,94,97,8,13.7,3.62,0.482,29,6.6,9.26,2.68,74.1,36.7,2.56,5.57,0.969,0.122,7.75,1.6700000000000002,28.1,0.805,71.8,4.4799999999999995,34.5,1.0399999999999998
2018,0.0041,31,0 - 200 PE,6.57e-4,0.00134,0.00699,0.01135,0.0219,0.03356,0.0608,0.09318,0.0289,0.04925,4.93e-4,8e-4,0.00323,0.00524,0.00111,0.0017,0.00673,0.01031,0.00555,0.00851,54,53,95,89,89,8.29,6.56,3.12,0.343,26,2.25,8.67,2.08,71.3,13.6,2.78,6.05,0.892,0.5339999999999999,7.57,3.5,22.4,1.14,62.199999999999996,6.890000000000001,32.9,5.68
2018,0.236,272,200 - 2 000 PE,0.0743,0.08186,0.667,0.72081,2.13,2.27599,5.68,6.07666,2.71,2.89925,0.0342,0.03672,0.209,0.22586,0.0896,0.09562,0.519,0.55387,0.227,0.24254,69,57,96,91,92,8.81,6.2,3.17,0.416,28,2.61,8.45,2.41,74.4,15.1,2.67,5.79,0.9510000000000001,0.42700000000000005,8.370000000000001,2.62,26.4,1.11,70.5,6.43,33.6,2.81
2018,0.788,156,2 000 - 10 000 PE,0.255,0.25783,2.16,2.19864,7.37,7.39016,19.9,19.95443,9.99,10.01733,0.0618,0.06197,0.487,0.49571,0.146,0.1464,0.948,0.95059,0.188,0.18851,77,76,98,95,98,8.53,7.95,3.37,0.287,28.8,2.36,9.11,1.9,77.8,15.3,2.7,6.49,0.895,0.215,7.66,1.72,25.7,0.509,69.3,3.3,34.8,0.657
2018,2.57,87,10 000 - 100 000 PE,0.858,0.858,7.29,7.29,26.6,26.6,69.1,69.1,32.4,32.4,0.121,0.121,1.52,1.52,0.641,0.641,3.59,3.59,0.743,0.743,79,86,98,95,98,8.5,12.5,3.65,0.423,31.1,5.3,9.48,2.37,80.6,29.7,2.59,5.6,0.915,0.129,7.779999999999999,1.6199999999999999,28.400000000000002,0.684,73.7,3.83,34.5,0.7929999999999999
2018,2.78,14,> 100 000 PE,1.04,1.04,8.06,8.06,28,28,73.6,73.6,34.3,34.3,0.127,0.127,1.73,1.73,0.854,0.854,4.61,4.61,1.06,1.06,79,88,97,94,97,7.77,13.6,3.48,0.494,27,6.74,9.13,2.67,70.9,36.4,2.62,5.4,1.02,0.125,7.95,1.71,27.7,0.843,72.6,4.55,33.9,1.0399999999999998
2019,0.0041,31,0 - 200 PE,6.57e-4,0.00134,0.00699,0.01135,0.0219,0.03356,0.0608,0.09318,0.0289,0.04925,4.93e-4,8e-4,0.00323,0.00524,0.00111,0.0017,0.00673,0.01031,0.00555,0.00851,54,53,95,89,89,8.29,6.56,3.12,0.343,26,2.25,8.67,2.08,71.3,13.6,2.78,6.05,0.892,0.5339999999999999,7.57,3.5,22.4,1.14,62.199999999999996,6.890000000000001,32.9,5.68
2019,0.236,272,200 - 2 000 PE,0.0743,0.08186,0.667,0.72081,2.13,2.27599,5.68,6.07666,2.71,2.89925,0.0342,0.03672,0.209,0.22586,0.0896,0.09562,0.519,0.55387,0.227,0.24254,69,57,96,91,92,8.81,6.2,3.17,0.416,28,2.61,8.45,2.41,74.4,15.1,2.67,5.79,0.9510000000000001,0.42700000000000005,8.370000000000001,2.62,26.4,1.11,70.5,6.43,33.6,2.81
2019,0.788,156,2 000 - 10 000 PE,0.255,0.25783,2.16,2.19864,7.37,7.39016,19.9,19.95443,9.99,10.01733,0.0618,0.06197,0.487,0.49571,0.146,0.1464,0.948,0.95059,0.188,0.18851,77,76,98,95,98,8.53,7.95,3.37,0.287,28.8,2.36,9.11,1.9,77.8,15.3,2.7,6.49,0.895,0.215,7.66,1.72,25.7,0.509,69.3,3.3,34.8,0.657
2019,2.57,87,10 000 - 100 000 PE,0.858,0.858,7.29,7.29,26.6,26.6,69.1,69.1,32.4,32.4,0.121,0.121,1.52,1.52,0.641,0.641,3.59,3.59,0.743,0.743,79,86,98,95,98,8.5,12.5,3.65,0.423,31.1,5.3,9.48,2.37,80.6,29.7,2.59,5.6,0.915,0.129,7.779999999999999,1.6199999999999999,28.400000000000002,0.684,73.7,3.83,34.5,0.7929999999999999
2019,2.78,14,> 100 000 PE,1.04,1.04,8.06,8.06,28,28,73.6,73.6,34.3,34.3,0.127,0.127,1.73,1.73,0.854,0.854,4.61,4.61,1.06,1.06,79,88,97,94,97,7.77,13.6,3.48,0.494,27,6.74,9.13,2.67,70.9,36.4,2.62,5.4,1.02,0.125,7.95,1.71,27.7,0.843,72.6,4.55,33.9,1.0399999999999998
2020,0.0041,31,0 - 200 PE,6.57e-4,0.00134,0.00699,0.01135,0.0219,0.03356,0.0608,0.09318,0.0289,0.04925,4.93e-4,8e-4,0.00323,0.00524,0.00111,0.0017,0.00673,0.01031,0.00555,0.00851,54,53,95,89,89,8.29,6.56,3.12,0.343,26,2.25,8.67,2.08,71.3,13.6,2.78,6.05,0.892,0.5339999999999999,7.57,3.5,22.4,1.14,62.199999999999996,6.890000000000001,32.9,5.68
2020,0.236,272,200 - 2 000 PE,0.0743,0.08186,0.667,0.72081,2.13,2.27599,5.68,6.07666,2.71,2.89925,0.0342,0.03672,0.209,0.22586,0.0896,0.09562,0.519,0.55387,0.227,0.24254,69,57,96,91,92,8.81,6.2,3.17,0.416,28,2.61,8.45,2.41,74.4,15.1,2.67,5.79,0.9510000000000001,0.42700000000000005,8.370000000000001,2.62,26.4,1.11,70.5,6.43,33.6,2.81
2020,0.788,156,2 000 - 10 000 PE,0.255,0.25783,2.16,2.19864,7.37,7.39016,19.9,19.95443,9.99,10.01733,0.0618,0.06197,0.487,0.49571,0.146,0.1464,0.948,0.95059,0.188,0.18851,77,76,98,95,98,8.53,7.95,3.37,0.287,28.8,2.36,9.11,1.9,77.8,15.3,2.7,6.49,0.895,0.215,7.66,1.72,25.7,0.509,69.3,3.3,34.8,0.657
2020,2.57,87,10 000 - 100 000 PE,0.858,0.858,7.29,7.29,26.6,26.6,69.1,69.1,32.4,32.4,0.121,0.121,1.52,1.52,0.641,0.641,3.59,3.59,0.743,0.743,79,86,98,95,98,8.5,12.5,3.65,0.423,31.1,5.3,9.48,2.37,80.6,29.7,2.59,5.6,0.915,0.129,7.779999999999999,1.6199999999999999,28.400000000000002,0.684,73.7,3.83,34.5,0.7929999999999999
2020,2.78,14,> 100 000 PE,1.04,1.04,8.06,8.06,28,28,73.6,73.6,34.3,34.3,0.127,0.127,1.73,1.73,0.854,0.854,4.61,4.61,1.06,1.06,79,88,97,94,97,7.77,13.6,3.48,0.494,27,6.74,9.13,2.67,70.9,36.4,2.62,5.4,1.02,0.125,7.95,1.71,27.7,0.843,72.6,4.55,33.9,1.0399999999999998
