Code SANDRE;Date de mise en configuration actuelle;Date mise en service;Date de fermeture;Nom ouvrage;Commune d'implantation;Code insee commune;Cours d'eau;Entité Hydro;Masse d'eau;Code masse d'eau;X (L93);Y (L93);Capacité nominale;Unité;Exploitant;Maître d'ouvrage;Autorisation de rejet;Communes raccordées
"025452500091";"01/01/1975";"01/01/1975";"";"TIERCELET";"TIERCELET";"54525";"";"";"MOULAINE 1";"FRB1R544";"908477";"6932836";"45";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE TIERCELET";"22/12/2006";
"026736102097";"25/10/2011";"25/10/2011";"";"OLWISHEIM";"OLWISHEIM";"67361";"";"A3510710";"LANDGRABEN";"FRCR197";"1044715";"6853887";"";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SIVU DE LA REGION DE BRUMATH";"";
"028846800510";"01/06/1979";"01/06/1979";"15/12/2009";"CIRCULATOR";"THILLOT (LE)";"88468";"";"A4030060";"MOSELLE 1";"FRCR208";"980307";"6760649";"";"kg/j DBO5";"SI EPURATION LE THILLOT";"SI EPURATION LE THILLOT";"";
"028814602513";"01/05/2015";"01/05/2015";"";"DOMJULIEN_GIROVILLERS-SOUS-MONTFORT";"DOMJULIEN";"88146";"";"A5270720";"VAL D'AROL";"FRCR259";"923555";"6799470";"2";"kg/j DBO5";"CNE DE DOMJULIEN";"CNE DE DOMJULIEN";"06/03/2013";
"025405400044";"01/01/1969";"01/01/1969";"16/09/2014";"BAYON";"BAYON";"54054";"";"A5030200";"EURON";"FRCR250";"945306";"6824572";"48";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SIE DE BAYON - VIRECOURT";"";
"025405402475";"17/09/2014";"17/09/2014";"";"BAYON";"BAYON";"54054";"";"A5030200";"EURON";"FRCR250";"945748";"6824693";"145";"kg/j DBO5";"SIE DE BAYON - VIRECOURT";"SIE DE BAYON - VIRECOURT";"10/11/2010";
"025417602423";"01/02/2014";"01/02/2014";"";"EINVILLE-AU-JARD";"EINVILLE-AU-JARD";"54176";"";"A6850200";"SANON 2";"FRCR321";"956745";"6844215";"120";"kg/j DBO5";"CNE D'EINVILLE-AU-JARD";"CNE D'EINVILLE-AU-JARD";"27/12/2012";
"025716100148";"06/09/1974";"06/09/1974";"";"CUTTING";"CUTTING";"57161";"";"A7520300";"SEILLE 2";"FRCR333";"981132";"6867793";"18";"kg/j DBO5";"CNE DE CUTTING";"CNE DE CUTTING";"23/12/2010";
"025415000053";"12/12/1973";"12/12/1973";"30/11/2002";"CUSTINES";"CUSTINES";"54150";"LA MOSELLE";"A700006A";"";"";"930713";"6859067";"120";"kg/j DBO5";"CISE";"CNE DE CUSTINES";"";
"025428000065";"01/08/1977";"01/08/1977";"10/10/2005";"JOEUF";"JOEUF";"54280";"RIVIERE L'ORNE";"A840010C";"ORNE 2";"FRCR381";"919244";"6908419";"3300";"kg/j DBO5";"SAUR FRANCE";"ORNE AVAL";"";
"025765000263";"01/01/1969";"01/01/1969";"23/01/2012";"SIERCK-LES-BAINS";"SIERCK-LES-BAINS";"57650";"";"A8880060";"MOSELLE 6";"FRCR213";"943827";"6932384";"75";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CNE DE SIERCK-LES-BAINS";"";
"025747602241";"20/07/2013";"20/07/2013";"";"MONNEREN";"MONNEREN";"57476";"";"A9920300";"ANZELINGERBACH";"FRCR465";"947594";"6921112";"40";"kg/j DBO5";"CNE DE MONNEREN";"CNE DE MONNEREN";"31/01/2012";
"025710702132";"01/09/2011";"01/09/2011";"";"BREHAIN";"BREHAIN";"57107";"";"A9700370";"NIED FRANCAISE 1";"FRCR416";"959359";"6873204";"7";"kg/j DBO5";"CNE DE BREHAIN";"CNE DE BREHAIN";"";
"025774001907";"01/01/2009";"01/01/2009";"";"WALDWISSE";"WALDWISSE";"57740";"";"A9950580";"REMEL";"FRCR468";"955633";"6928844";"49";"kg/j DBO5";"SIA DU REMELBACH";"SIA DU REMELBACH";"30/05/2005";
"025762800256";"01/06/1986";"01/01/1965";"30/09/2011";"SARRALBE";"SARRALBE";"57628";"";"A9090100";"ALBE 2";"FRCR433";"994903";"6885648";"180";"kg/j DBO5";"CNE DE SARRALBE";"CNE DE SARRALBE";"";
"028814602512";"01/03/2015";"01/03/2015";"";"DOMJULIEN";"DOMJULIEN";"88146";"";"B1240210";"VRAINE";"FRB1R495";"921844";"6799288";"10";"kg/j DBO5";"CNE DE DOMJULIEN";"CNE DE DOMJULIEN";"06/03/2013";
"028825801839";"01/01/1978";"01/01/1978";"";"LAMARCHE";"LAMARCHE";"88258";"";"B1010300";"MOUZON 1";"FRB1R485";"906681";"6778462";"81";"kg/j DBO5";"CNE DE LAMARCHE";"CNE DE LAMARCHE";"";
"025408100046";"01/01/1970";"01/01/1970";"";"BOISMONT";"BOISMONT";"54081";"";"B4100200";"CRUSNES 1";"FRB1R701";"898802";"6926241";"15";"kg/j DBO5";"CNE DE BOISMONT";"CNE DE BOISMONT";"";
"025423102080";"01/08/2010";"01/08/2010";"";"GONDRECOURT-AIX";"GONDRECOURT-AIX";"54231";"";"B4300200";"OTHAIN 1";"FRB1R550";"901139";"6908830";"10";"kg/j DBO5";"SIE DE PIENNES";"SIE DE PIENNES";"01/08/2010";
"028830802311";"01/04/2013";"01/04/2013";"";"MONT-LES-NEUFCHATEAU";"MONT-LES-NEUFCHATEAU";"88308";"";"";"MEUSE 2";"FRB1R471";"896020";"6808777";"17";"kg/j DBO5";"CNE DE MONT LES NEUFCHATEAU";"CNE DE MONT LES NEUFCHATEAU";"01/04/2013";
"025449000900";"15/01/1998";"15/01/1998";"";"SAIZERAIS";"SAIZERAIS";"54490";"";"";"RUISSEAU DU SOUCHE";"FRCR324";"923481";"6860388";"102";"kg/j DBO5";"CNE DE SAIZERAIS";"CNE DE SAIZERAIS";"";
"026748601239";"01/12/1999";"01/12/1999";"30/08/2011";"SCHOENAU";"SUNDHOUSE";"67486";"";"A0400012";"RHIN 2";"FRCR2";"1045143";"6803415";"180";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DU GRAND RIED";"22/12/1998";
"026825301102";"25/09/1998";"25/09/1998";"";"OTTMARSHEIM";"OTTMARSHEIM";"68253";"";"A0300122";"GRAND CANAL D'ALSACE - BIEF DE KEMBS A NEUF-BRISACH";"FRCR5";"1038189";"6751535";"257";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SIE D'OTTMARSHEIM, HOMBOURG ET NIFFER";"02/04/1997";
"026837801946";"25/05/2009";"25/05/2009";"";"WOLFERSDORF";"WOLFERSDORF";"68378";"";"A1120200";"LARGUE 2";"FRCR705";"1009006";"6735736";"";"kg/j DBO5";"SIA DANNEMARIE RETZWILLER & WOLFERSDORF";"SIA DANNEMARIE RETZWILLER & WOLFERSDORF";"16/02/2006";
"026748701699";"06/12/2005";"06/12/2005";"";"SURBOURG";"SURBOURG";"67487";"";"A3630110";"SAUER 2";"FRCR712";"1055107";"6877700";"155,76";"kg/j DBO5";"CNE DE SURBOURG";"CNE DE SURBOURG";"";
"028809000476";"01/06/1974";"01/06/1974";"02/03/2014";"CHARMES";"CHARMES";"88090";"";"A4720060";"MOSELLE 4";"FRCR211";"943351";"6813531";"456";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CNE DE CHARMES";"09/01/2001";
"025408002096";"01/11/2010";"01/11/2010";"";"BLENOD-LES-TOUL";"BLENOD-LES-TOUL";"54080";"";"A5620380";"BOUVADE";"FRCR272";"910062";"6837229";"60";"kg/j DBO5";"SIA DE LA BOUVADE";"SIA DE LA BOUVADE";"17/09/2009";
"025418902336";"01/01/2013";"01/01/2013";"";"FAVIERES";"FAVIERES";"54189";"";"A5400760";"BRENON";"FRCR267";"918839";"6822276";"67";"kg/j DBO5";"SASS DES COTES DE SAINT AMON";"SASS DES COTES DE SAINT AMON";"01/02/2011";
"025429102387";"01/12/2013";"01/12/2013";"";"LALOEUF";"LALOEUF";"54291";"";"A5400760";"BRENON";"FRCR267";"922883";"6821462";"22";"kg/j DBO5";"CNE DE LALOEUF";"CNE DE LALOEUF";"01/01/2013";
"025718301958";"01/03/2009";"01/03/2009";"";"DONNELAY";"DONNELAY";"57183";"";"A7560560";"SEILLE 2";"FRCR333";"970596";"6856141";"14";"kg/j DBO5";"CNE DE DONNELAY";"CNE DE DONNELAY";"01/07/2009";
"025409302153";"01/04/2011";"01/04/2011";"";"BRAINVILLE";"BRAINVILLE";"54093";"";"A8150210";"LONGEAU (AFFL. YRON)";"FRCR383";"904969";"6895760";"10";"kg/j DBO5";"CNE DE BRAINVILLE";"CNE DE BRAINVILLE";"26/09/2011";
"025428302364";"01/07/2013";"01/07/2013";"";"JOUAVILLE";"JOUAVILLE";"54283";"";"A8210430";"RUISSEAU DE JOUAVILLE";"FRCR389";"915095";"6899685";"20";"kg/j DBO5";"SIE DU SOIRON";"SIE DU SOIRON";"06/02/2012";
"025726901252";"01/01/2002";"01/01/2002";"";"GUENANGE";"GUENANGE";"57269";"";"A8500060";"MOSELLE 6";"FRCR213";"931527";"6915879";"1417,5";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SI REGION GUENANGE EAU ASSAINISSEMENT";"27/07/2001";
"025773601504";"01/07/2004";"01/07/2004";"";"VRY";"VRY";"57736";"";"A8700200";"CANNER";"FRCR404";"941849";"6904100";"33";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"";
"025743100212";"01/01/1974";"01/01/1974";"01/02/2012";"MAIZEROY";"MAIZEROY";"57431";"";"A9740120";"NIED FRANCAISE 2";"FRCR417";"947306";"6892603";"24";"kg/j DBO5";"COMMUNAUTE DE COMMUNES DE PANGE";"CNE DE MAIZEROY";"";
"025753500234";"15/03/1975";"15/03/1975";"10/03/2010";"PETIT-REDERCHING";"PETIT-REDERCHING";"57535";"";"A9360300";"BICKENALBE";"FRCR452";"1014382";"6892945";"105";"kg/j DBO5";"SEA DE LA BICKENALBE";"SEA DE LA BICKENALBE";"";
"025763100258";"01/11/1976";"01/11/1976";"30/11/2003";"SARREGUEMINES";"SARREGUEMINES";"57631";"RIVIERE LA SARRE";"A931010A";"SARRE 4";"FRCR414";"995033";"6899237";"2742";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CA SARREGUEMINES CONFLUENCES";"";
"028801702439";"01/09/2013";"01/09/2013";"";"AULNOIS";"AULNOIS";"88017";"";"B1090310";"BANI";"FRB1R489";"906445";"6799415";"11";"kg/j DBO5";"CNE DE AULNOIS";"CNE DE AULNOIS";"";
"025526802384";"04/08/2014";"04/08/2014";"";"LACROIX-SUR-MEUSE";"LACROIX-SUR-MEUSE";"55268";"";"B2250540";"MEUSE 3";"FRB1R472";"883470";"6877516";"36";"kg/j DBO5";"CNE DE LACROIX-SUR-MEUSE";"CNE DE LACROIX-SUR-MEUSE";"";
"020821802159";"01/01/2011";"01/01/2011";"";"LES HAUTES-RIVIERES";"HAUTES-RIVIERES (LES)";"8218";"";"B6100100";"SEMOY";"FRB1R585";"831857";"6977321";"210";"kg/j DBO5";"STE EAU ET FORCE";"STE EAU ET FORCE";"01/07/2010";
"025400800037";"01/08/1990";"01/08/1990";"";"ALLAIN";"ALLAIN";"54008";"";"";"BOUVADE";"FRCR272";"914608";"6832114";"21";"kg/j DBO5";"CNE DE ALLAIN";"CNE DE ALLAIN";"29/11/2006";
"026800600414";"01/01/1984";"01/01/1984";"";"AMMERTZWILLER";"AMMERTZWILLER";"68006";"";"A1150670";"KREBSBACH (AFFL. LARGUE)";"FRCR51";"1013043";"6740199";"18";"kg/j DBO5";"AMMERTZWILLER";"AMMERTZWILLER";"";
"025410402118";"18/02/2011";"18/02/2011";"";"BUISSONCOURT";"BUISSONCOURT";"54104";"";"A6910300";"ROANNE";"FRCR327";"945363";"6846521";"132";"kg/j DBO5";"CC DU GRAND COURONNE";"CC DU GRAND COURONNE";"25/08/2008";
"025771201217";"01/09/1998";"01/09/1998";"";"VIC/SEILLE";"VIC-SUR-SEILLE";"57712";"";"A7580100";"SEILLE 2";"FRCR333";"958524";"6858980";"136,8";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE VIC-SUR-SEILLE";"04/08/1997";
"025504602267";"30/11/2011";"30/11/2011";"";"BENEY-EN-WOEVRE";"BENEY-EN-WOEVRE";"55046";"";"A7330330";"RUISSEAU DE LA TUILERIE";"FRCR348";"906370";"6877492";"12";"kg/j DBO5";"CNE DE BENEY-EN-WOEVRE";"CNE DE BENEY-EN-WOEVRE";"";
"025752300813";"01/01/1994";"01/01/1994";"15/02/2011";"OGY ST AGNAN STEER";"OGY";"57523";"";"A7890350";"RUISSEAU DE VALLIERES";"FRCR371";"940922";"6894561";"10,8";"kg/j DBO5";"SM COMOGYRE";"SM COMOGYRE";"";
"025710200132";"01/12/1971";"01/12/1971";"31/12/2002";"BOUSSE";"BOUSSE";"57102";"LA MOSELLE";"A793006A";"MOSELLE 6";"FRCR213";"932375";"6913090";"75";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SI REGION GUENANGE EAU ASSAINISSEMENT";"";
"025427300064";"01/01/1977";"01/01/1977";"31/01/2003";"JARNY";"JARNY";"54273";"RIVIERE L'ORNE";"A820010C";"";"";"910339";"6900355";"1200";"kg/j DBO5";"CIE GENERALE DES EAUX";"SIA DU  JARNISY";"";
"025726900178";"01/01/1971";"01/01/1971";"01/03/2010";"GUELANGE";"GUENANGE";"57269";"";"A8500470";"SEE";"FRCR399";"934510";"6915347";"9";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SI REGION GUENANGE EAU ASSAINISSEMENT";"";
"025720901143";"10/10/1998";"10/10/1998";"";"FAULQUEMONT AMONT";"FAULQUEMONT";"57209";"";"A9840200";"NIED ALLEMANDE 2";"FRCR460";"964332";"6889099";"408";"kg/j DBO5";"CC DISTRICT URBAIN DE FAULQUEMONT & ENV";"CC DISTRICT URBAIN DE FAULQUEMONT & ENV";"25/07/2000";
"025712200138";"01/01/1990";"01/01/1990";"";"CAPPEL";"CAPPEL";"57122";"";"A9140500";"MODERBACH";"FRCR434";"982726";"6893082";"52,2";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CC DE FREYMING-MERLEBACH";"";
"028801502516";"30/04/2015";"30/04/2015";"";"ATTIGNEVILLE";"ATTIGNEVILLE";"88015";"";"B1260200";"VAIR 3";"FRB1R494";"906546";"6813404";"32";"kg/j DBO5";"SIVOM VALLEE DE LA ROCHE HARCHECHAMP";"SIVOM VALLEE DE LA ROCHE HARCHECHAMP";"";
"028827001226";"01/10/1998";"01/10/1998";"";"LIFFOL-LE-GRAND";"LIFFOL-LE-GRAND";"88270";"";"B1120200";"SAONNELLE 1";"FRB1R490";"891309";"6806453";"224,1";"kg/j DBO5";"CNE DE LIFFOL-LE-GRAND";"CNE DE LIFFOL-LE-GRAND";"05/03/1997";
"025504702517";"01/04/2015";"01/04/2015";"";"BETHELAINVILLE";"BETHELAINVILLE";"55047";"";"B3010500";"RUISSEAU DE BAMONT";"FRB1R528";"863198";"6898860";"14";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CA DU GRAND VERDUN";"12/07/2010";
"025550000109";"01/01/1976";"01/01/1976";"";"SPINCOURT";"SPINCOURT";"55500";"";"B4320410";"OTHAIN 1";"FRB1R550";"893752";"6917954";"13,8";"kg/j DBO5";"SIE REGION DE MANGIENNES";"SIE REGION DE MANGIENNES";"";
"025766001228";"01/01/1997";"01/01/1997";"";"STIRING-WENDEL";"STIRING-WENDEL";"57660";"";"";"";"";"986639";"6911647";"";"kg/j DBO5";"CNE DE STIRING WENDEL";"CNE DE STIRING WENDEL";"";
"026801900801";"11/11/1994";"11/11/1994";"";"BALTZENHEIM";"BALTZENHEIM";"68019";"";"A0410300";"MUHLBACH DE SCHOENAU";"FRCR32";"1039342";"6787781";"99,6";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"";
"026811401235";"01/01/1995";"01/01/1995";"";"GUEVENATTEN";"GUEVENATTEN";"68114";"";"A1140780";"SOULTZBACH";"FRCR50";"1006463";"6739061";"12";"kg/j DBO5";"CNE DE GUEVENATTEN";"CNE DE GUEVENATTEN";"";
"026753701530";"13/05/2004";"13/05/2004";"";"WINGEN";"WINGEN";"67537";"";"A3600870";"SAUER 1";"FRCR157";"1051846";"6891004";"30,6";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"21/06/2002";
"026717600321";"01/01/1975";"01/01/1975";"";"GUNDERSHOFFEN";"GUNDERSHOFFEN";"67176";"";"A3250210";"ZINSEL DU NORD 3";"FRCR166";"1041349";"6876963";"294";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026730101266";"01/01/1997";"01/01/1997";"";"MOMMENHEIM";"MOMMENHEIM";"67301";"";"A3480200";"ZORN 5";"FRCR178";"1041958";"6860118";"427,98";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"18/06/1996";
"028809002410";"03/03/2014";"03/03/2014";"";"CHARMES";"CHARMES";"88090";"";"A4720060";"MOSELLE 4";"FRCR211";"942777";"6814226";"605";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CNE DE CHARMES";"30/11/2010";
"025435402333";"16/05/2013";"16/05/2013";"";"MARTHEMONT";"MARTHEMONT";"54354";"";"A544048";"RUISSEAU DE VITERNE";"FRCR269";"924562";"6833245";"5";"kg/j DBO5";"CC MOSELLE ET MADON";"CC MOSELLE ET MADON";"13/05/2013";
"025456400901";"15/01/1998";"15/01/1998";"";"VIEVILLE-EN-HAYE";"VIEVILLE-EN-HAYE";"54564";"";"A7210300";"RUISSEAU DE TREY";"FRCR342";"914272";"6875302";"12";"kg/j DBO5";"CNE DE VIEVILLE-EN-HAYE";"CNE DE VIEVILLE-EN-HAYE";"";
"025762600254";"01/01/2000";"01/12/1991";"";"SANRY-LES-VIGY";"SANRY-LES-VIGY";"57626";"";"A7910920";"BEVOTTE";"FRCR376";"939429";"6903563";"42";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"";
"025427301454";"01/02/2003";"01/02/2003";"";"JARNY";"JARNY";"54273";"";"A8210100";"RUISSEAU DE JOUAVILLE";"FRCR389";"911000";"6900900";"937,98";"kg/j DBO5";"SIA DU  JARNISY";"SIA DU  JARNISY";"12/10/2000";
"025732300187";"01/03/1980";"01/03/1980";"30/10/2001";"HETTANGE-GRANDE";"HETTANGE-GRANDE";"57323";"RUISSEAU LA KIESEL";"A864030A";"KIESEL 1";"FRCR402";"929994";"6926364";"525";"kg/j DBO5";"CNE DE HETTANGE-GRANDE";"CNE DE HETTANGE-GRANDE";"";
"025773300221";"01/01/1976";"01/01/1976";"01/11/2012";"VOLSTROFF METZERVISSE";"VOLSTROFF";"57733";"";"A8630200";"BIBICHE";"FRCR400";"937328";"6917580";"174";"kg/j DBO5";"CNE DE VOLSTROFF";"CNE DE VOLSTROFF";"";
"025767602245";"01/08/2013";"01/08/2013";"";"TRAGNY";"TRAGNY";"57676";"";"A9720370";"NIED FRANCAISE 1";"FRCR416";"947753";"6878617";"8";"kg/j DBO5";"CNE DE TRAGNY";"CNE DE TRAGNY";"01/04/2014";
"025739401651";"18/08/2005";"18/08/2005";"";"LENING";"LENING";"57394";"";"A9110200";"ALBE 1";"FRCR432";"978479";"6879455";"117,24";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"SIA DE LENING FRANCALTROFF";"";
"025247601684";"01/01/1960";"01/01/1960";"";"SOMMERECOURT";"SOMMERECOURT";"52476";"";"B1050200";"MOUZON 2";"FRB1R486";"897778";"6795205";"";"kg/j DBO5";"CNE DE SOMMERECOURT";"CNE DE SOMMERECOURT";"";
"028813701970";"01/05/2009";"01/05/2009";"";"DOLAINCOURT";"DOLAINCOURT";"88137";"";"B1260300";"VAIR 2";"FRB1R493";"908481";"6808436";"7";"kg/j DBO5";"CNE DE DOLAINCOURT";"CNE DE DOLAINCOURT";"";
"025507702472";"01/04/2013";"01/04/2013";"";"BREUX";"BREUX";"55077";"";"B4410480";"THONNE 1";"FRB1R554";"873056";"6945359";"19";"kg/j DBO5";"LYONNAISE DES EAUX DUMEZ      DIRECTION";"CC DU PAYS DE MONTMEDY";"31/12/2012";
"020809000004";"01/01/1973";"01/01/1973";"";"CARIGNAN";"CARIGNAN";"8090";"";"B4630100";"CHIERS 3";"FRB1R723";"856204";"6950077";"204";"kg/j DBO5";"SIVOM DE CARIGNAN-BLAGNY";"SIVOM DE CARIGNAN-BLAGNY";"";
"025510902383";"01/11/2013";"01/11/2013";"";"CHAUVENCY-LE-CHATEAU";"CHAUVENCY-LE-CHATEAU";"55109";"";"B4600340";"CHIERS 3";"FRB1R723";"866744";"6938741";"36";"kg/j DBO5";"CC DU PAYS DE MONTMEDY";"CC DU PAYS DE MONTMEDY";"20/06/2011";
"020830200812";"01/01/1974";"01/01/1974";"31/12/2003";"MONTHERME";"MONTHERME";"8302";"LA MEUSE";"B700000B";"MEUSE 8";"FRB1R477";"824532";"6976947";"264";"kg/j DBO5";"CNE DE MONTHERME";"CNE DE MONTHERME";"";
"026725401212";"16/10/1998";"16/10/1998";"";"KUTZENHAUSEN";"KUTZENHAUSEN";"67254";"";"A3700200";"SELTZBACH";"FRCR205";"1055945";"6881152";"429,3";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"04/11/1996";
"026731000367";"01/01/1976";"01/01/1976";"";"OBERBRONN";"MUSSIG";"67310";"";"A3250390";"ZINSEL DU NORD 3";"FRCR166";"1037799";"6880317";"147";"kg/j DBO5";"CNE DE OBERBRONN";"CNE DE OBERBRONN";"";
"028814201323";"01/06/2001";"01/06/2001";"";"DOMEVRE-SUR-AVIERE";"DOMEVRE-SUR-AVIERE";"88142";"";"A4610200";"AVIERE";"FRCR242";"950950";"6796236";"33";"kg/j DBO5";"CNE DE DOMEVRE-SUR-AVIERE";"CNE DE DOMEVRE-SUR-AVIERE";"";
"025450901425";"01/10/2002";"01/10/2002";"";"SOMMERVILLER";"SOMMERVILLER";"54509";"";"A6870200";"SANON 2";"FRCR321";"948486";"6843277";"120";"kg/j DBO5";"SIA DU SANON";"SIA DU SANON";"28/01/2005";
"025409901483";"30/07/2003";"30/07/2003";"";"BRIEY";"BRIEY";"54099";"";"A8320200";"WOIGOT 2";"FRCR394";"914430";"6908651";"862,62";"kg/j DBO5";"SI DU CONTRAT DE RIVIERE WOIGOT";"SI DU CONTRAT DE RIVIERE WOIGOT";"27/08/2001";
"025708300127";"01/01/1971";"01/01/1971";"01/10/2007";"BINING";"BINING";"57083";"RUISSEAU ROHRBACH";"A924053A";"BUTTENBACH";"FRCR439";"1011105";"6890036";"45";"kg/j DBO5";"SIA DE ROHRBACH - BINING";"SIA DE ROHRBACH - BINING";"";
"025222501463";"02/12/2002";"02/12/2002";"";"GONCOURT";"GONCOURT";"52225";"";"B0220000";"MEUSE 2";"FRB1R471";"894007";"6796527";"22,8";"kg/j DBO5";"SASS GONCOURT-HARREVILLE-BAZOILLES-MEUSE";"SASS GONCOURT-HARREVILLE-BAZOILLES-MEUSE";"28/11/2003";
"028832101645";"01/08/2005";"01/08/2005";"";"NEUFCHATEAU";"NEUFCHATEAU";"88321";"";"B1100000";"MEUSE 3";"FRB1R472";"899399";"6811146";"922,56";"kg/j DBO5";"REGIE AUTONOME EAUX ET ASSAINISSEMENT";"REGIE AUTONOME EAUX ET ASSAINISSEMENT";"";
"025404601638";"01/12/2004";"01/12/2004";"";"BARISEY-AU-PLAIN";"BARISEY-AU-PLAIN";"54046";"";"B2030200";"AROFFE 2";"FRB1R504";"909516";"6828997";"33";"kg/j DBO5";"CNE DE BARISEY AU PLAIN";"CNE DE BARISEY AU PLAIN";"22/06/2004";
"020831101595";"13/09/2004";"13/09/2004";"";"MOUZON";"MOUZON";"8311";"";"B3210000";"MEUSE 6";"FRB1R475";"849464";"6947888";"283";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE MOUZON";"01/01/2004";
"026819602479";"02/07/2013";"02/07/2013";"";"MAGNY";"MAGNY";"68196";"";"";"RUISSEAU LA SUARCINE";"FRDR20001";"1003894";"6730723";"26";"kg/j DBO5";"CNE DE MAGNY";"CNE DE MAGNY";"07/03/2012";
"026830900460";"01/07/1973";"01/07/1973";"30/06/2005";"SIERENTZ";"SIERENTZ";"68309";"";"";"WEIHERBACHGRABEN";"FRCR30";"1034125";"6738537";"46,5";"kg/j DBO5";"SIA DU CANTON DE SIERENTZ";"SIA DU CANTON DE SIERENTZ";"";
"026821700447";"07/07/2005";"01/01/1985";"";"MOOSCH";"MOOSCH";"68217";"";"A1430200";"THUR 3";"FRCR709";"1003568";"6757837";"992,22";"kg/j DBO5";"SOGEST";"CC DE LA VALLEE DE SAINT AMARIN";"08/11/2004";
"025431800069";"01/01/1974";"01/01/1974";"30/11/2013";"LIVERDUN";"LIVERDUN";"54318";"";"A5850060";"MOSELLE 5";"FRCR212";"925541";"6854134";"1260";"kg/j DBO5";"CNE DE LIVERDUN";"CNE DE LIVERDUN";"20/09/1989";
"028814501287";"01/01/1974";"01/01/1974";"";"DOMFAING";"DOMFAING";"88145";"";"A6610680";"MORTAGNE 1";"FRCR287";"978758";"6799093";"4,8";"kg/j DBO5";"CNE DE DOMFAING";"CNE DE DOMFAING";"";
"025456902422";"02/05/2014";"02/05/2014";"";"VILLE-AU-VAL";"VILLE-AU-VAL";"54569";"";"A7020300";"NATAGNE";"FRCR337";"928927";"6865150";"12";"kg/j DBO5";"CNE DE VILLE-AU-VAL";"CNE DE VILLE-AU-VAL";"27/02/2012";
"025519802174";"01/04/2013";"01/04/2013";"";"FRESNES-EN-WOEVRE";"FRESNES-EN-WOEVRE";"55198";"";"A8130210";"LONGEAU (AFFL. YRON)";"FRCR383";"892482";"6891230";"66";"kg/j DBO5";"CNE DE FRESNES-EN-WOEVRE";"CNE DE FRESNES-EN-WOEVRE";"28/06/2011";
"025737102236";"01/11/2014";"01/11/2014";"";"HAUTE-KONTZ";"HAUTE-KONTZ";"57371";"";"A8850300";"ALTBACH";"FRCR407";"940220";"6932774";"54";"kg/j DBO5";"CNE DE HAUTE-KONTZ";"CNE DE HAUTE-KONTZ";"06/12/2011";
"025736000195";"01/02/2005";"16/07/1983";"";"KERBACH";"KERBACH";"57360";"";"A9410320";"RUISSEAU DE LIXING";"FRCR454";"989737";"6902484";"1032";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CA DE FORBACH PORTE DE FRANCE";"22/08/2003";
"025223701468";"30/04/2003";"30/04/2003";"";"HARREVILLE-LES-CHANTEURS";"HARREVILLE-LES-CHANTEURS";"52237";"";"B0220000";"MEUSE 2";"FRB1R471";"895569";"6800910";"22,2";"kg/j DBO5";"SASS GONCOURT-HARREVILLE-BAZOILLES-MEUSE";"SASS GONCOURT-HARREVILLE-BAZOILLES-MEUSE";"28/11/2003";
"025431401901";"20/08/2008";"20/08/2008";"";"LEXY";"LEXY";"54314";"";"B4020100";"CHIERS 1";"FRB1R541";"898035";"6935942";"";"kg/j DBO5";"CNE DE LEXY";"CNE DE LEXY";"26/08/2008";
