Code SANDRE;Date de mise en configuration actuelle;Date mise en service;Date de fermeture;Nom ouvrage;Commune d'implantation;Code insee commune;Cours d'eau;Entité Hydro;Masse d'eau;Code masse d'eau;X (L93);Y (L93);Capacité nominale;Unité;Exploitant;Maître d'ouvrage;Autorisation de rejet;Communes raccordées
"025711300136";"01/09/1977";"01/01/1970";"27/02/2003";"BROUDERDOFF";"BROUDERDORFF";"57113";"RUISSEAU L'OTTERBACH";"A903071A";"BIEVRE 2";"FRCR423";"1001785";"6852530";"21";"kg/j DBO5";"CC DE LA VALLEE DE LA BIEVRE";"CC DE LA VALLEE DE LA BIEVRE";"";
"028819402112";"01/04/2011";"01/04/2011";"";"GEMMELAINCOURT";"GEMMELAINCOURT";"88194";"";"B1240210";"VRAINE";"FRB1R495";"919957";"6801793";"15";"kg/j DBO5";"CNE DE GEMMELAINCOURT";"CNE DE GEMMELAINCOURT";"01/04/2011";
"025527602266";"01/03/2013";"01/03/2013";"";"LANDRECOURT";"LANDRECOURT-LEMPIRE";"55276";"";"B2350380";"RUISSEAU DU FRANC-BAN";"FRB1R524";"871468";"6891698";"11";"kg/j DBO5";"CNE DE LANDRECOURT-LEMPIRE";"CNE DE LANDRECOURT-LEMPIRE";"";
"020811500006";"01/01/1974";"01/01/1974";"";"CHEMERY-SUR-BAR";"CHEMERY-SUR-BAR";"8115";"";"B5160900";"BAR";"FRB1R574";"834629";"6946218";"19,2";"kg/j DBO5";"CNE DE CHEMERY-SUR-BAR";"CNE DE CHEMERY-SUR-BAR";"";
"026811600432";"01/10/1975";"01/10/1975";"";"GUNDOLSHEIM";"GUNDOLSHEIM";"68116";"";"A1520200";"LAUCH 3";"FRCR78";"1020776";"6767970";"60";"kg/j DBO5";"CNE DE GUNDOLSHEIM";"CNE DE GUNDOLSHEIM";"";
"026742100383";"01/01/1978";"01/01/1978";"";"SAALES";"SAALES";"67421";"";"A2700110";"BRUCHE 1";"FRCR88";"1004440";"6812919";"102";"kg/j DBO5";"CNE DE SAALES";"CNE DE SAALES";"";
"026744800762";"01/01/1993";"01/01/1993";"";"SCHIRMECK";"SCHIRMECK";"67448";"";"A2730110";"BRUCHE 3";"FRCR90";"1013083";"6829231";"783,96";"kg/j DBO5";"LYONNAISE DES EAUX";"SIVOM DE LA VALLEE DE LA BRUCHE";"11/03/1994";
"026753701531";"26/07/2004";"26/07/2004";"";"PETIT WINGEN";"WINGEN";"67537";"";"A3600870";"SAUER 1";"FRCR157";"1052576";"6891353";"9,78";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"21/06/2002";
"026706700298";"01/01/1973";"01/01/1973";"31/12/2003";"BRUMATH";"BRUMATH";"67067";"RIVIERE LA ZORN";"A348020A";"ZORN 6";"FRCR179";"1047155";"6857345";"558";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SIVU DE LA REGION DE BRUMATH";"";
"028815801225";"01/06/1998";"01/06/1998";"";"ELOYES";"ELOYES";"88158";"";"A4210060";"MOSELLE 2";"FRCR209";"967850";"6784127";"641,22";"kg/j DBO5";"CNE DE ELOYES";"CNE DE ELOYES";"";
"025443000083";"01/01/1969";"01/01/1969";"31/12/2005";"POMPEY";"POMPEY";"54430";"LA MOSELLE";"A585006A";"MOSELLE 5";"FRCR212";"928925";"6855938";"63";"kg/j DBO5";"CNE DE POMPEY";"CNE DE POMPEY";"";
"025415202416";"01/10/2013";"01/10/2013";"";"DAMELEVIERES";"DAMELEVIERES";"54152";"";"A6760100";"MEURTHE 5";"FRCR281";"948739";"6834242";"578";"kg/j DBO5";"SI ENVIRO BLAINVILLE - DAMELEVIERES";"SI ENVIRO BLAINVILLE - DAMELEVIERES";"01/08/2014";
"025428100066";"01/01/1972";"01/01/1972";"";"JOLIVET";"JOLIVET";"54281";"";"A6570110";"VEZOUZE 3";"FRCR286";"958423";"6839450";"51";"kg/j DBO5";"CC DU LUNEVILLOIS";"CC DU LUNEVILLOIS";"04/11/2010";
"025435802525";"01/06/2015";"01/06/2015";"";"MAZERULLES";"MAZERULLES";"54358";"";"A7730490";"SEILLE 3";"FRCR334";"947643";"6856809";"18";"kg/j DBO5";"CC DU GRAND COURONNE";"CC DU GRAND COURONNE";"09/04/2013";
"025544300106";"01/01/1980";"01/01/1980";"31/12/2001";"ROUVRES-EN-WOEVRE";"ROUVRES-EN-WOEVRE";"55443";"L'ORNE";"A805010A";"ORNE 1";"FRCR380";"896151";"6906141";"24";"kg/j DBO5";"CNE DE ROUVRES-EN-WOEVRE";"CNE DE ROUVRES-EN-WOEVRE";"";
"025758200232";"01/01/1973";"01/01/1973";"30/11/1999";"VALLEE DE L'ORNE";"RICHEMONT";"57582";"RIVIERE L'ORNE";"A844010A";"ORNE 2";"FRCR381";"930326";"6912701";"3540";"kg/j DBO5";"OMNIUM TRAITEMENTS VALORISATION (OTV)";"SIA DE LA VALLEE DE L'ORNE";"";
"025730701814";"01/12/2007";"01/12/2007";"";"HAYES";"HAYES";"57307";"";"A9750630";"NIED FRANCAISE 2";"FRCR417";"945787";"6901754";"15,6";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"01/04/2006";
"025740201871";"01/01/2008";"01/01/2008";"";"LIEDERSCHIEDT";"LIEDERSCHIEDT";"57402";"";"A9320920";"SCHWARTZENBACH";"FRCR451";"1027976";"6900635";"12";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"025771102135";"01/06/2012";"01/06/2012";"";"VIBERSVILLER";"VIBERSVILLER";"57711";"";"A9180220";"RODE";"FRCR435";"989276";"6876124";"31";"kg/j DBO5";"CNE DE VIBERSVILLER";"CNE DE VIBERSVILLER";"15/11/2010";
"025432300744";"01/01/1994";"01/01/1994";"";"LONGWY";"LONGWY";"54323";"";"B4020100";"CHIERS 1";"FRB1R541";"897189";"6935456";"2978,1";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"SIA DE L'AGGLOMERATION DE LONGWY";"09/07/2012";
"026810602417";"01/03/2012";"01/03/2012";"";"GOLDBACH";"GOLDBACH-ALTENBACH";"68106";"";"A1430750";"WISSBACH";"FRCR74";"1006815";"6760372";"7";"kg/j DBO5";"CC DE LA VALLEE DE SAINT AMARIN";"CC DE LA VALLEE DE SAINT AMARIN";"";
"026824501642";"01/04/2004";"01/04/2004";"";"OBERMORSCHWILLER";"OBERMORSCHWILLER";"68245";"";"A1070610";"THALBACH";"FRCR36";"1024191";"6735654";"31,2";"kg/j DBO5";"CC DE LA VALLEE DE HUNDSBACH";"CC DE LA VALLEE DE HUNDSBACH";"21/08/2003";
"026726302339";"01/03/2014";"01/03/2014";"";"LEMBACH_MATTSTALL";"LEMBACH";"67263";"";"A3610680";"SAUER 1";"FRCR157";"1044954";"6891341";"16";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"025704600757";"01/01/1993";"01/01/1993";"";"BAERENTHAL";"BAERENTHAL";"57046";"";"A3210200";"ZINSEL DU NORD 2";"FRCR165";"1032839";"6881758";"66";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"025414302430";"01/05/2014";"01/05/2014";"";"CREPEY";"CREPEY";"54143";"";"A5410400";"BRENON";"FRCR267";"919523";"6828759";"45";"kg/j DBO5";"CC PAYS COLOMBEY SUD TOULOIS";"SASS DES COTES DE SAINT AMON";"29/03/2013";
"025421400059";"01/01/1970";"01/01/1970";"";"FROLOIS";"FROLOIS";"54214";"";"A5430100";"MADON 4";"FRCR249";"930327";"6833867";"42";"kg/j DBO5";"CC MOSELLE ET MADON";"CC MOSELLE ET MADON";"02/12/2011";
"025432900074";"10/03/2003";"01/01/1982";"";"LUNEVILLE";"LUNEVILLE";"54329";"";"A6340100";"MEURTHE 4";"FRCR280";"956356";"6837133";"2040";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CC DU LUNEVILLOIS";"21/01/2002";
"025418001337";"01/12/2000";"01/12/2000";"";"ERBEVILLER-SUR-AMEZULE";"ERBEVILLER-SUR-AMEZULE";"54180";"";"A6950300";"AMEZULE";"FRCR331";"948845";"6853544";"4,98";"kg/j DBO5";"CC DU GRAND COURONNE";"CC DU GRAND COURONNE";"";
"025724600168";"01/04/1972";"01/04/1972";"23/11/2014";"GELUCOURT";"GELUCOURT";"57246";"";"A7540300";"RUISSEAU DE GUEBLANGE";"FRCR356";"973912";"6857893";"12";"kg/j DBO5";"CNE DE GELUCOURT";"CNE DE GELUCOURT";"";
"025406900045";"01/01/1972";"01/01/1972";"30/06/2010";"BEUVILLERS";"BEUVILLERS";"54069";"RUISSEAU LE CONROY";"A841020C";"CONROY 1";"FRCR395";"911905";"6924444";"14";"kg/j DBO5";"CNE DE BEUVILLERS";"CNE DE BEUVILLERS";"";
"025762700255";"01/01/1974";"01/01/1974";"";"SANRY-SUR-NIED";"SANRY-SUR-NIED";"57627";"";"A9740120";"NIED FRANCAISE 2";"FRCR417";"944272";"6888258";"27";"kg/j DBO5";"COMMUNAUTE DE COMMUNES DE PANGE";"CNE DE SANRY-SUR-NIED";"23/12/2010";
"025765101345";"01/01/1978";"01/01/1978";"";"SIERSTHAL";"SIERSTHAL";"57651";"";"A9340740";"SCHWALBACH";"FRCR446";"1019561";"6893021";"30";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"23/12/2010";
"025763900261";"01/02/1972";"01/02/1972";"01/04/2009";"SCHORBACH";"SCHORBACH";"57639";"RUISSEAU SCHORBACH";"A932041A";"HORN";"FRCR445";"1022656";"6895897";"33";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CC DE BITCHE ET ENVIRONS";"";
"025725500171";"01/12/1967";"01/12/1967";"";"GOSSELMING";"GOSSELMING";"57255";"";"A9040100";"SARRE 2";"FRCR412";"994084";"6862084";"15";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"23/12/2010";
"026746800393";"01/01/1984";"01/01/1984";"";"SILTZHEIM";"SILTZHEIM";"67468";"";"A9300100";"FLETTWIESERGRABEN";"FRCR448";"1000173";"6892836";"49,8";"kg/j DBO5";"CA SARREGUEMINES CONFLUENCES";"CA SARREGUEMINES CONFLUENCES";"";
"026718300324";"01/01/1982";"01/01/1982";"";"HARSKIRCHEN";"HARSKIRCHEN";"67183";"";"A9090100";"SARRE 3";"FRCR413";"995192";"6880128";"72";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"028825900759";"01/01/1994";"01/01/1994";"";"LANDAVILLE";"LANDAVILLE";"88259";"";"B1090310";"BANI";"FRB1R489";"902702";"6802684";"19,98";"kg/j DBO5";"CNE DE LANDAVILLE";"CNE DE LANDAVILLE";"";
"026704900296";"01/01/1979";"01/01/1979";"01/09/2012";"BLAESHEIM";"BLAESHEIM";"67049";"";"A2630200";"EHN 3";"FRCR133";"1040816";"6832492";"525";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"SIVOM DU BASSIN DE L'EHN";"";
"028808100474";"01/07/1979";"01/07/1979";"";"BUSSANG";"BUSSANG";"88081";"";"A4000060";"MOSELLE 1";"FRCR208";"987452";"6760052";"105";"kg/j DBO5";"SI EPURATION LE THILLOT";"SI EPURATION LE THILLOT";"";
"025415501223";"01/06/1999";"01/06/1999";"";"DEUXVILLE";"DEUXVILLE";"54155";"";"A6860320";"SANON 2";"FRCR321";"954679";"6841264";"21";"kg/j DBO5";"CNE DE DEUXVILLE";"CNE DE DEUXVILLE";"23/12/1999";
"025717302320";"30/01/2014";"30/01/2014";"";"DESSELING";"DESSELING";"57173";"";"A7500790";"RUISSEAU DE L'ETANG DE NOLWEIHER";"FRCR355";"982178";"6861042";"7";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"01/06/2012";
"025720400904";"15/01/1998";"15/01/1998";"";"VREMY";"FAILLY";"57204";"";"A7900780";"RUISSEAU DE MALROY";"FRCR375";"938821";"6901257";"24";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"";
"025521902433";"01/08/2014";"01/08/2014";"";"GRIMAUCOURT-EN-WOEVRE";"GRIMAUCOURT-EN-WOEVRE";"55219";"";"A8030310";"ORNE 1";"FRCR380";"886653";"6900327";"7";"kg/j DBO5";"CNE DE GRIMAUCOURT EN WOEVRE";"CNE DE GRIMAUCOURT EN WOEVRE";"";
"025544301659";"30/07/2005";"30/07/2005";"";"ROUVRES-EN-WOEVRE";"ROUVRES-EN-WOEVRE";"55443";"";"A8040310";"ORNE 1";"FRCR380";"896149";"6906180";"30";"kg/j DBO5";"SIE DE PIENNES";"CNE DE ROUVRES-EN-WOEVRE";"27/09/2005";
"025760001819";"18/07/2008";"18/07/2008";"";"ROUSSY-LE-VILLAGE";"ROUSSY-LE-VILLAGE";"57600";"";"A8810200";"RUISSEAU DE BOLER";"FRCR405";"932205";"6932444";"156";"kg/j DBO5";"CC DE CATTENOM ET ENVIRONS";"CC DE CATTENOM ET ENVIRONS";"13/01/2006";
"025705700122";"01/11/2011";"01/10/1974";"";"BECHY";"BECHY";"57057";"";"A9720560";"NIED FRANCAISE 1";"FRCR416";"947158";"6881207";"58";"kg/j DBO5";"CNE DE BECHY";"CNE DE BECHY";"13/12/2011";
"025706500124";"01/01/1971";"01/01/1971";"";"BERMERING";"BERMERING";"57065";"";"A9100200";"ALBE 1";"FRCR432";"971692";"6876381";"12";"kg/j DBO5";"CNE DE BERMERING";"CNE DE BERMERING";"";
"025546001438";"15/10/2002";"15/10/2002";"";"SAINT-JULIEN-SOUS-LES-COTES";"SAINT-JULIEN-SOUS-LES-COTES";"55460";"";"B2130550";"MEUSE 3";"FRB1R472";"892255";"6860051";"9";"kg/j DBO5";"CNE DE SAINT-JULIEN-SOUS-LES-COTES";"CNE DE SAINT-JULIEN-SOUS-LES-COTES";"01/01/2002";
"025511100096";"01/01/1995";"01/01/1975";"";"CHAUVONCOURT/SAINT-MIHIEL";"CHAUVONCOURT";"55111";"";"B2230000";"MEUSE 3";"FRB1R472";"885777";"6870145";"591,3";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE SAINT-MIHIEL";"24/12/2010";
"026818302529";"01/09/2014";"01/09/2014";"";"LIEBENSWILLER";"LIEBENSWILLER";"68183";"";"A0100450";"BIRSIG";"FRCR24";"1035523";"6720024";"15";"kg/j DBO5";"CNE DE LIEBENSWILLER";"CNE DE LIEBENSWILLER";"";
"025439701614";"15/11/2004";"15/11/2004";"";"NEUVES-MAISONS";"NEUVES-MAISONS";"54397";"";"A5500060";"MOSELLE 5";"FRCR212";"927763";"6839203";"1879,2";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"CC MOSELLE ET MADON";"25/10/2004";
"025414101847";"01/12/2007";"01/12/2007";"";"COYVILLER";"COYVILLER";"54141";"";"A6900500";"PETIT RHONE";"FRCR326";"941839";"6837128";"13,2";"kg/j DBO5";"CNE DE COYVILLER";"CNE DE COYVILLER";"02/10/2007";
"025772201962";"30/01/2010";"30/01/2010";"";"VIONVILLE";"VIONVILLE";"57722";"";"A7400340";"RUISSEAU DE GORZE 1";"FRCR351";"914838";"6891512";"17";"kg/j DBO5";"CNE DE VIONVILLE";"CNE DE VIONVILLE";"10/01/2006";
"025720902344";"01/11/2013";"01/11/2013";"";"CHEMERY-LES-FAULQUEMONT";"FAULQUEMONT";"57209";"";"A9830490";"NIED ALLEMANDE 1";"FRCR459";"961775";"6884355";"16";"kg/j DBO5";"CC DISTRICT URBAIN DE FAULQUEMONT & ENV";"CC DISTRICT URBAIN DE FAULQUEMONT & ENV";"14/05/2012";
"025733300189";"01/01/1971";"01/01/1971";"30/08/2009";"HOMMARTING";"HOMMARTING";"57333";"";"A9030820";"BIEVRE 2";"FRCR423";"1004263";"6856750";"21";"kg/j DBO5";"CC DE L'AGGLOMERATION DE SARREBOURG";"CC DE L'AGGLOMERATION DE SARREBOURG";"";
"025755100241";"01/01/1971";"01/01/1971";"";"POSTROFF";"POSTROFF";"57551";"";"A9060210";"ISCH";"FRCR420";"998802";"6868843";"10,8";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"";
"025521601977";"01/08/2009";"01/08/2009";"";"GOURAINCOURT";"GOURAINCOURT";"55216";"";"B4310590";"OTHAIN 1";"FRB1R550";"893813";"6914011";"3";"kg/j DBO5";"SIE DE PIENNES";"SIE DE PIENNES";"";
"026828901215";"01/01/1998";"01/01/1998";"";"RUELISHEIM";"RUELISHEIM";"68289";"";"A1300030";"ILL 4";"FRCR19";"1026309";"6756556";"3394,98";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SIVOM DE L'AGGLOMERATION MULHOUSIENNE";"27/06/1995";
"026826900454";"01/09/1986";"01/09/1986";"";"RIBEAUVILLE";"RIBEAUVILLE";"68269";"RUISSEAU LE STRENGBACH";"A2150300";"STRENGBACH";"FRCR104";"1022331";"6796377";"678";"kg/j DBO5";"CNE DE RIBEAUVILLE";"CNE DE RIBEAUVILLE";"22/10/2003";
"026747200394";"01/01/1980";"01/01/1980";"";"SOUFFLENHEIM";"SOUFFLENHEIM";"67472";"";"A3680300";"EBERBACH";"FRCR199";"1064920";"6870381";"420";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026704601204";"01/09/1999";"01/09/1999";"";"BISCHWILLER";"BISCHWILLER";"67046";"";"A3320100";"MODER 4";"FRCR155";"1058901";"6861808";"2106";"kg/j DBO5";"LYONNAISE DES EAUX";"CC DE BISCHWILLER";"11/08/1997";
"026737100373";"01/01/1979";"01/01/1979";"";"LA PETITE-PIERRE";"PETITE-PIERRE (LA)";"67371";"";"A3110760";"MODER 1";"FRCR152";"1017438";"6871351";"102";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"028849902406";"01/04/2014";"01/04/2014";"";"VELOTTE-ET-TATIGNECOURT";"VELOTTE-ET-TATIGNECOURT";"88499";"";"A5250200";"MADON 3";"FRCR248";"935351";"6800685";"9";"kg/j DBO5";"SAUR";"CC DU SECTEUR DE DOMPAIRE";"07/01/2013";
"025757800248";"01/01/1968";"01/01/1968";"01/04/2009";"REZONVILLE";"REZONVILLE";"57578";"LA MOSELLE";"A740006A";"RUISSEAU DE GORZE 1";"FRCR351";"918329";"6892752";"15";"kg/j DBO5";"CNE DE REZONVILLE";"CNE DE REZONVILLE";"";
"025744900216";"10/05/2005";"01/01/1988";"";"MARSILLY";"MARSILLY";"57449";"";"A7890400";"RUISSEAU DE VALLIERES";"FRCR371";"940232";"6893679";"47,4";"kg/j DBO5";"CNE DE MARSILLY";"CNE DE MARSILLY";"";
"025774901911";"15/12/2008";"15/12/2008";"";"VOELFLING-LES-BOUZONVILLE";"VOELFLING-LES-BOUZONVILLE";"57749";"";"A9960300";"IHNERBACH";"FRCR464";"962879";"6916478";"";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"SI AMENAGEMENT ASS VALLEE DUMBACH";"22/09/2005";
"025720500158";"15/01/1986";"15/01/1986";"";"FALCK";"FALCK";"57205";"";"A9610400";"BISTEN";"FRCR458";"964655";"6910363";"319,98";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"SIA DE DALEM FALCK HARGARTEN";"";
"025719200156";"19/04/1976";"19/04/1976";"26/02/2008";"ENCHENBERG";"ENCHENBERG";"57192";"RIVIERE LE SCHWALBACH";"A934022A";"SCHWALBACH";"FRCR446";"1017377";"6888183";"120";"kg/j DBO5";"SM DU BASSIN VERSANT DE LA SCHWALB";"SM DU BASSIN VERSANT DE LA SCHWALB";"";
"025763600260";"01/01/1972";"01/01/1972";"30/05/2002";"SCHMITTWILLER";"SCHMITTVILLER";"57636";"RUISSEAU LE TIEFGRABEN";"A926059C";"TIEFGRABEN";"FRCR443";"1005224";"6886573";"12";"kg/j DBO5";"CNE DE SCHMITTVILLER";"SIA DU BASSIN VERSANT DU VAL D'ACHEN";"";
"025206301304";"01/10/1998";"01/10/1998";"";"BOURG-SAINTE-MARIE";"BOURG-SAINTE-MARIE";"52063";"";"B0210000";"MEUSE 1";"FRB1R470";"890053";"6789865";"12,6";"kg/j DBO5";"CNE DE BOURG-SAINTE-MARIE";"CNE DE BOURG-SAINTE-MARIE";"";
"025525202463";"16/04/2013";"16/04/2013";"";"IRE-LE-SEC";"IRE-LE-SEC";"55252";"";"B440040";"CHABOT";"FRB1R553";"872839";"6933734";"14";"kg/j DBO5";"CC DU PAYS DE MONTMEDY";"CC DU PAYS DE MONTMEDY";"";
"025251701091";"24/09/1998";"24/09/1979";"01/01/2008";"VESAIGNES-SOUS-LAFAUCHE";"VESAIGNES-SOUS-LAFAUCHE";"52517";"";"";"";"";"880956";"6800919";"9";"kg/j DBO5";"COMMUNE DE VESAIGNES-SOUS-LAFAUCHE";"COMMUNE DE VESAIGNES-SOUS-LAFAUCHE";"";
"025748300225";"01/04/1975";"01/04/1975";"30/09/2001";"MORHANGE";"MORHANGE";"57483";"";"";"SEILLE 2";"FRCR333";"967042";"6874673";"498";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE MORHANGE";"";
"028808201224";"01/07/1994";"01/07/1994";"";"CELLES-SUR-PLAINE";"CELLES-SUR-PLAINE";"88082";"";"A6220200";"PLAINE 2";"FRCR297";"990470";"6822968";"90";"kg/j DBO5";"CNE DE CELLES-SUR-PLAINE";"CNE DE CELLES-SUR-PLAINE";"";
"025737300200";"01/12/1986";"01/12/1986";"01/10/2008";"LACHAMBRE";"LACHAMBRE";"57373";"";"A9800580";"NIED ALLEMANDE 1";"FRCR459";"973546";"6892685";"29,58";"kg/j DBO5";"SIA DES TROIS VALLEES";"SIA DES TROIS VALLEES";"";
"025725201314";"01/11/2001";"01/11/2001";"";"GOMELANGE";"GOMELANGE";"57252";"";"A9910120";"NIED REUNIE 1";"FRCR418";"952759";"6908300";"94,5";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"CC DU PAYS BOULAGEOIS";"";
"025715500201";"01/01/2007";"01/01/1992";"";"LANDONVILLERS";"COURCELLES-CHAUSSY";"57155";"";"A9740120";"NIED FRANCAISE 2";"FRCR417";"947069";"6897496";"26,4";"kg/j DBO5";"CNE DE COURCELLES-CHAUSSY";"CNE DE COURCELLES-CHAUSSY";"17/03/2005";
"025711000134";"03/02/1970";"03/02/1970";"01/01/2003";"BRETTNACH";"BRETTNACH";"57110";"RUISSEAU LE LESCHBACH";"A994041A";"OHLIGBACH";"FRCR466";"958857";"6912253";"30";"kg/j DBO5";"STE DES EAUX DE L'EST";"CNE DE BRETTNACH";"";
"025724000167";"01/09/1978";"01/09/1978";"10/08/2004";"FREYMING-MERLEBACH";"FREYMING-MERLEBACH";"57240";"RUISSEAU LA ROSSELLE";"A951020A";"ROSSELLE 3";"FRCR457";"978674";"6900521";"2604";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CC DE FREYMING-MERLEBACH";"";
"025518400100";"01/01/1978";"01/01/1978";"30/06/2014";"EUVILLE";"EUVILLE";"55184";"";"B2130300";"FAUX";"FRB1R508";"892715";"6853806";"90";"kg/j DBO5";"CNE D'EUVILLE";"CNE D'EUVILLE";"";
"020808102285";"30/11/2012";"30/11/2012";"";"BOGNY-SUR-MEUSE_BRAUX";"BOGNY-SUR-MEUSE";"8081";"";"B5620000";"MEUSE 8";"FRB1R477";"827805";"6973055";"89";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE BOGNY-SUR-MEUSE";"08/12/2011";
"020834101327";"01/06/2013";"01/02/2001";"";"POIX-TERRON";"POIX-TERRON";"8341";"";"B5310200";"VENCE";"FRB1R578";"819077";"6952125";"47,22";"kg/j DBO5";"CNE DE POIX-TERRON";"CNE DE POIX-TERRON";"22/03/1999";
"025213301899";"01/01/2008";"01/01/2008";"01/01/2008";"CLINCHAMP";"CLINCHAMP";"52133";"";"F5130100";"LA MARNE";"FRHR106A";"882379";"6791190";"9,6";"kg/j DBO5";"COMMUNE DE CLINCHAMP";"COMMUNE DE CLINCHAMP";"";
"026710601211";"30/08/1999";"30/08/1999";"";"DRUSENHEIM";"DRUSENHEIM";"67106";"";"A3530200";"RHIN 3";"FRCR3";"1064272";"6860303";"1039,5";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SIA DU CENTRE RIED";"15/10/1996";
"026718500326";"01/01/1981";"01/01/1981";"";"HATTMATT";"HATTMATT";"67185";"";"A34-0210";"ZINSEL DU SUD 2";"FRCR181";"1025316";"6863280";"210";"kg/j DBO5";"LYONNAISE DES EAUX";"SIA LA ZINSEL DU SUD";"";
"028846701288";"27/06/2000";"01/01/1989";"";"THIEFOSSE";"THIEFOSSE";"88467";"";"A4140200";"MOSELOTTE 2";"FRCR223";"977768";"6770436";"12";"kg/j DBO5";"CNE DE THIEFOSSE";"CNE DE THIEFOSSE";"";
"025432700071";"01/08/1990";"01/08/1990";"31/10/2010";"LUCEY";"LUCEY";"54327";"";"A5830340";"LONGEAU (AFFL. TERROUIN)";"FRCR276";"909574";"6850778";"6";"kg/j DBO5";"CC DU TOULOIS";"CC DU TOULOIS";"06/11/2009";
"025458702415";"01/02/2014";"01/02/2014";"";"VITREY";"VITREY";"54587";"";"A5410400";"BRENON";"FRCR267";"925417";"6825277";"25";"kg/j DBO5";"CNE DE VITREY";"CNE DE VITREY";"30/03/2012";
"025717100150";"01/01/1977";"01/01/1977";"10/12/2006";"DELME";"DELME";"57171";"RUISSEAU DE ST-JEAN";"A780030A";"RUISSEAU DE ST-JEAN (AFFL. SEILLE)";"FRCR362";"948490";"6870261";"96";"kg/j DBO5";"CNE DE DELME";"CNE DE DELME";"";
"025458102334";"30/10/2012";"30/10/2012";"";"VILLE-SUR-YRON";"VILLE-SUR-YRON";"54581";"";"A8120200";"YRON";"FRCR382";"909372";"6895490";"21";"kg/j DBO5";"CNE DE VILLE-SUR-YRON";"CNE DE VILLE-SUR-YRON";"18/11/2011";
"025727501478";"30/06/2004";"30/06/2004";"";"GUESSLING-HEMERING";"GUESSLING-HEMERING";"57275";"";"A9820940";"NIED ALLEMANDE 1";"FRCR459";"969821";"6888165";"193,62";"kg/j DBO5";"CC DU CENTRE MOSELLAN";"CC DU CENTRE MOSELLAN";"01/02/2007";
"025735500193";"01/01/1973";"01/01/1973";"15/05/2002";"KALHAUSEN (ANCIENNE)";"KALHAUSEN";"57355";"RUISSEAU D'ACHEN";"A930032C";"RUISSEAU D'ACHEN";"FRCR447";"1003520";"6888941";"54";"kg/j DBO5";"SIA DU BASSIN VERSANT DU VAL D'ACHEN";"SIA DU BASSIN VERSANT DU VAL D'ACHEN";"";
"025763101489";"30/11/2003";"30/11/2003";"";"SARREGUEMINES";"SARREGUEMINES";"57631";"";"A9410100";"SARRE 4";"FRCR414";"995057";"6899440";"4140";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CA SARREGUEMINES CONFLUENCES";"01/04/2009";
"028818302279";"01/10/2012";"01/10/2012";"";"FREBECOURT";"FREBECOURT";"88183";"";"B1100000";"MEUSE 3";"FRB1R472";"897758";"6813958";"17";"kg/j DBO5";"CNE DE FREBECOURT";"CNE DE FREBECOURT";"10/05/2011";
