Numouvep,Nomouvep,Numineco,Coola2ex,Coola2ey,Coola2ez,Codhyd,Libcodhyd,Numnat,Codeurme,Nommasea,Datmises,Datfer,Datautre,Datcnfac,Nomcom,Coddep,Libdep,Codmilsu,Libmilsu,Valcapst,Valcapconstructeur,Unicapst,Codpar,Maitre Ouvrage,Exploitant,Coola2ex Rjet,Coola2ey Rjet,Type Ouvrage,Cap Traitmt Reglmt,Debit Reference,Debit Moy Jour,Debit Horair Pointe,Code Hydro
2460,LORRY-MARDIGNY ,57416,926454,6880445,,A7850730,RU DES CRUX,25741602460,FRCR335,SEILLE 4,5/1/13,,3/22/13,,LORRY-MARDIGNY,57,MOSELLE,A7850730,Ru des Crux,55,54,kg/j DBO5,86,,,926670,6880523,Filtres plantés de Roseaux,800,360,180,15,
3596,XOUSSE ,54600,973476,6846242,,A6810760,RUISSEAU DES GRANDES MEISSES,25460003596,FRCR320,SANON 1,12/1/21,,,,XOUSSE,54,MEURTHE-ET-MOSELLE,A6810760,Ruisseau des Grandes Meisses,,7,kg/j DBO5,86,COMMUNE DE WOIPPY,COMMUNE DE WOIPPY,973579,6846269,Filtres plantés de Roseaux,,,22,,
2232,DOLVING ,57180,994915,6860245,,A9040380,RUISSEAU LE LANDBACH,25718002232,FRCR424,LANDBACH,7/1/13,,6/1/11,,DOLVING,57,MOSELLE,A9040380,Ruisseau le Landbach,26,24,kg/j DBO5,86,,,994771,6860186,Lagunage Naturel,400,137,88,11,
3474,MOYEN ,54393,962936,6826270,,A6730120,LA MORTAGNE,25439303474,FRCR289,MORTAGNE 3,12/2/19,,3/15/21,,MOYEN,54,MEURTHE-ET-MOSELLE,A6--0120,La Mortagne,,,kg/j DBO5,86,,OK SION,962982,6826136,Filtres plantés de Roseaux,497,306,,,
2412,LA BESACE ,8063,842293,6941742,,B3220710,RUISSEAU GODET,20806302412,FRB1R540,RUISSEAU DE YONCQ,9/1/13,,9/1/13,,BESACE (LA),8,ARDENNES,B3220710,Ruisseau Godet,8,7,kg/j DBO5,86,NOACK MAEVA,NOACK MAEVA,842293,6941742,Lagunage Naturel,110,47,32,3.9,
818,VILLEY-SAINT-ETIENNE ,54584,918868,6851977,,A5750060,LA MOSELLE,25458400818,FRCR212,MOSELLE 5,1/1/94,,,,VILLEY-SAINT-ETIENNE,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,73.8,73,kg/j DBO5,86,,,,,Lagunage Naturel,,,370,20,
2626,SAINT-REMY-AUX-BOIS ,54487,950780,6818270,,A5020580,RUISSEAU DE VILLER,25448702626,FRCR250,EURON,8/1/17,,3/1/16,,SAINT-REMY-AUX-BOIS,54,MEURTHE-ET-MOSELLE,A5020580,Ruisseau de Viller,7,4,kg/j DBO5,86,COMMUNE DE LANGATTE,COMMUNE DE LANGATTE,950780,6818310,Filtres plantés de Roseaux,74,49,29.2,2.4,
227,MOYENVIC ,57490,961301,6859441,,A7580100,RIVIERE LA SEILLE,25749000227,FRCR333,SEILLE 2,1/1/85,,,,MOYENVIC,57,MOSELLE,A7--0100,La Seille,28.2,28.2,kg/j DBO5,86,CC DU TERRITOIRE  DE FRESNES EN WOEVRE,CC DU TERRITOIRE  DE FRESNES EN WOEVRE,961296,6859400,Lagunage Naturel,,,61,8,
1405,VARANGEVILLE ,54549,942669,6843335,,A6920100,RIVIERE LA MEURTHE,25454901405,FRCR282,MEURTHE 6,10/1/02,,5/28/03,,VARANGEVILLE,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,690,750,kg/j DBO5,86,,,941951,6842476,Boues Activées - traitement Azote - traitement Phosphore,12500,5625,2803,350,
1968,BAN-SUR-MEURTHE-CLEFCY ,88106,995034,6794791,,A6000100,RIVIERE LA MEURTHE,28810601968,FRCR277,MEURTHE 1,11/9/09,,2/26/02,,BAN-SUR-MEURTHE-CLEFCY,88,VOSGES,A6--0100,La Meurthe,518,360,kg/j DBO5,86,,,995013,6794576,Boues Activées - traitement Azote - traitement Phosphore,6000,3600,1510,63,
125,BERTRANGE ,57067,931430,6917543,,A850047A,RUISSEAU LA SEE,25706700125,FRCR399,SEE,1/1/68,6/26/02,,1/1/92,BERTRANGE,57,MOSELLE,A8500470,Ruisseau la See,63,,kg/j DBO5,86,EURO CAR,COMMUNE DE ROZEROTTE,,,Boues Activées,,,250,31,A8500470
810,MOUZON ,8311,849461,6947933,,B321000B,RIVIERE LA MEUSE,20831100810,FRB1R475,MEUSE 6,1/1/69,12/31/03,,,MOUZON,8,ARDENNES,B---0000,La Meuse,66,,kg/j DBO5,86,,,,,Disques Biologiques,,,328,41,B3210000
71,LUCEY ,54327,909574,6850778,,A5830340,RUISSEAU DU BOIS DE ST GENGOULT,25432700071,FRCR276,LONGEAU (AFFL. TERROUIN),8/1/90,10/31/10,11/6/09,,LUCEY,54,MEURTHE-ET-MOSELLE,A5830340,Ruisseau de Bois de StGengoult,6,6,kg/j DBO5,86,CREPISSAGE SCHNEIDER,CREPISSAGE SCHNEIDER,909779,6850776,Lagunage Naturel,750,406,15,,
236,PHALSBOURG SUD ,57540,1012018,6859641,,A340020A,RIVIERE LA ZORN,25754000236,FRCR175,ZORN 2,1/1/74,6/26/04,,,PHALSBOURG,57,MOSELLE,A34-0200,La Zorn,240,240,kg/j DBO5,86,SYND DES COMMUNES DU PAYS DE BITCHE,,1012028,6859650,Boues Activées,,,696,87,A3400200
3606,BASSING ,57053,978683,6869587,,,Fossé puis Ruisseau du Moulin,25705303606,,,11/1/20,,,,BASSING,57,MOSELLE,,,,,kg/j DBO5,86,COMMUNE DE POULIERES (LES),COMMUNE DE POULIERES (LES),987720,6869600,Filtres plantés de Roseaux,,,36.5,3.6,
447,MOOSCH ,68217,1003568,6757837,,A1430200,RIVIERE LA THUR,26821700447,FRCR709,THUR 3,1/1/85,,11/8/04,7/7/05,MOOSCH,68,HAUT-RHIN,A14-0200,La Thur,992.22,1170,kg/j DBO5,86,SARL BULLES DE JEUX,,1003532,6757801,Boues Activées - traitement Azote - traitement Phosphore,15000,1989,2430,304,
449,LE MARKSTEIN ,68247,1000970,6766208,,,Jungfrauenruntz,26824700449,FRCR77,LAUCH 1,1/1/79,11/1/16,,,ODEREN,68,HAUT-RHIN,,,120,,kg/j DBO5,86,ASSOC GESTION ETS PAPILLONS BLANCS,,,,Physico-chimique,,,372,47,
1625,CHAVANNES-SUR-L'ETANG ,68065,1001769,6733633,,,La Loutre,26806501625,,,6/30/04,,7/9/04,,CHAVANNES-SUR-L'ETANG,68,HAUT-RHIN,,,36,36,kg/j DBO5,86,,,1001724,6733601,Filtres plantés de Roseaux,600,400,400,27.5,
2479,MAGNY ,68196,1003894,6730723,,,la Suarcine (hors AERM),26819602479,FRDR20001,RUISSEAU LA SUARCINE,7/2/13,,3/7/12,,MAGNY,68,HAUT-RHIN,,,26,24,kg/j DBO5,86,,,1003789,6730789,Filtres plantés de Roseaux,420,180,88,7.3,
295,BISCHWILLER ,67046,1058291,6862397,,A331010A,RIVIERE LA MODER,26704600295,FRCR155,MODER 4,1/1/71,8/31/99,,,BISCHWILLER,67,BAS-RHIN,A3--0100,La Moder,612,,kg/j DBO5,86,CABINET SOINS INFIRMIERS NEMMOUL-NECHADI,CABINET SOINS INFIRMIERS NEMMOUL-NECHADI,,,,,,1232,154,A3310100
312,FEGERSHEIM ,67137,1046639,6832090,,A2570200,RIVIERE L'ANDLAU,26713700312,FRCR126,ANDLAU 2,1/1/80,,,,FEGERSHEIM,67,BAS-RHIN,A25-0200,L'Andlau,1014,1014,kg/j DBO5,86,EARL LA FERME DE PEGASE,,1046786,6832077,Boues Activées,,,4544,568,
1487,RHINAU ,67397,1048883,6813185,,A0500000,LE RHIN,26739701487,FRCR34,BRUNNWASSER,12/2/03,,2/6/02,,RHINAU,67,BAS-RHIN,A---0000,Le Rhin,394.74,360,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1048936,6813140,Boues Activées - traitement Azote,6000,1800,1800,120,
1239,SCHOENAU ,67486,1045143,6803415,,A0400012,GRAND CANAL D'ALSACE GRAND CANAL D'ALSACE,26748601239,FRCR2,RHIN 2,12/1/99,8/30/11,12/22/98,,SUNDHOUSE,67,BAS-RHIN,A---0012,Canal d'Alsace (Grand),180,180,kg/j DBO5,86,VIASRAC,,1046039,6802553,Filtres plantés de Roseaux,3000,1270,550,61,
2408,WEYERSHEIM ,67529,1055175,6856290,,A3490200,RIVIERE LA ZORN,26752902408,FRCR179,ZORN 6,9/3/14,,10/30/12,,WEYERSHEIM,67,BAS-RHIN,A34-0200,La Zorn,1388,1800,kg/j DBO5,86,SCEA FERME AUX LACS,LINSIG CAROLE,1055113,6856216,Boues Activées - traitement Azote - traitement Phosphore,30000,15255,6705,432,
417,BEBLENHEIM ,68023,1022669,6793055,,,Lauenbach,26802300417,FRCR87,FECHT 4,5/1/72,,9/29/04,4/30/06,BEBLENHEIM,68,HAUT-RHIN,,,2295,3168,kg/j DBO5,86,,,1022707,6793084,Boues Activées - traitement Azote - traitement Phosphore,52800,4400,1843,156,
420,BIESHEIM ,68036,1039233,6781373,,A033020J,RUISSEAU DU MUHLBACH DE LA HARDT,26803600420,,,1/1/77,11/15/05,,,BIESHEIM,68,HAUT-RHIN,A03-0202,Le Muhlbach de la Hardt,192,,kg/j DBO5,86,OGEC ETABL ENSEIGN SECONDAIRE ASSOMPTION,OGEC ETABL ENSEIGN SECONDAIRE ASSOMPTION,,,Disques Biologiques,,,1264,158,A0330202
421,BISCHWIHR ,68038,1030225,6786870,,A224046J,RIGOLE DE WIDENSOHLEN,26803800421,FRCR14,RIGOLE DE WIDENSOHLEN,1/1/74,2/28/00,,,BISCHWIHR,68,HAUT-RHIN,,,75,,kg/j DBO5,86,COLLEGE JACQUES MONOD,COLLEGE JACQUES MONOD,,,,,,160,20,A2240462
1903,EGUISHEIM ,68078,1023645,6779979,,A1560200,LA LAUCH,26807801903,FRCR78,LAUCH 3,6/9/08,,7/28/06,,EGUISHEIM,68,HAUT-RHIN,A15-0200,La Lauch,1660,1080,kg/j DBO5,86,ETS ROBERT WEHRLEN,,1024367,6780590,Boues Activées - traitement Azote - traitement Phosphore,23500,11376,5050,631,
448,NEUF-BRISACH ,68231,1036915,6778622,,A224046J,RIGOLE DE WIDENSOHLEN,26823100448,FRCR14,RIGOLE DE WIDENSOHLEN,11/1/80,10/25/05,,,NEUF-BRISACH,68,HAUT-RHIN,,,237,,kg/j DBO5,86,OGEC ETABL ENSEIGN SECONDAIRE ASSOMPTION,OGEC ETABL ENSEIGN SECONDAIRE ASSOMPTION,,,Boues Activées,,,1133,142,A2240462
1663,SIERENTZ ,68309,1034922,6739568,,A0300012,GRAND CANAL D'ALSACE,26830901663,FRCR5,GRAND CANAL D'ALSACE - BIEF DE KEMBS A NEUF-BRISACH,7/1/05,,3/15/04,,SIERENTZ,68,HAUT-RHIN,A---0012,Canal d'Alsace (Grand),945,780,kg/j DBO5,86,,EST INDUSTRIES,1038414,6740652,Boues Activées - traitement Azote - traitement Phosphore,13000,5460,4260,533,
1216,WITTELSHEIM ,68375,1019649,6755193,,A1460200,LA THUR,26837501216,FRCR64,DOLLERBAECHLEIN,1/1/75,,4/4/96,11/1/97,WITTELSHEIM,68,HAUT-RHIN,A14-0200,La Thur,1155.6,1260,kg/j DBO5,86,LA POUPONNIERE,,1019323,6756272,Boues Activées - traitement Azote - traitement Phosphore,21000,8400,8025,1003,
1232,VILLE ,67317,1022686,6809937,,A2310200,RIVIERE LE GIESSEN,26731701232,FRCR112,GIESSEN 1,1/1/00,,12/31/98,,NEUBOIS,67,BAS-RHIN,A23-0200,Le Giessen,1038,750,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1022829,6809846,Boues Activées - traitement Azote - traitement Phosphore,12500,,3942,493,
308,EBERSHEIM ,67115,1034244,6810647,,A236040J,RUISSEAU L'AUBACH,26711500308,FRCR21,ILL 6,1/1/76,8/19/03,,,EBERSHEIM,67,BAS-RHIN,A2360402,Ruisseau l'Aubach,186,,kg/j DBO5,86,EARL DE COLIMONT OUEST,,,,Boues Activées,,,560,70,A2360402
391,SELESTAT ,67462,1033422,6806382,,A227003A,RIVIERE L'ILL,26746200391,FRCR21,ILL 6,1/1/87,9/1/03,,,SELESTAT,67,BAS-RHIN,A---0030,L'Ill,2466.96,,kg/j DBO5,86,EARL DE COLIMONT OUEST,EARL MICHEL HEYBERGER,,,Boues Activées - traitement Azote,,,8000,1000,A2270030
2533,ANOUX ,54018,908762,6911922,,A8220780,RUISSEAU DES SEPT CHEVAUX,25401802533,FRCR391,RAWE,2/1/14,,2/28/11,,ANOUX,54,MEURTHE-ET-MOSELLE,A8220780,Ruisseau des Sept Chevaux,22,20,kg/j DBO5,86,,,908726,6911815,Filtres plantés de Roseaux,330,114,74,6.2,
2538,LES BAROCHES ,54048,910565,6907115,,,RUISSEAU DE L ETANG,25404802538,FRCR391,RAWE,12/1/15,,2/10/12,,BAROCHES (LES),54,MEURTHE-ET-MOSELLE,,,17,17,kg/j DBO5,86,,,910376,6906991,Filtres plantés de Roseaux,280,157,52,5.4,
48,BRIEY ,54099,914619,6908459,,A832020A,RUISSEAU LE WOIGOT,25409900048,FRCR394,WOIGOT 2,1/1/75,7/29/03,,,VAL DE BRIEY,54,MEURTHE-ET-MOSELLE,A83-0200,Le Woigot,531,531,kg/j DBO5,86,SARL INTRI DEPAN',,,,Boues Activées,,,1280,160,A8320200
2080,GONDRECOURT-AIX ,54231,901139,6908830,,B4300200,RIVIERE L'OTHAIN,25423102080,FRB1R550,OTHAIN 1,8/1/10,,8/1/10,,GONDRECOURT-AIX,54,MEURTHE-ET-MOSELLE,B43-0200,L'Othain,10,9,kg/j DBO5,86,,,901074,6908776,Filtres plantés de Roseaux,200,90,90,4,
64,JARNY ,54273,910339,6900355,,A820010C,RIVIERE L'ORNE,25427300064,,,1/1/77,1/31/03,,,JARNY,54,MEURTHE-ET-MOSELLE,A8--0100,L'Orne,1200,,kg/j DBO5,86,COMMUNE DE RAON-LES-LEAU,,,,Lit Bactérien,,,4234,441,A8200100
3610,OLLEY ,54408,901503,6899184,,,Ruisseau de OLLEY,25440803610,,,12/17/20,,,,OLLEY,54,MEURTHE-ET-MOSELLE,,,,18,kg/j DBO5,86,COMMUNE DE COINCY,COMMUNE DE COINCY,901520,6899077,Filtres plantés de Roseaux,,,62,,
80,PIENNES ,54425,902023,6916257,,B4110300,RUISSEAU LA PIENNE,25442500080,FRB1R700,PIENNE,1/1/75,,,,PIENNES,54,MEURTHE-ET-MOSELLE,B4110300,Ruisseau la Pienne,330,330,kg/j DBO5,86,,,,,Boues Activées,,,698,87,
90,TELLANCOURT ,54514,890990,6936999,,,INFILTRATION,25451400090,FRB1R541,CHIERS 1,1/1/67,7/9/14,,,TELLANCOURT,54,MEURTHE-ET-MOSELLE,,,51,,kg/j DBO5,86,,,,,Boues Activées,,,152,19,
2497,ARRANCY-SUR-CRUSNES ,55013,893266,6926978,,B4130390,RUISSEAU DES EURANTES,25501302497,FRB1R547,CRUSNES 2,10/30/14,,12/18/13,,ARRANCY-SUR-CRUSNES,55,MEUSE,B4130390,Ruisseau des Eurantes,35,37,kg/j DBO5,86,COMMUNE D'AUENHEIM,COMMUNE D'AUENHEIM,893402,6926979,Filtres plantés de Roseaux,625,273,115,9.8,
1978,BOULIGNY-AMERMONT ,55063,899542,6912630,,B4300530,RUISSEAU DE MAXIERE,25506301978,FRB1R550,OTHAIN 1,3/30/10,,6/23/08,,BOULIGNY,55,MEUSE,B4300530,Ruisseau de Maxiere,32,37,kg/j DBO5,86,,,899451,6912603,Filtres plantés de Roseaux,620,,106,13.2,
2213,LACHAUSSEE ,55267,906563,6886227,,A8100200,L'YRON,25526702213,FRCR382,YRON,4/1/12,,6/24/11,,LACHAUSSEE,55,MEUSE,A81-0200,L'Yron,20,10,kg/j DBO5,86,COMMUNE DE BEUVEZIN,COMMUNE DE BEUVEZIN,905099,6882177,Bassin d'Infiltration,170,144,77,6.4,
106,ROUVRES-EN-WOEVRE ,55443,896151,6906141,,A805010A,RIVIERE L'ORNE,25544300106,FRCR380,ORNE 1,1/1/80,12/31/01,,,ROUVRES-EN-WOEVRE,55,MEUSE,A8--0100,L'Orne,24,24,kg/j DBO5,86,COMMUNE DE KIENTZHEIM,COMMUNE DE KIENTZHEIM,,,Boues Activées,,,70,6,A8050100
2607,SPINCOURT ,55500,893231,6918091,,B4320410,RUISSEAU DU PUGET,25550002607,FRB1R550,OTHAIN 1,11/1/16,,,,SPINCOURT,55,MEUSE,B4320410,Ruisseau du Puget,51,43,kg/j DBO5,86,,,893122,6918037,Filtres plantés de Roseaux,,,117,,
1247,VALLEE DE L'ORNE ,57582,930326,6912701,,A8440100,RIVIERE L'ORNE,25758201247,FRCR381,ORNE 2,9/20/99,,1/21/98,,RICHEMONT,57,MOSELLE,A8--0100,L'Orne,3807,4200,kg/j DBO5,86,,COMMUNE DE BAIRON ET SES ENVIRONS,930263,6912818,Boues Activées - traitement Azote - traitement Phosphore,70000,15200,20224,2528,
295,BISCHWILLER ,67046,1058291,6862397,,A331010A,RIVIERE LA MODER,26704600295,FRCR155,MODER 4,1/1/71,8/31/99,,,BISCHWILLER,67,BAS-RHIN,A3--0100,La Moder,612,,kg/j DBO5,86,CABINET SOINS INFIRMIERS NEMMOUL-NECHADI,CABINET SOINS INFIRMIERS NEMMOUL-NECHADI,,,,,,1232,154,A3310100
322,MARIENTHAL ,67180,1054275,6863796,,A3310530,RUISSEAU LE ROTHBACH,26718000322,FRCR155,MODER 4,1/1/76,,2/1/11,12/1/13,HAGUENAU,67,BAS-RHIN,A3310530,Ruisseau le Rothbach,261,261,kg/j DBO5,86,,,1054296,6863620,Boues Activées - traitement Azote - traitement Phosphore,4350,1280,1280,160,
2258,MIETESHEIM ,67292,1042027,6874250,,A3260200,RIVIERE LA ZINSEL DU NORD,26729202258,FRCR166,ZINSEL DU NORD 3,6/18/13,,8/23/11,,MIETESHEIM,67,BAS-RHIN,A32-0200,La Zinsel du Nord,794,660,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1042218,6874269,Boues Activées - traitement Azote - traitement Phosphore,11000,7250,3300,228,
761,PFAFFENHOFFEN ,67372,1040464,6870643,,A3150100,RIVIERE LA MODER,26737200761,FRCR154,MODER 3,1/1/94,,9/25/95,,VAL-DE-MODER,67,BAS-RHIN,A3--0100,La Moder,874.98,660,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1040484,6870708,Boues Activées - traitement Azote - traitement Phosphore,11000,,3904,488,
409,WIMMENAU ,67535,1025697,6876039,,A3110100,RIVIERE LA MODER,26753500409,FRCR152,MODER 1,12/1/80,,,,WIMMENAU,67,BAS-RHIN,A3--0100,La Moder,345,,kg/j DBO5,86,SELARL DOCTEUR LILIANE HERMANN,LINSIG CAROLE,1025659,6875987,Boues Activées - traitement Azote - traitement Phosphore,,,838,105,
2618,AMBACOURT ,88006,933016,6809661,,A5290100,LE MADON,28800602618,FRCR249,MADON 4,7/1/17,,10/26/15,,AMBACOURT,88,VOSGES,A5--0100,Le Madon,30,21,kg/j DBO5,86,,,932806,6809798,Filtres plantés de Roseaux,,,106,10.6,
3364,BULGNEVILLE ,88079,909308,6793763,,,,28807903364,,,10/1/17,,,,BULGNEVILLE,88,VOSGES,,,,150,kg/j DBO5,86,SCE TECHNIQUE EGLISES PROTESTANTES,,909346,6793626,Boues Activées - traitement Azote - traitement Phosphore,,,324,50,
2410,CHARMES ,88090,942777,6814226,,A4720060,LA MOSELLE,28809002410,FRCR211,MOSELLE 4,3/3/14,,11/30/10,,CHARMES,88,VOSGES,A---0060,La Moselle,605,499,kg/j DBO5,86,,LE DRAGON DE L EST,942353,6814380,Boues Activées - traitement Azote,5833,3000,970,120,
2426,CIRCOURT ,88103,943568,6800115,,A5250300,RUISSEAU LE ROBERT,28810302426,FRCR256,ROBERT,4/1/15,,1/7/13,,CIRCOURT,88,VOSGES,A5250300,Ruisseau le Robert,10,7,kg/j DBO5,86,,,943521,6800081,Filtres plantés de Roseaux,150,66,34,2.8,
2428,GENDREVILLE ,88195,902039,6796442,,B1080210,RIVIERE L'ANGER,28819502428,FRB1R487,ANGER,3/1/14,,,,GENDREVILLE,88,VOSGES,B10-0210,L'Anger,7,7,kg/j DBO5,86,FONDATION ST MARC SOEUR ST JOSEPH,FONDATION ST MARC SOEUR ST JOSEPH,901876,6796361,Filtres plantés de Roseaux,,,26,2.1,
2565,JUVAINCOURT ,88257,926845,6808350,,A5280530,RUISSEAU DE JUVAINCOURT,28825702565,FRCR260,RUISSEAU DES PIERRES,12/15/15,,11/13/12,,JUVAINCOURT,88,VOSGES,A5280530,Ruisseau de Juvaincourt,13,13,kg/j DBO5,86,,,926651,6808067,Filtres plantés de Roseaux,220,98,44,3.7,
3492,MARTIGNY-LES-BAINS ,88289,909558,6781739,,B1000200,LE MOUZON,28828903492,FRB1R485,MOUZON 1,5/1/20,,,,MARTIGNY-LES-BAINS,88,VOSGES,B10-0200,Le Mouzon,59,90,kg/j DBO5,86,ATES BIROL,ATES BIROL,,,Boues Activées - traitement Azote - traitement Phosphore,,,,,
2437,NEUVEVILLE-SS-MONTFORT ,88325,924410,6795950,,A5260360,RUISSEAU LA SAULE,28832502437,FRCR258,SAULE,9/15/14,,10/1/11,,NEUVEVILLE-SOUS-MONTFORT (LA),88,VOSGES,A5260360,Ruisseau la Saule,14,13,kg/j DBO5,86,FAZZI ALDO,FAZZI ALDO,924492,6795815,Filtres plantés de Roseaux,210,92,45,3.8,
3557,SOCOURT ,88458,940700,6816354,,A4720490,RUISSEAU DE SOCOURT,28845803557,FRCR211,MOSELLE 4,3/1/20,,,,SOCOURT,88,VOSGES,A4720490,Ruisseau de Socourt,,18,kg/j DBO5,86,,,940742,6816329,Filtres plantés de Roseaux,,,,11.9,
3522,SURIAUVILLE ,88461,912601,6788802,,,Le ruisseau du haut des Fourches,28846103522,,,5/5/21,,,,SURIAUVILLE,88,VOSGES,,,,16,kg/j DBO5,86,BAKIR KEMAL,BAKIR KEMAL,912758,6788890,Filtres plantés de Roseaux,,,73,15,
146,CREHANGE ,57159,961066,6889544,,A9840200,RIVIERE LA NIED ALLEMANDE,25715900146,FRCR460,NIED ALLEMANDE 2,5/1/89,,11/14/08,11/5/02,CREHANGE,57,MOSELLE,A98-0200,La Nied Allemande,969.96,960,kg/j DBO5,86,SARL SELESTAT DEPANNAGE,SARL SELESTAT DEPANNAGE,961010,6889465,Boues Activées - traitement Azote - traitement Phosphore,16000,2300,3056,382,
1143,FAULQUEMONT AMONT ,57209,964332,6889099,,A9840200,RIVIERE LA NIED ALLEMANDE,25720901143,RCR459,NIED ALLEMANDE 1,10/10/98,,7/25/00,,FAULQUEMONT,57,MOSELLE,A98-0200,La Nied Allemande,408,,kg/j DBO5,86,SARL SELESTAT DEPANNAGE,SARL SELESTAT DEPANNAGE,964134,6889014,Boues Activées - traitement Azote - traitement Phosphore,6800,1490,1490,186,
182,HAM-SOUS-VARSBERG ,57288,966828,6904217,,A960020A,RIVIERE LA BISTEN,25728800182,FRCR458,BISTEN,1/1/68,3/6/07,,,HAM-SOUS-VARSBERG,57,MOSELLE,A96-0200,La Bisten,87,,kg/j DBO5,86,J'ARRIVE,J'ARRIVE,,,Boues Activées,,,122,15,A9600200
195,KERBACH ,57360,989737,6902484,,A9410320,RUISSEAU DE LIXING,25736000195,FRCR454,RUISSEAU DE LIXING,7/16/83,,8/22/03,2/1/05,KERBACH,57,MOSELLE,A9410320,Ruisseau de Lixing,1032,1380,kg/j DBO5,86,TRANSPORTS FRICK SARL,CC DE LA SOMMERAU,992060,6901903,Boues Activées - traitement Azote - traitement Phosphore,22000,9720,4920,405,
1816,MERTEN ,57460,967833,6911478,,A9610400,RUISSEAU LE GROSSBACH,25746001816,FRCR458,BISTEN,10/2/08,,4/21/05,,MERTEN,57,MOSELLE,A9610400,Ruisseau le Grossbach,210,210,kg/j DBO5,86,,,967868,6911448,Boues Activées - traitement Azote,4450,1780,860,108,
240,PORCELETTE ,57550,967146,6902149,,A960082A,RUISSEAU DE DIESEN,25755000240,FRCR458,BISTEN,12/1/68,3/30/07,,1/1/90,PORCELETTE,57,MOSELLE,A9600820,Ruisseau de Diesen,69,69,kg/j DBO5,86,J'ARRIVE,J'ARRIVE,967130,6902166,Boues Activées,,,115,14,A9600820
265,SAINT-AVOLD JEANNE D'ARC ,57606,974564,6901925,,A9510460,RUISSEAU LE MERLE,25760600265,FRCR456,ROSSELLE 2,1/1/62,,12/23/10,,SAINT-AVOLD,57,MOSELLE,A9510460,Ruisseau le Merle,240,170,kg/j DBO5,86,,,974516,6901951,Boues Activées - traitement Azote,2800,430,288,36,
1796,ARNAVILLE ,54022,922332,6882778,,A7350082,LA MOSELLE CANALISEE,25402201796,FRCR213,MOSELLE 6,2/8/07,,4/13/04,,ARNAVILLE,54,MEURTHE-ET-MOSELLE,A---0082,"La Moselle canalisee (troncon Sexey aux Forges , Neuves-Maisons",64.8,42,kg/j DBO5,86,COMMUNE DE REFFROY,COMMUNE DE REFFROY,922337,6882861,Filtres plantés de Roseaux,700,430,216,18,
2094,CHAMBLEY-BUSSIERES ,54112,912163,6886246,,A7400340,RUISSEAU DE GORZE,25411202094,FRCR351,RUISSEAU DE GORZE 1,10/1/10,,10/1/10,,CHAMBLEY-BUSSIERES,54,MEURTHE-ET-MOSELLE,A7400340,Ruisseau de Gorze,77,34,kg/j DBO5,86,COMMUNE DE BEUVEZIN,COMMUNE DE BEUVEZIN,912260,6886140,Bassin d'Infiltration,850,520,180,24,
2195,LIRONVILLE ,54317,913246,6867374,,A7120200,RUISSEAU D'ESCHE,25431702195,FRCR339,ESCHE 2,10/8/11,,7/27/10,,LIRONVILLE,54,MEURTHE-ET-MOSELLE,A71-0200,L'Esche,15,15,kg/j DBO5,86,COMMUNE DE VILLERS-LA-MONTAGNE,COMMUNE DE VILLERS-LA-MONTAGNE,913206,6867438,Filtres plantés de Roseaux,,42,16.1,3.7,
2388,MANDRES-AUX-QUATRE-TOURS ,54343,905568,6863239,,A7100550,ruisseau de Berupt,25434302388,FRCR338,ESCHE 1,4/1/14,,2/21/13,,MANDRES-AUX-QUATRE-TOURS,54,MEURTHE-ET-MOSELLE,A7100550,Ruisseau de Berupt,16,10,kg/j DBO5,86,COMMUNE DE LANEUVILLE-AU-RUPT,COMMUNE DE LANEUVILLE-AU-RUPT,905567,6863058,Filtres plantés de Roseaux,178,103,53,4.4,
901,VIEVILLE-EN-HAYE ,54564,914272,6875302,,A7210300,RUISSEAU DE TREY,25456400901,FRCR342,RUISSEAU DE TREY,1/15/98,,4/1/21,,VIEVILLE-EN-HAYE,54,MEURTHE-ET-MOSELLE,A7210300,Ruisseau de Trey,12,15,kg/j DBO5,86,COMMUNE DE SAINT-LOUIS,COMMUNE DE SAINT-LOUIS,,,Boues Activées,200,32,22,3,
1438,ST-JULIEN-SOUS-LES-COTES ,55460,892255,6860051,,B2130550,RUISSEAU DE BEQUILLON,25546001438,FRB1R472,MEUSE 3,10/15/02,,1/1/02,,SAINT-JULIEN-SOUS-LES-COTES,55,MEUSE,B2130550,Ruisseau de Bequillon,9,9,kg/j DBO5,86,COMMUNE DE LEYMEN,COMMUNE DE LEYMEN,892280,6860051,Filtres plantés de Roseaux,100,,12.5,1.5,
1756,RITZING ,57439,950638,6931543,,A8880300,RUISSEAU D'APACH,25758501756,FRCR409,RUISSEAU D'APACH,11/1/06,,7/22/04,,MANDEREN-RITZING,57,MOSELLE,A8880300,Ruisseau d'Apach,12,10.8,kg/j DBO5,86,,,950595,6931571,Filtres plantés de Roseaux,200,,40,3,
