Numouvep,Nomouvep,Numineco,Coola2ex,Coola2ey,Coola2ez,Codhyd,Libcodhyd,Numnat,Codeurme,Nommasea,Datmises,Datfer,Datautre,Datcnfac,Nomcom,Coddep,Libdep,Codmilsu,Libmilsu,Valcapst,Valcapconstructeur,Unicapst,Codpar,Maitre Ouvrage,Exploitant,Coola2ex Rjet,Coola2ey Rjet,Type Ouvrage,Cap Traitmt Reglmt,Debit Reference,Debit Moy Jour,Debit Horair Pointe,Code Hydro
155,ELZANGE ,57191,938850,6923109,,A8730200,RUISSEAU LE CANNER,25719100155,FRCR404,CANNER,1/1/76,12/31/17,,,ELZANGE,57,MOSELLE,A87-0200,La Canner,10.98,10.98,kg/j DBO5,86,SCHRECK ENERGIE SARL,SCHRECK ENERGIE SARL,938877,6923077,Décanteur,,,184,23,
87,SAULXURES-LES-VANNES ,54496,907848,6829070,,,Fossé vers Aroffe,25449600087,FRB1R504,AROFFE 2,5/1/90,,,,SAULXURES-LES-VANNES,54,MEURTHE-ET-MOSELLE,,,24,,kg/j DBO5,86,COMMUNE DE LIOCOURT,COMMUNE DE LIOCOURT,,,Bassin d'Infiltration,,,300,35,
2340,AUTREVILLE-SUR-MOSELLE ,54031,928176,6862904,,A7010060,LA MOSELLE,25403102340,FRCR213,MOSELLE 6,1/20/13,,12/1/11,,AUTREVILLE-SUR-MOSELLE,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,61,55,kg/j DBO5,86,,,928083,6862729,Filtres plantés de Roseaux,917,298,200,25,
104,MONTMEDY ,55351,871417,6937681,,B4400100,RIVIERE LA CHIERS,25535100104,FRB1R723,CHIERS 3,1/1/61,9/4/11,,,MONTMEDY,55,MEUSE,B4--0100,La Chiers,105,105,kg/j DBO5,86,ARTISANS COIFFEURS,ARTISANS COIFFEURS,,,Décanteur,,,288,36,
2591,FOULCREY ,57229,984566,6844213,,A6440650,RUISSEAU DE L'ETANG DE FOULCREY,25722902591,FRCR285,VEZOUZE 2,5/11/17,,9/8/15,,FOULCREY,57,MOSELLE,A6440650,Ruisseau de l'Etang de Foulcrey,13,12,kg/j DBO5,86,,,984517,6844288,Filtres plantés de Roseaux,200,85,44.7,3.6,
3360,BUDLING ,57118,943489,6921914,,A8730370,RUISSEAU LE BISBACH,25711803360,FRCR404,CANNER,12/1/17,,,,BUDLING,57,MOSELLE,A8730370,Ruisseau le Bisbach,13,,kg/j DBO5,86,SCHRECK ENERGIE SARL,SCHRECK ENERGIE SARL,943446,6921942,Filtres plantés de Roseaux,,,77,6.4,
83,POMPEY ,54430,928925,6855938,,A585006A,LA MOSELLE,25443000083,FRCR212,MOSELLE 5,1/1/69,12/31/05,,,POMPEY,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,63,63,kg/j DBO5,86,COMMUNE DE FEY,COMMUNE DE FEY,,,Boues Activées,,,136,17,A5850060
759,LANDAVILLE ,88259,902702,6802684,,B1090310,RUISSEAU LE BANI,28825900759,FRB1R489,BANI,1/1/94,,,,LANDAVILLE,88,VOSGES,B1090310,Ruisseau le Bani,19.98,,kg/j DBO5,86,PY GEROME,PY GEROME,,,Lagunage Naturel,,,55,7.5,
2507,GONDREXANGE ,57253,989774,6849999,,A9020600,RUISSEAU LE NEUF ETANG,25725302507,FRCR421,RUISSEAU DE GONDREXANGE,12/1/15,,6/27/13,,GONDREXANGE,57,MOSELLE,A9020600,Ruisseau le Neuf Etang,44,48,kg/j DBO5,86,,,989852,6849936,Filtres plantés de Roseaux,800,445,180,22,
1645,NEUFCHATEAU ,88321,899399,6811146,,B1100000,LA MEUSE,28832101645,FRB1R472,MEUSE 3,8/1/05,,,,NEUFCHATEAU,88,VOSGES,B---0000,La Meuse,922.56,1080,kg/j DBO5,86,KIRSCH PIERRE-JULIEN,KIRSCH PIERRE-JULIEN,899355,6811171,Boues Activées - traitement Azote - traitement Phosphore,,,3470,336,
86,ROSIERES-AUX-SALINES ,54462,945569,6838469,,A6770100,RIVIERE LA MEURTHE,25446200086,FRCR281,MEURTHE 5,2/1/86,,,,ROSIERES-AUX-SALINES,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,198,198,kg/j DBO5,86,,,945545,6838523,Boues Activées,,,293,98,
259,SARREINSMING ,57633,998838,6896045,,A9310100,RIVIERE LA SARRE,25763300259,FRCR413,SARRE 3,1/1/82,,6/8/93,,SARREINSMING,57,MOSELLE,A9--0100,La Sarre Blanche,276,276,kg/j DBO5,86,,,998797,6895977,Boues Activées,4600,650,880,110,
233,PELTRE ,57534,934858,6890693,,A787079A,RUISSEAU ST-PIERRE,25753400233,FRCR369,ST-PIERRE,10/1/68,11/17/03,,,PELTRE,57,MOSELLE,A7870790,Ruisseau St-Pierre,69,,kg/j DBO5,86,CC DE GAMBSHEIM KILSTETT,CC DE GAMBSHEIM KILSTETT,,,Boues Activées,,,115,14,A7870790
1951,HESTROFF ,57322,950178,6914246,,A9920300,RUISSEAU L'ANZELINGERBACH,25732201951,FRCR465,ANZELINGERBACH,11/7/11,,10/25/06,,HESTROFF,57,MOSELLE,A9920300,Ruisseau l'Anzelingerbach,260,240,kg/j DBO5,86,SM TRAIT ORD MEN SECT HAGUENAU SAVERNE,,950239,6914240,Boues Activées - traitement Azote - traitement Phosphore,4200,1080,650,81,
114,ALZING ,57016,958257,6914845,,A9940310,RUISSEAU OHLIGBACH,25701600114,FRCR466,OHLIGBACH,6/16/75,,,,ALZING,57,MOSELLE,A9940310,Ruisseau Ohligbach,36,36,kg/j DBO5,86,COMMUNE DE GRUYERES,,958243,6914804,Boues Activées,,,100,13,
309,WANGENBOURG ,67122,1018038,6845011,,A2800200,RIVIERE LA MOSSIG,26712200309,FRCR145,MOSSIG 1,1/1/83,,,,WANGENBOURG-ENGENTHAL,67,BAS-RHIN,A28-0200,La Mossig,144,144,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1018049,6844988,Boues Activées - traitement Phosphore,,,320,40,
2504,PFAFFENBRONN_LEMBACH ,67263,1053113,6887998,,A3610340,Ruisseau le schmelzbach,26726302504,FRCR201,SCHMELZBACH,6/12/15,1/1/21,,,LEMBACH,67,BAS-RHIN,A3610340,Ruisseau le Schmelzbach,35,27,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1053102,6888542,Boues Activées,,,90,11.3,
2046,CREVECHAMPS ,54144,940746,6830752,,A5110060,LA MOSELLE,25414402046,FRCR211,MOSELLE 4,6/1/10,,3/14/07,,CREVECHAMPS,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,30,24,kg/j DBO5,86,,,940807,6830791,Décanteur,400,,75,5,
2319,BIONCOURT ,57084,946551,6860666,,A7730100,LA SEILLE,25708402319,FRCR334,SEILLE 3,5/1/14,,3/1/12,,BIONCOURT,57,MOSELLE,A7--0100,La Seille,20,18,kg/j DBO5,86,COMMUNE DE SAINT-REMIMONT,COMMUNE DE SAINT-REMIMONT,946481,6860668,Filtres plantés de Roseaux,350,135,65,5.4,
2246,VIRMING ,57723,975166,6878140,,A9100390,RUISSEAU LE LENZBRONN,25772302246,FRCR432,ALBE 1,2/16/15,,8/28/12,,VIRMING,57,MOSELLE,A9100390,Ruisseau le Lenzbronn,19,18,kg/j DBO5,86,ECKER STEPHANE CHRISTOPHE,ECKER STEPHANE CHRISTOPHE,975281,6878165,Filtres plantés de Roseaux,300,111,72,9,
2155,PAGNY-LA-BLANCHE-COTE ,55397,901321,6830004,,B1320000,RIVIERE LA MEUSE,25539702155,FRB1R472,MEUSE 3,5/1/11,,2/10/10,,PAGNY-LA-BLANCHE-COTE,55,MEUSE,B---0000,La Meuse,14,12,kg/j DBO5,86,COMMUNE DE GEISWASSER,COMMUNE DE GEISWASSER,901233,6829977,Filtres plantés de Roseaux,240,,45,3.8,
1820,SAINT-JEAN-ROHRBACH ,57615,983362,6887028,,A9120300,RUISSEAU LE BUSCHBACH,25761501820,FRCR432,ALBE 1,4/1/08,,12/23/10,,SAINT-JEAN-ROHRBACH,57,MOSELLE,A9120300,Ruisseau le Buschbach,72,72,kg/j DBO5,86,,,983534,6886752,Bassin d'Infiltration,1200,410,270,34,
1778,SORBEY ,57656,943007,6888455,,,RUISSEAU DE SORBEY,25765601778,FRCR417,NIED FRANCAISE 2,8/1/07,,,,SORBEY,57,MOSELLE,,,16.8,16.8,kg/j DBO5,86,,,942961,6888391,Filtres plantés de Roseaux,,,56,7,
2604,POUXEUX ,88358,965473,6784812,,A4210060,LA MOSELLE,28835802604,FRCR209,MOSELLE 2,10/3/16,,8/9/13,,POUXEUX,88,VOSGES,A---0060,La Moselle,115,123,kg/j DBO5,86,,,965494,6784931,Disques Biologiques,,,684,57,
35,SAINT-BLIN ,52444,878895,6799423,,,,25244400035,,,12/1/73,1/1/08,,,SAINT-BLIN,52,HAUTE-MARNE,,,12,12,kg/j DBO5,86,COMMUNE DE EMMERSWEILER,COMMUNE DE EMMERSWEILER,,,Disques Biologiques,,,40,5,
2160,KOESTLACH ,68169,1021840,6721085,,A1030790,RUISSEAU LE FELDBACH,26816902160,FRCR40,FELDBACH,9/1/11,,,,KOESTLACH,68,HAUT-RHIN,A1030790,Ruisseau le Feldbach,29,20,kg/j DBO5,86,,,1021843,6721138,Filtres plantés de Roseaux,,,95,8,
1289,ETIVAL-CLAIREFONTAINE ,88165,986298,6815605,,A6090100,RIVIERE LA MEURTHE,28816501289,FRCR279,MEURTHE 3,2/1/00,,4/16/98,,ETIVAL-CLAIREFONTAINE,88,VOSGES,A6--0100,La Meurthe,572.4,600,kg/j DBO5,86,,,,,Boues Activées - traitement Azote - traitement Phosphore,10000,1950,2496,312,
2502,VOUXEY ,88523,909082,6809792,,B1260200,LE VAIR,28852302502,FRB1R493,VAIR 2,5/1/14,,7/25/11,,VOUXEY,88,VOSGES,B12-0200,Le Vair,22,24,kg/j DBO5,86,,,909940,6810213,Filtres plantés de Roseaux,450,108,73,6,
1598,MONTBRONN ,57561,1014271,6883407,,A9220300,RUISSEAU LE GRENTZBACH,25756101598,FRCR437,EICHEL 2,11/15/04,,10/15/02,,RAHLING,57,MOSELLE,A9220300,Ruisseau le Grentzbach,267.3,294,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1014281,6883407,Boues Activées - traitement Azote - traitement Phosphore,1900,2205,2048,190,
2199,DAMVILLERS ,55145,874943,6918615,,B4550210,LA THINTE,25514502199,FRB1R556,LOISON 1,7/15/11,,3/29/10,,DAMVILLERS,55,MEUSE,B45-0210,La Thinte,51,42,kg/j DBO5,86,,,874908,6918680,Filtres plantés de Roseaux,,,170,14.2,
2579,LOISY ,54320,926945,6867612,,A7030060,LA MOSELLE,25432002579,FRCR213,MOSELLE 6,7/1/15,,2/10/14,,LOISY,54,MEURTHE-ET-MOSELLE,A---0060,La Moselle,23,17,kg/j DBO5,86,COMMUNE DE VILLEY-LE-SEC,COMMUNE DE VILLEY-LE-SEC,926828,6867782,Filtres plantés de Roseaux,275,248,118.9,10.3,
212,MAIZEROY ,57431,947306,6892603,,A9740120,LA NIED,25743100212,FRCR417,NIED FRANCAISE 2,1/1/74,2/1/12,,,MAIZEROY,57,MOSELLE,A9--0120,La Nied Francaise,24,,kg/j DBO5,86,SIE PUTTELANGE RODEMACK MONDORF BEYREN,SI ETUDES ASS VALLEE MEUSE & AFFLUENTS,947283,6892699,Boues Activées,,,58,7,
1220,REVIN ,8363,818512,6984234,,B7040000,RIVIERE LA MEUSE,20836301220,FRB1R477,MEUSE 8,5/1/98,,9/9/97,,REVIN,8,ARDENNES,B---0000,La Meuse,818.1,822,kg/j DBO5,86,IMMO REALISATION KAYSER,,,,Boues Activées - traitement Azote - traitement Phosphore,12000,4400,2816,352,
25,REVIN ANCIENNE ,8363,818188,6984222,,B000000A,RIVIERE LA MEUSE,20836300025,FRB1R477,MEUSE 8,1/1/79,12/31/97,,,REVIN,8,ARDENNES,B---0000,La Meuse,9.48,818.1,kg/j DBO5,86,COMMUNE DE MEGANGE,,,,,,,720,90,B0000000
390,SCHWINDRATZHEIM ,67460,1038318,6859703,,A348020A,RIVIERE LA ZORN,26746000390,FRCR178,ZORN 5,1/1/83,3/29/05,,,SCHWINDRATZHEIM,67,BAS-RHIN,A34-0200,La Zorn,1350,,kg/j DBO5,86,GAEC DU LAPIN BLANC,EARL MICHEL HEYBERGER,,,Lit Bactérien,,,2190,330,A3480200
3613,HENAMENIL ,54258,961811,6847613,,A6840200,LE SANON,25425803613,FRCR321,SANON 2,6/8/22,,,,HENAMENIL,54,MEURTHE-ET-MOSELLE,A68-0200,Le Sânon,,10,kg/j DBO5,86,,,961825,6847596,Filtres plantés de Roseaux,,,,,
2120,BUDING ,57117,940729,6920603,,A8720200,RUISSEAU LE CANNER,25711702120,FRCR404,CANNER,10/1/11,,9/8/10,,BUDING,57,MOSELLE,A87-0200,La Canner,,,kg/j DBO5,86,,,940669,6920540,Boues Activées - traitement Azote - traitement Phosphore,4042,,,,
1985,SERVIGNY-LES-RAVILLE ,57648,952665,6891631,,A9850720,RUISSEAU DE MACHECOURT,25764801985,FRCR460,NIED ALLEMANDE 2,5/1/10,,10/11/10,,SERVIGNY-LES-RAVILLE,57,MOSELLE,A9850720,Ruisseau de Machecourt,39,27,kg/j DBO5,86,,,952920,6891674,Lagunage Naturel,675,181,195,24,
1869,VELVING ,57705,957302,6909900,,,RUISSEAU DE VELVING,25770501869,FRCR463,RUISSEAU D'OTTONVILLE,7/11/08,,7/20/05,,VELVING,57,MOSELLE,,,18,15,kg/j DBO5,86,,,957303,6909799,Lagunage Naturel,250,,84,10,
477,CHATENOIS ,88095,911828,6804942,,B1230200,RIVIERE LE VAIR,28809500477,FRB1R493,VAIR 2,6/1/80,2/23/10,,,CHATENOIS,88,VOSGES,B12-0200,Le Vair,255,,kg/j DBO5,86,ASS FORMATION ANIMATEURS CHANT CHORAL,ASS FORMATION ANIMATEURS CHANT CHORAL,,,Lagunage Aéré,,,675,120,
288,WOUSTVILLER ,57752,993128,6895128,,,Etang puis le Dorfbach,25775200288,FRCR453,ALTWIESENBACH,12/1/90,,12/23/10,,WOUSTVILLER,57,MOSELLE,,,252,252,kg/j DBO5,86,,,993089,6895153,Boues Activées,4200,1300,896,112,
2472,BREUX ,55077,873056,6945359,,B4410480,RUISSEAU DE BREUX,25507702472,FRB1R554,THONNE 1,4/1/13,,12/31/12,,BREUX,55,MEUSE,B4410480,Ruisseau de Breux,19,17,kg/j DBO5,86,ARTISANS COIFFEURS,,873007,6945353,Filtres plantés de Roseaux,330,79,79.2,6.6,
1218,LONGCHAMP ,88273,959992,6797013,,A4440890,RUISSEAU DE LA COLLINE DE LONGCHAMP,28827301218,FRCR239,ST-OGER,9/1/97,,,,LONGCHAMP,88,VOSGES,A4440890,Ruisseau de la Colline de Longchamp,25.02,,kg/j DBO5,86,,,,,Lagunage Naturel,,,85,11,
1345,SIERSTHAL ,57651,1019561,6893021,,A9340740,Ruisseau du Grossthal,25765101345,FRCR446,SCHWALBACH,1/1/78,,12/23/10,,SIERSTHAL,57,MOSELLE,A9340740,Ruisseau du Grossthal,30,,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1019584,6893022,Boues Activées,500,120,64,8,
2582,PARGNY-SOUS-MUREAU ,88344,893196,6810680,,B1120200,RUISSEAU LA SAONNELLE,28834402582,FRB1R490,SAONNELLE 1,9/4/15,,12/19/11,,PARGNY-SOUS-MUREAU,88,VOSGES,B11-0200,La Saonnelle,13,14,kg/j DBO5,86,YIGIT SAMET,YIGIT SAMET,893376,6810573,Filtres plantés de Roseaux,167,104,54.5,4.4,
1818,RODEMACK ,57588,936251,6932508,,A8810200,RUISSEAU DE BOLER,25758801818,FRCR405,RUISSEAU DE BOLER,11/28/07,,1/13/06,,RODEMACK,57,MOSELLE,A88-0200,Le Boler,204,180,kg/j DBO5,86,SARL CLAUDE BONTEMPS,SARL CLAUDE BONTEMPS,936200,6932479,Boues Activées - traitement Azote - traitement Phosphore,3400,1970,1040,130,
88,SERRES ,54502,954440,6848682,,A6850840,RUISSEAU DE L'ETANG DE SERRE,25450200088,FRCR325,RUISSEAU DE L'ETANG DE SERRE,1/1/67,,,,SERRES,54,MEURTHE-ET-MOSELLE,A6850840,Ruisseau de l'Etang de Serres,36,36,kg/j DBO5,86,,LAMI DOMISI LADORE,,,Boues Activées,,,80,10,
1222,SAINT-FIRMIN ,54473,931652,6818558,,,Ruisseau de Bassenot,25447301222,FRCR264,RUISSEAU DE CORNAPRE,6/9/98,,8/21/97,,SAINT-FIRMIN,54,MEURTHE-ET-MOSELLE,,,18,,kg/j DBO5,86,COMMUNE DE HONSKIRCH,COMMUNE DE HONSKIRCH,931642,6818597,Bassin d'Infiltration,270,,1,1,
2476,ARCHES ,88011,961947,6786096,,A4400060,LA MOSELLE,28801102476,FRCR234,RUISSEAU DES NAUVES,10/3/16,,8/9/13,,ARCHES,88,VOSGES,A---0060,La Moselle,,155,kg/j DBO5,86,,,961935,6786224,Boues Activées,2584,1860,930,77.5,
2449,SAINT-CLEMENT ,54472,966820,6831048,,A6330100,LA MEURTHE,25447202449,FRCR280,MEURTHE 4,8/1/14,,6/29/12,,SAINT-CLEMENT,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,138,85,kg/j DBO5,86,,,966686,6830753,Filtres plantés de Roseaux,1420,918,460,19,
842,GERARDMER ,88196,988383,6784824,,A4310200,LA VOLOGNE,28819600842,FRCR228,VOLOGNE 2,1/1/97,,4/16/94,,GERARDMER,88,VOSGES,A43-0200,La Vologne,2092.5,1800,kg/j DBO5,86,FONDATION BRASSERIE MALTERIE FRANCAISE,FONDATION BRASSERIE MALTERIE FRANCAISE,,,Boues Activées - traitement Azote - traitement Phosphore,30000,6450,5248,656,
2040,BARBONVILLE ,54045,947436,6833827,,A6760870,RUISSEAU DU BREUIL,25404502040,FRCR317,RUISSEAU DE DAMELEVIERES,11/16/09,,,,BARBONVILLE,54,MEURTHE-ET-MOSELLE,A6760870,Ruisseau du Breuil,27,24,kg/j DBO5,86,COMMUNE DE DAMOUZY,COMMUNE DE DAMOUZY,947460,6833880,Bassin d'Infiltration,,,100,8.5,
122,BECHY ,57057,947158,6881207,,A9720560,RUISSEAU DE PRES-BAS,25705700122,FRCR416,NIED FRANCAISE 1,10/1/74,,12/13/11,11/1/11,BECHY,57,MOSELLE,A9720560,Ruisseau de Pres-Bas,58,43,kg/j DBO5,86,COMMUNE DE RAINVILLE,COMMUNE DE RAINVILLE,947147,6881213,Boues Activées,1000,360,356,45,
3577,BOURMONT SAINT-THIEBAULT ,52064,892705,6792272,,B0210000,LA MEUSE,25206403577,FRB1R471,MEUSE 2,9/1/20,,2/13/13,,BOURMONT-ENTRE-MEUSE-ET-MOUZON,52,HAUTE-MARNE,B---0000,La Meuse,54,62,kg/j DBO5,86,,,892658,6792436,Filtres plantés de Roseaux,1000,240,240,20,
813,OGY ST AGNAN STEER ,57482,940922,6894561,,A7890350,RUISSEAU DE DAME JEANNETTE,25752300813,FRCR371,RUISSEAU DE VALLIERES,1/1/94,2/15/11,,,OGY-MONTOY-FLANVILLE,57,MOSELLE,A7890350,Ruisseau de Dame Jeannette,10.8,,kg/j DBO5,86,SIA DE LA NIED DU BISCHWALD,SIA DE LA NIED DU BISCHWALD,941090,6895495,Boues Activées,,,27,5,
2052,OGY SAINT-AGNAN ,57482,940745,6895378,,A7890350,RUISSEAU DE DAME JEANNETTE,25752302052,FRCR371,RUISSEAU DE VALLIERES,3/1/11,,3/1/11,,OGY-MONTOY-FLANVILLE,57,MOSELLE,A7890350,Ruisseau de Dame Jeannette,27,30,kg/j DBO5,86,,,940694,6895394,Filtres plantés de Roseaux,300,84,56,8,
1846,VELAINE-SOUS-AMANCE ,54558,944603,6851460,,A6950370,RUISSEAU DE DESSOUS LA VILLE,25455801846,FRCR331,AMEZULE,11/1/07,,11/22/07,,VELAINE-SOUS-AMANCE,54,MEURTHE-ET-MOSELLE,A6950370,Ruisseau de Dessous la Ville,28.2,18.6,kg/j DBO5,86,,,944507,6851482,Bassin d'Infiltration,310,,70,8.7,
1755,AZELOT ,54037,938059,6837268,,A6920630,RUISSEAU DE L'ETANG,25403701755,FRCR328,RUISSEAU DE L'ETANG,12/1/05,,9/7/04,,AZELOT,54,MEURTHE-ET-MOSELLE,A6920630,Ruisseau de l'Etang,40.2,36,kg/j DBO5,86,,,937971,6837268,Bassin d'Infiltration,350,143,150,18.75,
332,HOHENGOEFT ,67208,1028824,6849085,,A2820200,RIVIERE LA MOSSIG,26720800332,FRCR146,MOSSIG 2,1/1/87,,6/19/16,1/1/20,HOHENGOEFT,67,BAS-RHIN,A28-0200,La Mossig,38,,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1028737,6849043,Lagunage Naturel,700,447,243.6,18.6,
1313,BACCARAT ,54039,976049,6823658,,A6310100,RIVIERE LA MEURTHE,25403901313,FRCR279,MEURTHE 3,12/23/00,,7/6/00,,BACCARAT,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,464.4,360,kg/j DBO5,86,,,976259,6823349,Boues Activées - traitement Azote - traitement Phosphore,6000,3240,1334,167,
1716,COURCELLES-CHAUSSY ,57155,947518,6895802,,A9740120,LA NIED,25715501716,FRCR417,NIED FRANCAISE 2,9/1/06,,4/5/05,,COURCELLES-CHAUSSY,57,MOSELLE,A9--0120,La Nied Francaise,234,240,kg/j DBO5,86,,,947414,6895861,Boues Activées - traitement Azote - traitement Phosphore,4800,2520,865,109,
1965,KOENIGSMACKER ,57370,939656,6928183,,A8800060,LA MOSELLE,25737001965,FRCR213,MOSELLE 6,8/13/10,,5/29/07,,KOENIGSMACKER,57,MOSELLE,A---0060,La Moselle,450,330,kg/j DBO5,86,SCHRECK ENERGIE SARL,,938945,6928316,Boues Activées - traitement Azote - traitement Phosphore,5967,2044,1272,160,
2383,CHAUVENCY-LE-CHATEAU ,55109,866744,6938741,,B4600340,RUISSEAU DU BOUILLON,25510902383,FRB1R723,CHIERS 3,11/1/13,,6/20/11,,CHAUVENCY-LE-CHATEAU,55,MEUSE,B4600340,Ruisseau du Bouillon,36,30,kg/j DBO5,86,ARTISANS COIFFEURS,ARTISANS COIFFEURS,866684,6938786,Filtres plantés de Roseaux,600,144,120,10,
1509,MONTHERME ,8302,824375,6976238,,B7000000,RIVIERE LA MEUSE,20830201509,FRB1R477,MEUSE 8,3/1/04,,10/1/03,,MONTHERME,8,ARDENNES,B---0000,La Meuse,249,318,kg/j DBO5,86,COMMUNE DE KNOERSHEIM,COMMUNE DE KNOERSHEIM,824323,6976257,Boues Activées - traitement Azote - traitement Phosphore,3200,1590,1005,94,
3575,VENNEZEY ,54561,956386,6821985,,A5000630,RUISSEAU DE PALEBOEUF,25456103575,FRCR250,EURON,10/1/21,,12/1/17,,VENNEZEY,54,MEURTHE-ET-MOSELLE,A5000630,Ruisseau de Paleboeuf,3,3,kg/j DBO5,86,,,956426,6821966,Filtres plantés de Roseaux,57,25,16.3,,
3419,BONVILLER ,54083,957547,6843111,,A6850560,RUISSEAU DES SAULES,25408303419,FRCR324,RUISSEAU DU SOUCHE,12/1/17,,1/30/17,,BONVILLER,54,MEURTHE-ET-MOSELLE,A6850560,Ruisseau des Saules,13,10,kg/j DBO5,86,,,957581,6843174,Filtres plantés de Roseaux,181,191,34.2,3.3,
1753,LAITRE-SOUS-AMANCE ,54289,940431,6853835,,A6950300,L'AMEZULE,25428901753,FRCR331,AMEZULE,7/1/05,,2/24/04,,LAITRE-SOUS-AMANCE,54,MEURTHE-ET-MOSELLE,A6950300,L'Amezule,193.5,156,kg/j DBO5,86,,,940479,6853714,Boues Activées,2600,686,742,70,
2462,FRESNES-EN-SAULNOIS ,57238,951863,6865140,,A7750550,RUISSEAU D'OSSON,25723802462,FRCR361,RUISSEAU D'OSSON,9/27/13,,6/14/12,,FRESNES-EN-SAULNOIS,57,MOSELLE,A7750550,Ruisseau d'Osson,24,14,kg/j DBO5,86,CC DU VAL DE MEURTHE,CC DU VAL DE MEURTHE,951930,6865115,Filtres plantés de Roseaux,229,64,110,13.8,
193,KALHAUSEN (ANCIENNE) ,57355,1003520,6888941,,A930032C,RUISSEAU D'ACHEN,25735500193,FRCR447,RUISSEAU D'ACHEN,1/1/73,5/15/02,,,KALHAUSEN,57,MOSELLE,A9300320,Ruisseau d'Achen,54,54,kg/j DBO5,86,COMMUNE DE LES FORGES,COMMUNE DE LES FORGES,,,Boues Activées,,,144,18,A9300320
2197,HERPELMONT ,88240,978146,6793143,,A4340310,RUISSEAU DE HERPELMONT,28824002197,FRCR231,RUISSEAU DE HERPELMONT,7/1/11,,,,HERPELMONT,88,VOSGES,A4340310,Ruisseau de Herpelmont,,,kg/j DBO5,86,,,978138,6793382,Filtres plantés de Roseaux,,,,,
3420,CRION -SIONVILLER ,54147,959571,6843908,,A6850400,RUISSEAU DU SOUCHE,25414703420,FRCR324,RUISSEAU DU SOUCHE,6/1/18,,1/24/17,,CRION,54,MEURTHE-ET-MOSELLE,A6850400,Ruisseau du Souche,12,12,kg/j DBO5,86,,,959593,6843947,Filtres plantés de Roseaux,174,103,102.8,,
2620,GERBECOURT ,57247,958023,6866806,,A7630450,RUISSEAU DE CHAMPRE,25724702620,FRCR333,SEILLE 2,4/3/17,,7/22/15,,GERBECOURT,57,MOSELLE,A7630450,Ruisseau de Champre,13,6,kg/j DBO5,86,TOPAL DAVID,TOPAL DAVID,959309,6866151,Filtres plantés de Roseaux,100,76,46.5,3.8,
13,LUMES ,8263,828500,6960841,,B5200000,RIVIERE LA MEUSE,20826300013,FRB1R476,MEUSE 7,1/1/73,,1/8/01,1/1/92,LUMES,8,ARDENNES,B---0000,La Meuse,135,135,kg/j DBO5,86,,,,,Boues Activées - traitement Azote,,,742,93,
30,CHOISEUL ,52127,890941,6776119,,B0020390,RUISSEAU DU SOILLERON,25212700030,FRB1R470,MEUSE 1,1/1/75,,,,CHOISEUL,52,HAUTE-MARNE,B0020390,Ruisseau du Soilleron,9,9,kg/j DBO5,86,COMMUNE DE VATIMONT,COMMUNE DE VATIMONT,,,Décanteur,,,46,6,
2593,SARRESUD ,67434,997912,6878508,,A9070100,LA SARRE,26743402593,FRCR413,SARRE 3,4/19/17,,7/15/15,,SARRE-UNION,67,BAS-RHIN,A9--0100,La Sarre Blanche,600,480,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,997850,6878462,Boues Activées - traitement Azote - traitement Phosphore,6900,6480,2230,270,
2421,THONNE-LA-LONG ,55508,875291,6943114,,B4410300,RUISSEAU LA THONNE,25550802421,FRB1R554,THONNE 1,11/1/13,,6/1/11,,THONNE-LA-LONG,55,MEUSE,B4410300,Ruisseau la Thonne,20,22,kg/j DBO5,86,ARTISANS COIFFEURS,,875311,6943075,Filtres plantés de Roseaux,250,135,68,5.5,
2535,SELAINCOURT ,54500,919169,6826580,,A5410400,RUISSEAU D'UVRY,25450002535,FRCR267,BRENON,4/1/15,,5/15/13,,SELAINCOURT,54,MEURTHE-ET-MOSELLE,A5410400,Ruisseau d'Uvry,18,11,kg/j DBO5,86,S.C.I. CHANG NOI,COMMUNE DE BEUVEILLE,919199,6826633,Filtres plantés de Roseaux,183,126,62,5.2,
2585,BIDESTROFF ,57081,978305,6867416,,A7520510,RUISSEAU DU POUDRE,25708102585,FRCR333,SEILLE 2,12/19/16,,2/1/16,,BIDESTROFF,57,MOSELLE,A7520510,Ruisseau du Poudre,12,8,kg/j DBO5,86,COMMUNE DE SAINT-MICHEL-SUR-MEURTHE,COMMUNE DE SAINT-MICHEL-SUR-MEURTHE,978402,6867432,Lagunage Naturel,140,90,40,1.7,
