Année;Code_step;Nom_step;Capacité_traitement;Dispositif_traitement;CoordonnéeX_step;CoordonnéeY_step;CoordonnéeX_rejet;CoordonnéeY_rejet;Code_qualité_localisation_Rejet;Libellé_qualité_localisation_Rejet;Code_commune;Nom_commune;Code_département;Nom_région;Code_zone_hydrographique
1996;060901044001;BILLIAT;200;Biologique Simple;915085;6556148;915103;6556111;1;Précision bonne (dans un rayon de 50 m);01044;BILLIAT;01;RHONE-ALPES;V102
1996;060901046001;BIZIAT - CHEF LIEU;315;Biologique Simple;850115;6571121;850249;6571161;1;Précision bonne (dans un rayon de 50 m);01046;BIZIAT;01;RHONE-ALPES;U424
1996;060901047002;BLYES;855;Biol. / Nitrif.;874032;6529936;874059;6529915;1;Précision bonne (dans un rayon de 50 m);01047;BLYES;01;RHONE-ALPES;V294
1996;060901058002;BREGNIER CORDON-PETIT GLANDIEU;630;Biologique Simple;903739;6509636;903622;6509746;1;Précision bonne (dans un rayon de 50 m);01058;BREGNIER CORDON;01;RHONE-ALPES;V161
1996;060901061001;BRENS - GOTRAS PETIT BRENS;450;Biologique Simple;909610;6517812;909654;6517670;1;Précision bonne (dans un rayon de 50 m);01061;BRENS;01;RHONE-ALPES;V146
1996;060901061002;BRENS - CHAMPTEL;500;Biologique Simple;909412;6515756;909335;6515673;1;Précision bonne (dans un rayon de 50 m);01061;BRENS;01;RHONE-ALPES;V146
1996;060901062001;BRESSOLLES - CHEF LIEU;733;Biol. / Nitrif.;862969;6531638;862984;6531636;1;Précision bonne (dans un rayon de 50 m);01062;BRESSOLLES;01;RHONE-ALPES;V300
1996;060901063001;BRION;500;Biol. / Nitrif.;896386;6566914;896303;6566835;1;Précision bonne (dans un rayon de 50 m);01063;BRION;01;RHONE-ALPES;V251
1996;060901065001;BUELLAS ANCIENNE;750;Biologique Simple;863807;6570275;863792;6570270;1;Précision bonne (dans un rayon de 50 m);01065;BUELLAS;01;RHONE-ALPES;U421
1996;060901065002;BUELLAS - CORGENON;600;Biologique Simple;865542;6568847;865347;6569074;1;Précision bonne (dans un rayon de 50 m);01065;BUELLAS;01;RHONE-ALPES;U421
1996;060901067001;CEIGNES;730;Biologique Simple;892372;6560697;892423;6560744;1;Précision bonne (dans un rayon de 50 m);01067;CEIGNES;01;RHONE-ALPES;V252
1996;060901069001;CERTINES ANCIENNE;2800;Lagune;875761;6562742;875760;6562745;1;Précision bonne (dans un rayon de 50 m);01069;CERTINES;01;RHONE-ALPES;U400
1996;060901073001;CEYZERIEU -AVRISSIEU SAMISSIEU;300;Biol. / Nitrif.;911791;6529110;911818;6529096;1;Précision bonne (dans un rayon de 50 m);01073;CEYZERIEU;01;RHONE-ALPES;V143
1996;060901073002;CEYZERIEU - CHEF LIEU;600;Biologique Simple;912159;6529821;912189;6529773;1;Précision bonne (dans un rayon de 50 m);01073;CEYZERIEU;01;RHONE-ALPES;V143
1996;060901075001;CHALEINS;1400;Biol. / Nitrif.;839740;6550077;839707;6550155;1;Précision bonne (dans un rayon de 50 m);01075;CHALEINS;01;RHONE-ALPES;U451
1996;060901078001;CHALLEX (ANCIENNE);1500;Biologique Simple;930151;6568305;930193;6568157;1;Précision bonne (dans un rayon de 50 m);01078;CHALLEX;01;RHONE-ALPES;V042
1996;060901079001;CHAMPAGNE EN VALROMEY - C LIEU;700;Biol. / Nitrif.;908389;6537545;908621;6537358;1;Précision bonne (dans un rayon de 50 m);01079;CHAMPAGNE EN VALROMEY;01;RHONE-ALPES;V142
1996;060901080001;CHAMPDOR;700;Biol. / Nitrif.;900480;6549736;900392;6549739;1;Précision bonne (dans un rayon de 50 m);01080;CHAMPDOR;01;RHONE-ALPES;V291
1996;060901081001;CHAMPFROMIER;400;Biologique Simple;917464;6569872;917376;6569832;1;Précision bonne (dans un rayon de 50 m);01081;CHAMPFROMIER;01;RHONE-ALPES;V101
1996;060901082001;CHANAY - CHEF LIEU;1800;Biol. / Nitrif.;916235;6548580;916128;6548431;1;Précision bonne (dans un rayon de 50 m);01082;CHANAY;01;RHONE-ALPES;V102
1996;060901083001;CHANEINS (ANCIENNE);317;Biologique Simple;842726;6556696;841856;6555965;2;Précision moyenne (dans un rayon de 500 m);01083;CHANEINS;01;RHONE-ALPES;U440
1996;060901085001;LA CHAPELLE DU CHATELARD;250;Biologique Simple;856682;6554131;856629;6554078;1;Précision bonne (dans un rayon de 50 m);01085;LA CHAPELLE DU CHATELARD;01;RHONE-ALPES;U440
1996;060901088001;CHARNOZ SUR AIN;1200;Biol. / Nitrif.;872093;6533763;872352;6533701;1;Précision bonne (dans un rayon de 50 m);01088;CHARNOZ SUR AIN;01;RHONE-ALPES;V294
1996;060901089001;CHATEAU GAILLARD;800;Biol. / Nitrif.;877614;6543424;877592;6543411;1;Précision bonne (dans un rayon de 50 m);01089;CHATEAU GAILLARD;01;RHONE-ALPES;V290
1996;060901089002;AMBERIEU - CHATEAU GAILLARD;33300;Biol. / Nitrif.;879399;6541990;879377;6541815;1;Précision bonne (dans un rayon de 50 m);01089;CHATEAU GAILLARD;01;RHONE-ALPES;V293
1996;060901090001;CHATENAY;225;Biologique Simple;869942;6550457;869944;6550503;1;Précision bonne (dans un rayon de 50 m);01090;CHATENAY;01;RHONE-ALPES;U421
1996;060901091002;CHATILLON EN MICHAILLE;2250;Biol. / Nitrif.;916851;6563483;916886;6563588;1;Précision bonne (dans un rayon de 50 m);01091;CHATILLON EN MICHAILLE;01;RHONE-ALPES;V101
1996;060901092001;CHATILLON LA PALUD (ANCIENNE);1200;Biol. / Nitrif.;874852;6543579;874898;6543587;1;Précision bonne (dans un rayon de 50 m);01092;CHATILLON LA PALUD;01;RHONE-ALPES;V290
1996;060901093001;CHATILLON SUR CHALARONNE;5400;Biol. / Nitrif.;849294;6560182;849317;6560258;1;Précision bonne (dans un rayon de 50 m);01093;CHATILLON SUR CHALARONNE;01;RHONE-ALPES;U440
1996;060901095001;CHAVANNES SUR SURAN ANCIENNE;300;Biol. / Nitrif.;887043;6576689;887085;6576681;1;Précision bonne (dans un rayon de 50 m);01095;CHAVANNES SUR SURAN;01;RHONE-ALPES;V281
1996;060901098005;CHAZEY BONS - CHEF LIEU;1200;Biol. / Nitrif.;908170;6525567;908207;6525551;1;Précision bonne (dans un rayon de 50 m);01098;CHAZEY BONS;01;RHONE-ALPES;V146
1996;060901099001;CHAZEY SUR AIN - CHEF LIEU;945;Biol. / Nitrif.;874642;6534885;874622;6534881;1;Précision bonne (dans un rayon de 50 m);01099;CHAZEY SUR AIN;01;RHONE-ALPES;V294
1996;060901100001;CHEIGNIEU LA BALME;125;Épandage eaux résiduaires;902888;6528297;902880;6528262;1;Précision bonne (dans un rayon de 50 m);01100;CHEIGNIEU LA BALME;01;RHONE-ALPES;V145
1996;060901105001;CIVRIEUX;1000;Biologique Simple;845283;6537144;845276;6537122;1;Précision bonne (dans un rayon de 50 m);01105;CIVRIEUX;01;RHONE-ALPES;U471
1996;060901108001;COLIGNY - PRE DU MAI;1500;Biol. / Nitrif.;880048;6590159;879882;6590257;1;Précision bonne (dans un rayon de 50 m);01108;COLIGNY;01;RHONE-ALPES;U343
1996;060901109001;COLLONGES;2000;Biologique Simple;924993;6563791;925511;6563482;1;Précision bonne (dans un rayon de 50 m);01109;COLLONGES;01;RHONE-ALPES;V100
1996;060901110001;COLOMIEU;200;Filtres plantés;903979;6517974;903931;6517931;1;Précision bonne (dans un rayon de 50 m);01110;COLOMIEU;01;RHONE-ALPES;V161
1996;060901113001;CONDEISSIAT;400;Biologique Simple;860150;6564494;860137;6564540;1;Précision bonne (dans un rayon de 50 m);01113;CONDEISSIAT;01;RHONE-ALPES;U421
1996;060901114001;CONFORT - CHEF LIEU;700;Bassin de décantation;917383;6564779;917403;6564831;1;Précision bonne (dans un rayon de 50 m);01114;CONFORT;01;RHONE-ALPES;V101
1996;060901114002;CONFORT - MENTHIERES;1167;Biol. / Nitrif.;919019;6567135;919045;6567129;1;Précision bonne (dans un rayon de 50 m);01114;CONFORT;01;RHONE-ALPES;V101
1996;060901115001;CONFRANCON - LE LOGIS NEUF;550;Biol. / Nitrif.;858607;6575475;858295;6575709;1;Précision bonne (dans un rayon de 50 m);01115;CONFRANCON;01;RHONE-ALPES;U424
1996;060901115002;CONFRANCON;300;Biologique Simple;858663;6575977;858727;6575965;1;Précision bonne (dans un rayon de 50 m);01115;CONFRANCON;01;RHONE-ALPES;U424
1996;060901116001;CONTREVOZ - CHEF LIEU;330;Biol. / Nitrif.;903958;6526680;903998;6526723;1;Précision bonne (dans un rayon de 50 m);01116;CONTREVOZ;01;RHONE-ALPES;V145
1996;060901118001;CORBONOD;542;Biologique Simple;918246;6544588;918288;6544499;1;Précision bonne (dans un rayon de 50 m);01118;CORBONOD;01;RHONE-ALPES;V113
1996;060901119001;CORCELLES;450;Biol. / Nitrif.;899524;6551597;899535;6551574;1;Précision bonne (dans un rayon de 50 m);01119;CORCELLES;01;RHONE-ALPES;V291
1996;060901123001;CORMORANCHE SUR SAONE;1800;Biol. / Nitrif.;840424;6573708;840248;6573747;1;Précision bonne (dans un rayon de 50 m);01123;CORMORANCHE SUR SAONE;01;RHONE-ALPES;U430
1996;060901127001;COURMANGOUX - CHEF LIEU;243;Lagune;881453;6584315;881399;6584301;1;Précision bonne (dans un rayon de 50 m);01127;COURMANGOUX;01;RHONE-ALPES;U343
1996;060901129001;CRANS;270;Biologique Simple;868961;6542612;870358;6534437;1;Précision bonne (dans un rayon de 50 m);01129;CRANS;01;RHONE-ALPES;V300
1996;060901130001;CRAS SUR REYSSOUZE - CHEF LIEU;550;Biologique Simple;866301;6581073;866175;6581263;1;Précision bonne (dans un rayon de 50 m);01130;CRAS SUR REYSSOUZE;01;RHONE-ALPES;U403
1996;060901133001;CRESSIN ROCHEFORT;367;Biologique Simple;915041;6524100;915083;6524053;1;Précision bonne (dans un rayon de 50 m);01133;CRESSIN ROCHEFORT;01;RHONE-ALPES;V143
1996;060901134001;CROTTET - CHAVANNES;450;Biologique Simple;845406;6576056;844661;6576360;1;Précision bonne (dans un rayon de 50 m);01134;CROTTET;01;RHONE-ALPES;U424
1996;060901134002;CROTTET - ORMETS;2700;Biol. / Nitrif.;844270;6577720;844244;6577689;1;Précision bonne (dans un rayon de 50 m);01134;CROTTET;01;RHONE-ALPES;U424
1996;060901138001;CULOZ - CHEF LIEU;4666;Biol. / Nitrif.;916338;6529410;916429;6529404;1;Précision bonne (dans un rayon de 50 m);01138;CULOZ;01;RHONE-ALPES;V133
1996;060901141001;CUZIEU;270;Biologique Simple;909646;6527198;909584;6527249;1;Précision bonne (dans un rayon de 50 m);01141;CUZIEU;01;RHONE-ALPES;V146
1996;060901143001;DIVONNE LES BAINS;15000;Biol. / Déphosph. Phy.-Chim;941652;6587278;941750;6587217;1;Précision bonne (dans un rayon de 50 m);01143;DIVONNE LES BAINS;01;RHONE-ALPES;V036
1996;060901145002;DOMPIERRE SUR VEYLE - CHF LIEU;900;Biol. / Nitrif.;870035;6555669;870061;6555682;1;Précision bonne (dans un rayon de 50 m);01145;DOMPIERRE SUR VEYLE;01;RHONE-ALPES;U420
1996;060901151001;DRUILLAT - CHEF LIEU;500;Biologique Simple;879472;6553763;879537;6553788;1;Précision bonne (dans un rayon de 50 m);01151;DRUILLAT;01;RHONE-ALPES;V282
1996;060901152001;ECHALON;720;Biologique Simple;911245;6570599;911086;6570500;1;Précision bonne (dans un rayon de 50 m);01152;ECHALLON;01;RHONE-ALPES;V101
1996;060901157001;FAREINS;1800;Biologique Simple;835592;6547853;835096;6547722;1;Précision bonne (dans un rayon de 50 m);01157;FAREINS;01;RHONE-ALPES;U452
1996;060901158001;FARGES;533;Biol. / Nitrif.;925596;6566332;925609;6566329;1;Précision bonne (dans un rayon de 50 m);01158;FARGES;01;RHONE-ALPES;V100
1996;060901159001;FEILLENS;10200;Biol. / Nitrif.;844594;6582208;844561;6582232;1;Précision bonne (dans un rayon de 50 m);01159;FEILLENS;01;RHONE-ALPES;U411
1996;060901160001;FERNEY VOLTAIRE;14000;Biol. / Déphosph. Phy.-Chim;940347;6577327;940459;6577381;1;Précision bonne (dans un rayon de 50 m);01160;FERNEY VOLTAIRE;01;RHONE-ALPES;V036
1996;060901163002;FOISSIAT;1900;Biol. / Nitrif.;867594;6587569;867617;6587586;1;Précision bonne (dans un rayon de 50 m);01163;FOISSIAT;01;RHONE-ALPES;U403
1996;060901165001;FRANCHELEINS (ANCIENNE);250;Biol. / Nitrif.;839781;6554452;839847;6554465;1;Précision bonne (dans un rayon de 50 m);01165;FRANCHELEINS ;01;RHONE-ALPES;U451
1996;060901170001;GEOVREISSIAT;450;Biol. / Nitrif.;895799;6569153;895792;6569028;1;Précision bonne (dans un rayon de 50 m);01170;BEARD-GEOVREISSIAT;01;RHONE-ALPES;V252
1996;060901174001;GIRON;700;Bassin de décantation;913443;6573802;913387;6573799;1;Précision bonne (dans un rayon de 50 m);01174;GIRON;01;RHONE-ALPES;V101
1996;060901176001;LE GRAND ABERGEMENT;900;Biol. / Nitrif.;906332;6551322;906362;6551257;1;Précision bonne (dans un rayon de 50 m);01176;LE GRAND ABERGEMENT;01;RHONE-ALPES;V140
1996;060901181001;GROISSIAT - OYONNAX;33000;Biologique Simple;901921;6573586;901961;6573565;1;Précision bonne (dans un rayon de 50 m);01181;GROISSIAT;01;RHONE-ALPES;V251
1996;060901183001;GUEREINS;900;Biol. / Nitrif.;837058;6558235;837004;6558246;1;Précision bonne (dans un rayon de 50 m);01183;GUEREINS;01;RHONE-ALPES;U440
1996;060901184005;HAUTECOURT ROMANECHE - CAMPING;300;Biol. / Nitrif.;887574;6561735;887627;6561709;2;Précision moyenne (dans un rayon de 500 m);01184;HAUTECOURT ROMANECHE;01;RHONE-ALPES;V270
1996;060901185001;HAUTEVILLE LOMPNES - CHEF LIEU;8000;Biol. / Nitrif.;899027;6543997;899008;6544012;1;Précision bonne (dans un rayon de 50 m);01185;HAUTEVILLE LOMPNES;01;RHONE-ALPES;V292
1996;060901187001;HOTONNES;2300;Biol. / Nitrif.;908871;6547472;908851;6547451;1;Précision bonne (dans un rayon de 50 m);01187;HOTONNES;01;RHONE-ALPES;V140
1996;060901189001;INJOUX GENISSIAT - INJOUX;540;Biol. / Nitrif.;914877;6554721;914890;6554715;1;Précision bonne (dans un rayon de 50 m);01189;INJOUX GENISSIAT;01;RHONE-ALPES;V102
1996;060901192002;IZERNORE - CHEF LIEU;2500;Biol. / Nitrif.;897402;6572532;897496;6572560;1;Précision bonne (dans un rayon de 50 m);01192;IZERNORE;01;RHONE-ALPES;V252
1996;060901194002;JASSANS RIOTTIER;11250;Biol. / Nitrif.;835610;6541774;835485;6541778;1;Précision bonne (dans un rayon de 50 m);01194;JASSANS RIOTTIER;01;RHONE-ALPES;U452
1996;060901195001;JASSERON;820;Biol. / Nitrif.;878297;6571000;878334;6571004;1;Précision bonne (dans un rayon de 50 m);01195;JASSERON;01;RHONE-ALPES;U402
1996;060901198001;JOYEUX;225;Biologique Simple;862157;6542328;862158;6542347;1;Précision bonne (dans un rayon de 50 m);01198;JOYEUX;01;RHONE-ALPES;U440
1996;060901199001;JUJURIEUX - CHEF LIEU;1550;Biologique Simple;885234;6551434;885282;6551419;1;Précision bonne (dans un rayon de 50 m);01199;JUJURIEUX;01;RHONE-ALPES;V271
1996;060901204001;LALLEYRIAT;350;Biologique Simple;909493;6565626;909526;6565643;1;Précision bonne (dans un rayon de 50 m);01204;LALLEYRIAT;01;RHONE-ALPES;V101
1996;060901207001;LAPEYROUSE;200;Biologique Simple;852670;6544616;852724;6544620;1;Précision bonne (dans un rayon de 50 m);01207;LAPEYROUSE;01;RHONE-ALPES;U440
1996;060901208001;LAVOURS;367;Biologique Simple;914916;6526850;914951;6526737;1;Précision bonne (dans un rayon de 50 m);01208;LAVOURS;01;RHONE-ALPES;V133
1996;060901209002;LEAZ - CHEF LIEU;400;Bassin de décantation;923054;6558449;923168;6558233;1;Précision bonne (dans un rayon de 50 m);01209;LEAZ;01;RHONE-ALPES;V100
1996;060901210002;LELEX;1980;Biol. / Nitrif.;925152;6581031;925686;6581775;1;Précision bonne (dans un rayon de 50 m);01210;LELEX;01;RHONE-ALPES;V101
1996;060901211001;LENT ANCIENNE;1000;Biologique Simple;869344;6560697;869352;6560702;1;Précision bonne (dans un rayon de 50 m);01211;LENT;01;RHONE-ALPES;U420
1996;060901228001;MAILLAT - QUARTIER HAUT;250;Bassin de décantation;895960;6562363;895959;6562372;1;Précision bonne (dans un rayon de 50 m);01228;MAILLAT;01;RHONE-ALPES;V251
1996;060901228002;MAILLAT - QUARTIER DE L'EGLISE;250;Bassin de décantation;896166;6562195;896158;6562196;1;Précision bonne (dans un rayon de 50 m);01228;MAILLAT;01;RHONE-ALPES;V251
1996;060901231001;MANZIAT;1350;Biol. / Nitrif.;845332;6586267;845011;6586346;1;Précision bonne (dans un rayon de 50 m);01231;MANZIAT;01;RHONE-ALPES;U411
1996;060901232001;MARBOZ - VILLAGE ANCIENNE;3100;Biol. / Nitrif.;874057;6585366;874535;6585402;2;Précision moyenne (dans un rayon de 500 m);01232;MARBOZ;01;RHONE-ALPES;U344
1996;060901232002;MARBOZ - MALAVAL;900;Biol. / Nitrif.;872079;6582027;871983;6582067;1;Précision bonne (dans un rayon de 50 m);01232;MARBOZ;01;RHONE-ALPES;U344
1996;060901237001;MARTIGNAT;670;Biol. / Nitrif.;900678;6570207;900528;6570211;1;Précision bonne (dans un rayon de 50 m);01237;MARTIGNAT;01;RHONE-ALPES;V251
1996;060901238001;REYRIEUX PARCIEUX MASSIEUX;9000;Biologique Simple;840516;6536061;840457;6536067;1;Précision bonne (dans un rayon de 50 m);01238;MASSIEUX;01;RHONE-ALPES;U470
1996;060901239001;MASSIGNIEU DE RIVES;717;Biologique Simple;915545;6520415;915472;6520347;1;Précision bonne (dans un rayon de 50 m);01239;MASSIGNIEU DE RIVES;01;RHONE-ALPES;V144
1996;060901240001;MATAFELON GRANGES;300;Biologique Simple;897057;6576084;897063;6576102;1;Précision bonne (dans un rayon de 50 m);01240;MATAFELON GRANGES;01;RHONE-ALPES;V252
1996;060901243002;MESSIMY SUR SAONE;717;Biol. / Nitrif.;835453;6551535;835418;6551555;1;Précision bonne (dans un rayon de 50 m);01243;MESSIMY SUR SAONE;01;RHONE-ALPES;U451
1996;060901244001;MEXIMIEUX;10000;Bassin de décantation;870267;6535685;870357;6534427;1;Précision bonne (dans un rayon de 50 m);01244;MEXIMIEUX;01;RHONE-ALPES;V300
1996;060901245001;BOHAS MEYRIAT RIGNAT - RIGNAT;450;Biologique Simple;882314;6562740;882328;6562725;1;Précision bonne (dans un rayon de 50 m);01245;BOHAS MEYRIAT RIGNAT;01;RHONE-ALPES;V281
1996;060901247001;MIJOUX;800;Biologique Simple;930057;6589469;930039;6589496;1;Précision bonne (dans un rayon de 50 m);01247;MIJOUX;01;RHONE-ALPES;V101
1996;060901247002;MIJOUX - SEPT FONTAINES;400;Biologique Simple;927052;6584366;927038;6584372;1;Précision bonne (dans un rayon de 50 m);01247;MIJOUX;01;RHONE-ALPES;V101
1996;060901248002;MIONNAY;2000;Biologique Simple;850036;6534153;850072;6534150;1;Précision bonne (dans un rayon de 50 m);01248;MIONNAY;01;RHONE-ALPES;U472
1996;060901250002;MISERIEUX;2430;Biol. / Nitrif.;839517;6543329;839485;6543338;1;Précision bonne (dans un rayon de 50 m);01250;MISERIEUX;01;RHONE-ALPES;U470
1996;060901257001;MONTANGES;270;Bassin de décantation;916231;6566109;916702;6565922;1;Précision bonne (dans un rayon de 50 m);01257;MONTANGES;01;RHONE-ALPES;V101
1996;060901258001;MONTCEAUX;200;Biologique Simple;838619;6557223;838575;6557278;1;Précision bonne (dans un rayon de 50 m);01258;MONTCEAUX;01;RHONE-ALPES;U440
1996;060901261001;MONTHIEUX;360;Biologique Simple;850857;6541244;850825;6541295;1;Précision bonne (dans un rayon de 50 m);01261;MONTHIEUX;01;RHONE-ALPES;U440
1996;060901262001;MONTLUEL - NIEVROZ;15550;Biologique Simple;860722;6526166;860878;6525979;1;Précision bonne (dans un rayon de 50 m);01262;MONTLUEL;01;RHONE-ALPES;V300
1996;060901263001;MONTMERLE SUR SAONE;3800;Biologique Simple;836800;6553746;836796;6553727;1;Précision bonne (dans un rayon de 50 m);01263;MONTMERLE SUR SAONE;01;RHONE-ALPES;U451
1996;060901264002;MONTRACOL - CHEF LIEU;730;Biologique Simple;863819;6568702;863863;6568754;1;Précision bonne (dans un rayon de 50 m);01264;MONTRACOL;01;RHONE-ALPES;U421
1996;060901266001;MONTREVEL;1500;Biologique Simple;864031;6584356;864050;6584412;1;Précision bonne (dans un rayon de 50 m);01266;MONTREVEL EN BRESSE;01;RHONE-ALPES;U403
1996;060901266002;MONTREVEL - CAMPING;1500;Biologique Simple;864033;6584692;865149;6583637;3;Précision médiocre (quelque part dans la commune);01266;MONTREVEL EN BRESSE;01;RHONE-ALPES;U403
1996;060901267001;NURIEUX VOLOGNAT - VOLOGNAT;1000;Biol. / Nitrif.;894853;6568844;894851;6568831;1;Précision bonne (dans un rayon de 50 m);01267;NURIEUX VOLOGNAT;01;RHONE-ALPES;V252
1996;060901268001;MURS ET GELIGNEUX - MURS;370;Biologique Simple;906652;6508006;906785;6507751;1;Précision bonne (dans un rayon de 50 m);01268;MURS ET GELIGNIEUX;01;RHONE-ALPES;V147
1996;060901273001;NEUVILLE SUR AIN - CHEF LIEU;1083;Biol. / Nitrif.;883630;6554256;883797;6554292;1;Précision bonne (dans un rayon de 50 m);01273;NEUVILLE SUR AIN;01;RHONE-ALPES;V271
1996;060901283002;OYONNAX - BONAZ;900;Biol. / Nitrif.;903049;6582008;903363;6582139;1;Précision bonne (dans un rayon de 50 m);01283;OYONNAX;01;RHONE-ALPES;V244
1996;060901288002;PERON - FEIGERES;250;Biologique Simple;925884;6571371;925884;6571369;1;Précision bonne (dans un rayon de 50 m);01288;PERON;01;RHONE-ALPES;V100
1996;060901288003;PERON - L'EPINE;4700;Biol. / Nitrif.;925611;6568377;925616;6568365;1;Précision bonne (dans un rayon de 50 m);01288;PERON;01;RHONE-ALPES;V100
1996;060901291001;PERREX;500;Biologique Simple;852442;6573095;852398;6573142;1;Précision bonne (dans un rayon de 50 m);01291;PERREX;01;RHONE-ALPES;U424
1996;060901294001;PEYRIEU - CHEF LIEU;400;Biologique Simple;908823;6511267;908995;6511137;1;Précision bonne (dans un rayon de 50 m);01294;PEYRIEU;01;RHONE-ALPES;V147
1996;060901297001;PIZAY ANCIENNE;500;Biol. / Nitrif.;862423;6533988;862490;6533992;1;Précision bonne (dans un rayon de 50 m);01297;PIZAY;01;RHONE-ALPES;V300
1996;060901299001;LE PLANTAY;333;Biologique Simple;861605;6549610;861580;6549707;1;Précision bonne (dans un rayon de 50 m);01299;LE PLANTAY;01;RHONE-ALPES;U423
1996;060901300001;LE POIZAT - CHEF LIEU;300;Biol. / Nitrif.;907735;6564211;907567;6564286;1;Précision bonne (dans un rayon de 50 m);01300;LE POIZAT;01;RHONE-ALPES;V101
1996;060901301002;POLLIAT - CHEF LIEU;1800;Biol. / Nitrif.;863502;6573802;863569;6573750;1;Précision bonne (dans un rayon de 50 m);01301;POLLIAT;01;RHONE-ALPES;U420
1996;060901303001;PONCIN;1100;Biologique Simple;885602;6556793;885541;6556766;1;Précision bonne (dans un rayon de 50 m);01303;PONCIN;01;RHONE-ALPES;V270
1996;060901304001;PONT D'AIN - CHEF LIEU;3167;Biol. / Nitrif.;879725;6552495;879718;6552539;1;Précision bonne (dans un rayon de 50 m);01304;PONT D AIN;01;RHONE-ALPES;V282
1996;060901306002;PONT DE VEYLE                 ;2700;Biologique Simple;844611;6575669;844640;6575732;1;Précision bonne (dans un rayon de 50 m);01306;PONT DE VEYLE;01;RHONE-ALPES;U424
1996;060901307001;NANTUA - PORT;7200;Biol. / Nitrif.;897847;6566293;897832;6566368;1;Précision bonne (dans un rayon de 50 m);01307;PORT;01;RHONE-ALPES;V251
