code_WWTP,name_WWTP,capacity,cumulative_capacity,rank_STEU,percent_cumulative_capacity,percent_rank,basin
025454802260,VANNES-LE-CHATEL,2333.3333333333335,6.411133333333332,271,94.5,32.7,Rhin-Meuse
025447202449,SAINT-CLEMENT,2300,6.413433333333332,272,94.5,32.8,Rhin-Meuse
025757100246,REMERING-LES-PUTTELANGE,2300,6.415733333333332,273,94.5,32.9,Rhin-Meuse
028842900505,SAINT-NABORD,2300,6.418033333333332,274,94.6,33,Rhin-Meuse
025771201217,VIC/SEILLE,2280.0000000000005,6.420313333333332,275,94.6,33.1,Rhin-Meuse
020826300013,LUMES,2250,6.422563333333332,276,94.6,33.3,Rhin-Meuse
025771601888,VIGY,2250,6.424813333333332,277,94.7,33.4,Rhin-Meuse
026733102207,NIEDERSCHAEFFOLSHEIM,2250,6.427063333333332,278,94.7,33.5,Rhin-Meuse
026735500370,OERMINGEN,2205.0000000000005,6.429268333333332,279,94.7,33.6,Rhin-Meuse
025410402118,BUISSONCOURT,2200,6.431468333333332,280,94.8,33.7,Rhin-Meuse
025524500103,MADINE LES EPINOTTES,2200,6.433668333333332,281,94.8,33.9,Rhin-Meuse
020836101637,RENWEZ,2170,6.435838333333332,282,94.8,34,Rhin-Meuse
020832702123,NOUVION-SUR-MEUSE,2166.666666666667,6.438004999999999,283,94.9,34.1,Rhin-Meuse
026834500463,URSCHENHEIM,2166,6.440170999999999,284,94.9,34.2,Rhin-Meuse
025749900228,NEUFGRANGE,2100,6.442270999999999,285,94.9,34.3,Rhin-Meuse
028836901735,RAMONCHAMP,2100,6.444370999999999,286,95,34.5,Rhin-Meuse
025725401954,GORZE,2050,6.446420999999999,287,95,34.6,Rhin-Meuse
026719100780,HERBITZHEIM,2050,6.448470999999999,288,95,34.7,Rhin-Meuse
