identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0006103843;VENISSIEUX ENERGIES;51883185400022;16 avenue ALBERT EINSTEIN;69200;VENISSIEUX;RHONE;AUVERGNE-RHONE-ALPES;846041.000000;6512693.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0007000638;MG-VALDUNES;80231910300031;Rue Gustave Delory, BP 12;59125;TRITH-SAINT-LEGER;NORD;HAUTS-DE-FRANCE;735719.000000;7026118.000000;2154;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;;
0006301722;VALEO THERMIQUE HABITACLE;33131210800136;Usine de Pré Sec;72210;LA SUZE-SUR-SARTHE;SARTHE;PAYS-DE-LA-LOIRE;477954.000000;6759512.000000;2154;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;;
0005802648;BASF Agri-Production SAS;34397909200032;32, Rue de Verdun, B.P. 80116;76410;SAINT-AUBIN-LES-ELBEUF;SEINE-MARITIME;NORMANDIE;555114.000000;6914135.000000;2154;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;4.(d);Installations chimiques destinées à la fabrication industrielle de produits phytosanitaires et de biocides
0007000818;RECYLEX SA;54209770400127;20, rue des Près;59161;ESCAUDOEUVRES;NORD;HAUTS-DE-FRANCE;719012.000000;7011072.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0007002622;VALENPLAST;41381514300024;;59111;LIEU-SAINT-AMAND;NORD;HAUTS-DE-FRANCE;672000;2587000;27572;252H ;Fabrication de pièces techniques en matières plastiques;;
0005701721;SUN DESHY;32973714200029;Route de Contault;51330;NOIRLIEU;MARNE;GRAND-EST;832525.000000;6871988.000000;2154;1091Z;Fabrication d'aliments pour animaux de ferme;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0005200118;INTERSPRAY S.A.S;40949168500015;Théorat, Rue de la Robertie;24190;NEUVIC;DORDOGNE;NOUVELLE-AQUITAINE;452900;2012800;27572;2042Z;Fabrication de parfums et de produits pour la toilette;;
0006400337;KERRY FLAVOURS FRANCE SAS;43391958600027;QUARTIER SAINTE MARGUERITE - BP 82067, Usine du Plan de Grasse CD304;06130;GRASSE;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;1018769.000000;6291417.000000;2154;1089Z;Fabrication d'autres produits alimentaires n.c.a.;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0005900460;DALKIA;45650053701834;Chaufferie Zup de la Petite Hollande, 5 rue Jean Moulin;25200;MONTBELIARD;DOUBS;BOURGOGNE-FRANCHE-COMTE;986150.000000;6718317.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;;
0006702264;Groupe Hospitalier Région de Mulhouse et Sud Alsace;20004698500012;20 rue du Dr LAENNEC BP1370;68100;MULHOUSE;HAUT-RHIN;GRAND-EST;975476.000000;314683.000000;;8610Z;Activités hospitalières;;
0010000740;STMICROELECTRONICS SAS;38093259000033;10, rue Thalès de Milet, CS 97155;37071;TOURS;INDRE-ET-LOIRE;CENTRE;525917.000000;6705798.000000;2154;2611Z;Fabrication de composants électroniques;;
0007002326;VERSALIS FRANCE SAS Fortelet;55214685400195;Route du Fortelet, MARDYCK;59279;DUNKERQUE;NORD;HAUTS-DE-FRANCE;647974.000000;7104128.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;;
0006501663;CGCU Cie GEOTHERMIQUE CHAUFFAGE URBAIN;30482730600024;Allée Maurice Dauvergne;77350;LE MEE-SUR-SEINE;SEINE-ET-MARNE;ILE-DE-FRANCE;672866.000000;6827106.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;;
0007001053;CIDEME;35366768600045;rue du Galibot, Zone Industrielle n° 4;59880;SAINT-SAULVE;NORD;HAUTS-DE-FRANCE;739670.000000;7032471.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0007000473;BRIDGESTONE/FIRESTONE FRANCE SA;36120038900019;575 Avenue George Washington, BP 3;62400;BETHUNE;PAS-DE-CALAIS;HAUTS-DE-FRANCE;675839.000000;7049238.000000;2154;2211Z;Fabrication et rechapage de pneumatiques;;
0005701747;RVA;35169024300016;La Vignette;51800;SAINTE-MENEHOULD;MARNE;GRAND-EST;845316.000000;6892049.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006700800;BRASSERIE METEOR;59850064300013;6 RUE DU GENERAL LEBOCQ;67270;HOCHFELDEN;BAS-RHIN;GRAND-EST;1035546.000000;6860379.000000;2154;1105Z;Fabrication de bière;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0010000243;HYDRO EXTRUSION LUCE/CHATEAUROUX;44859636100023;42 RUE DE BEAUCE;28110;LUCE;EURE-ET-LOIR;CENTRE;585957.000000;6815402.000000;2154;2442Z;Métallurgie de l'aluminium;;
0006702736;EVONIK OIL ADDITIVES SAS;40849230400022;Port du Rhin, BP 40027;67630;LAUTERBOURG;BAS-RHIN;GRAND-EST;1080408.000000;6885907.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0010800258;GGB FRANCE EURL;43895849800026;65 chemin de la Prairie;74000;ANNECY;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;942007.000000;6536998.000000;2154;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;;
0006702177;MUPA SARL;38961349800028;3 rue Gustave Eiffel, Zone industrielle Ill;68190;ENSISHEIM;HAUT-RHIN;GRAND-EST;1023550.000000;6761505.000000;2154;1729Z;Fabrication d'autres articles en papier ou en carton;;
0006103394;SOFIDEL FRANCE;41119888000048;112 rue de Matel;42335;ROANNE;LOIRE;AUVERGNE-RHONE-ALPES;784668.000000;6550924.000000;2154;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0006200154;SOLVAY OPERATIONS FRANCE;41457405300024;Centrale de Dombasle, Rue Carnot Prolongée;54110;VARANGEVILLE;MEURTHE-ET-MOSELLE;GRAND-EST;945806.000000;6841617.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0006400361;PURFER;33262817100172;Zone Industrielle - 15ème rue- BP 624;06517;CARROS;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;1037528.000000;6309202.000000;2154;3832Z;Récupération de déchets triés;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0010400016;MALLEIN ET CIE;30806547300016;65 IMPASSE DU CHANSSONNAY;38630;CORBELIN;ISERE;AUVERGNE-RHONE-ALPES;896966.000000;6504549.000000;2154;2562B;Mécanique industrielle;;
0006103270;DREVET FERRURES S.A.S.;05750474800021;79 AVENUE DE LA PATINIERE;38500;VOIRON;ISERE;AUVERGNE-RHONE-ALPES;853990.0;2043765.0;27572;2572Z;Fabrication de serrures et de ferrures;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006803107;Boehringer Ingelheim (ex MERIAL);59080021500055;4 chemin du Calquet, BP 25701;31000;TOULOUSE;HAUTE-GARONNE;OCCITANIE;570037.000000;6278543.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
0007000519;3M FRANCE;54207855500514;Route de Sancourt;59554;TILLOY-LEZ-CAMBRAI;NORD;HAUTS-DE-FRANCE;715025.000000;7011467.000000;2154;2391Z;Fabrication de produits abrasifs;4.(a).(viii);matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)
0006103451;Meritor Industrial Products;33533944600015;4 rue Jean Servanton, BP 656;42000;SAINT-ETIENNE;LOIRE;AUVERGNE-RHONE-ALPES;809172.000000;6484598.000000;2154;2932Z;Fabrication d'autres équipements automobiles;;
0007000937;Etablissement de Marconnelle;40794892600313;;62140;MARCONNELLE;PAS-DE-CALAIS;HAUTS-DE-FRANCE;577200;2597674;27572;158H ;Fabrication de sucre;;
0010600289;SAFRAN LANDING SYSTEMS (ex MESSIER BUGA);71201953800156;7, Avenue de Bel Air;69100;VILLEURBANNE;RHONE;AUVERGNE-RHONE-ALPES;848630.000000;6519307.000000;2154;3030Z;Construction aéronautique et spatiale;;
0006504240;BOLLIG & KEMPER France;50112072900014;Avenue du Dr Louis F. Fichez;91700;FLEURY-MEROGIS;ESSONNE;ILE-DE-FRANCE;653119.000000;6838717.000000;2154;2030Z;Fabrication de peintures, vernis, encres et mastics;;
0006504341;RENAULT;78012998700969;1 Allée Cornuel, API : CTL L23 1 06;91510;LARDY;ESSONNE;ILE-DE-FRANCE;647165.000000;6825087.000000;2154;2910Z;Construction de véhicules automobiles;;
0005202690;ARKEMA France;31963279000246;Usine de Mont - Pole 1, 122, route des Pyrénées -  MONT;64301;ORTHEZ;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;403947.000000;6265390.000000;2154;2016Z;Fabrication de matières plastiques de base;4.(a).(viii);matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)
0006103061;CALOR S.A.;95651249500154;Rue du Champ de Courses;38780;PONT-EVEQUE;ISERE;AUVERGNE-RHONE-ALPES;850115.000000;6493539.000000;2154;2751Z;Fabrication d'appareils électroménagers;;
0006301158;SERAP Industries;38975842600024;Route de Fougères;53120;GORRON;MAYENNE;PAYS-DE-LA-LOIRE;417000.000000;6819252.000000;2154;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;;
0006503461;SEQENS Porcheville (ex PCAS);62201950300078;6-8, RUE DE ROUEN, ZAC LIMAY;78440;PORCHEVILLE;YVELINES;ILE-DE-FRANCE;609477.000000;6877118.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;;
0007000607;AIR LIQUIDE FRANCE INDUSTRIE (ALFI);31411950400343;Rue du Grand Marais;59500;DOUAI;NORD;HAUTS-DE-FRANCE;710164.000000;7033871.000000;2154;2011Z;Fabrication de gaz industriels;4.(b).(i);gaz, tels que ammoniac, chlore ou chlorure d'hydrogène, fluor ou fluorure d'hydrogène, oxydes de carbone, composés sulfuriques, oxydes d'azote, hydrogène, dioxyde de soufre, dichlorure de carbonyle
0007000938;TEREOS FRANCE;53324797900123;18 route Nationale, BP 75;62170;ATTIN;PAS-DE-CALAIS;HAUTS-DE-FRANCE;612441.000000;7043785.000000;2154;1081Z;Fabrication de sucre;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0005900787;EDILIANS;44935422400155;Site industriel de COMMENAILLES, rue de la Tuilerie;39140;COMMENAILLES;JURA;BOURGOGNE-FRANCHE-COMTE;887485.650000;6635921.160000;2154;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;3.(g);Installations destinées à la fabrication de produits céramiques par cuisson, notamment de tuiles, de briques (simples ou réfractaires), de carrelages, de grès ou de porcelaines d'une capacité de production de 75 tonnes par jour, ou d'une capacité de four de 4 m3 et d'une densité d'enfournement de 300 kg/m3 par four
0006103601;MALERBA n° 1/ 4;41456526700013;Usine n° 4, rue de Lyon;69470;COURS-LA-VILLE;RHONE;AUVERGNE-RHONE-ALPES;801464.000000;6555993.000000;2154;2512Z;Fabrication de portes et fenêtres en métal;;
0005702543;CAPDEA - Marigny le Chatel;30276021000013;Route de Saint-Martin de Bossenay;10350;MARIGNY-LE-CHATEL;AUBE;GRAND-EST;751365.000000;6814003.000000;2154;1091Z;Fabrication d'aliments pour animaux de ferme;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0006103547;HENKEL France Opérations SAS;82319141600036;299 Rue Grange Morin, ZI NORD;69400;ARNAS;RHONE;AUVERGNE-RHONE-ALPES;833474.000000;6546146.000000;2154;2030Z;Fabrication de peintures, vernis, encres et mastics;;
0006103810;Vaulx en Velin Villeurbanne Energies;55204695502411;12, Rue Jean Corona;69120;VAULX-EN-VELIN;RHONE;AUVERGNE-RHONE-ALPES;848401.000000;6521819.000000;2154;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0006200736;ARCELORMITTAL WIRE FRANCE;31079202300346;Usine de Marnaval  Place Becquey;52100;SAINT-DIZIER;HAUTE-MARNE;GRAND-EST;847287.000000;6837631.000000;2154;2434Z;Tréfilage à froid;;
0006700421;DU PONT DE NEMOURS-Cernay;59205918200069;82 RUE DE WITTELSHEIM;68700;CERNAY;HAUT-RHIN;GRAND-EST;1013825.000000;6752805.000000;2154;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;4.(d);Installations chimiques destinées à la fabrication industrielle de produits phytosanitaires et de biocides
0006700653;TRONOX France SAS;44014030900012;95, Rue du Général de Gaulle;68800;THANN;HAUT-RHIN;GRAND-EST;957453.640000;322892.843000;;2012Z;Fabrication de colorants et de pigments;4.(b).(v);non-métaux, oxydes métalliques ou autres composés inorganiques, tels que carbure de calcium, silicium, carbure de silicium
0005102417;COVED;34340353102155;Lieudit Les Phosphatières, Le Bois de la Ville;80240;NURLU;SOMME;HAUTS-DE-FRANCE;700354.000000;6987794.000000;2154;3811Z;Collecte des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0005200251;SANOFI WINTHROP INDUSTRIE;77566225700101;1, Rue de la Vierge;33440;AMBARES-ET-LAGRAVE;GIRONDE;NOUVELLE-AQUITAINE;425792.000000;6431146.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;;
0007100049;ALBIOMA ALG Centrale thermique;38359921400012;1 Route Nationale, Le Gol;97450;Saint-Louis;REUNION;REUNION;333690.000000;7646185.000000;;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0006401009;FIGENAL;42178980100022;Site LYONDELL - Route du Quai minéralier;13270;FOS-SUR-MER;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;811248;1829164;27572;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0006401056;TOTAL RAFFINAGE FRANCE;52922174900045;Raffinerie de Provence, La Mède BP 90020;13161;CHATEAUNEUF-LES-MARTIGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;870288.000000;6257694.000000;2154;1920Z;Raffinage du pétrole;1.(a);Raffineries de pétrole et de gaz
0007001209;EDILIANS;44935422400205;Route de Wahagnies, BP 8;59133;PHALEMPIN;NORD;HAUTS-DE-FRANCE;701791.000000;7045185.000000;2154;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;3.(g);Installations destinées à la fabrication de produits céramiques par cuisson, notamment de tuiles, de briques (simples ou réfractaires), de carrelages, de grès ou de porcelaines d'une capacité de production de 75 tonnes par jour, ou d'une capacité de four de 4 m3 et d'une densité d'enfournement de 300 kg/m3 par four
0005800370;Nufarm sas;55202906800053;Route de Notre Dame de la Garenne, ZI Secteur C;27600;GAILLON;EURE;NORMANDIE;530.265000;2463.750000;;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;4.(d);Installations chimiques destinées à la fabrication industrielle de produits phytosanitaires et de biocides
0005800375;ASHLAND SPECIALTIES France;34007361800027;Zone Industrielle Le Clos Pré;27460;ALIZAY;EURE;NORMANDIE;567362.000000;6913680.000000;2154;2016Z;Fabrication de matières plastiques de base;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0006103995;UNIVAR;56207142300403;Rue Jacquard;69726;GENAY;RHONE;AUVERGNE-RHONE-ALPES;840503.990000;6533983.400000;2154;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;
0005800387;CIE FRANCAISE ECO HUILE;39336117500010;Z.I. Port Jérôme - BP 64;76170;LILLEBONNE;SEINE-MARITIME;NORMANDIE;520980.000000;6933965.000000;2154;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0007000794;VERSALIS FRANCE SAS Dunes;55214685400195;Port 4531 - 4531 Route des Dunes, BP 59 - MARDYCK;59279;DUNKERQUE;NORD;HAUTS-DE-FRANCE;647170.000000;7103952.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(a).(i);hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)
0006301213;MAN Diesel & Turbo France SAS;56203783800025;Avenue de Chatonay porte n°7, BP 427;44600;SAINT-NAZAIRE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;307633.000000;6700127.000000;2154;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;;
0006104340;NICHE FUSED ALUMINA;38284447000056;Zone Industrielle Les vernays, ZI;73540;LA BATHIE;SAVOIE;AUVERGNE-RHONE-ALPES;967835.000000;6510514.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0006200938;VALTRIS ENTERPRISES FRANCE SAS;43767323900012;ZI DE BALEYCOURT, BP 95;55100;VERDUN;MEUSE;GRAND-EST;868995.000000;6895577.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0006201759;ARKEMA;31963279000543;Etablissement de Carling, BP 61005;57500;SAINT-AVOLD;MOSELLE;GRAND-EST;970954.000000;6899891.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0006301173;TROUILLET 85 SAS;79065068300010;ZI Route de Niort, 10 allée du Pont Noget;85200;FONTENAY-LE-COMTE;VENDEE;PAYS-DE-LA-LOIRE;409192.000000;6602127.000000;2154;2920Z;Fabrication de carrosseries et remorques;;
0006700691;HAGER ELECTRO;67598011400010;132 BOULEVARD D'EUROPE - ZI, BP 3;67210;OBERNAI;BAS-RHIN;GRAND-EST;1032411.000000;6828477.000000;2154;2712Z;Fabrication de matériel de distribution et de commande électrique;;
0005504122;En'RnoV;87918038800016;22 AV CHARLES ET RAYMONDE TILLON;35000;RENNES;ILLE-ET-VILAINE;BRETAGNE;350220.000000;6790984.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0005802143;EDF;55208131735774;1, Route du Môle Central, BP 1420;76067;LE HAVRE;SEINE-MARITIME;NORMANDIE;493104.000000;6934390.000000;2154;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0007002235;CIDEME;35366768600458;7, route de Lourches;59282;DOUCHY-LES-MINES;NORD;HAUTS-DE-FRANCE;726976.000000;7023536.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0006103644;SANOFI PASTEUR MARCY;34950537000024;Campus Mérieux, 1541, avenue Marcel MERIEUX;69280;MARCY-L'ETOILE;RHONE;AUVERGNE-RHONE-ALPES;832568.000000;6521181.000000;2154;2120Z;Fabrication de préparations pharmaceutiques;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
0006303969;HUTCHINSON JEHIER;06420002500019;ZI de la Gare - Route de St-Lezin, BP 29;49120;CHEMILLE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;417605.000000;6686844.000000;2154;2229A;Fabrication de pièces techniques à base de matières plastiques;;
0005202708;LUBRIZOL FRANCE SAS;54207095800047;Pôle 4 - RD 281, Avenue du Lac;64150;MOURENX;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;408082.000000;6260305.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(iii);hydrocarbures sulfurés
0006104971;UNIFRAX FRANCE;33127054600038;17 rue Antoine Durafour, Usine de Lorette;42420;LORETTE;LOIRE;AUVERGNE-RHONE-ALPES;823021.000000;6491277.000000;2154;2320Z;Fabrication de produits réfractaires;3.(f);Installations destinées à la fusion de matières minérales, y compris celles destinées à la production de fibres minérales d'une capacité de fusion de 20 tonnes par jour
0006506481;CREALIS SAS;64204389700049;26 RUE DES COULONS;94360;BRY-SUR-MARNE;VAL-DE-MARNE;ILE-DE-FRANCE;665158.000000;6859930.000000;2154;8292Z;Activités de conditionnement;;
0007201321;SAFT;38370387300034;10 RUE AMPERE;16440;NERSAC;CHARENTE;NOUVELLE-AQUITAINE;471373.000000;6507721.000000;2154;2720Z;Fabrication de piles et d'accumulateurs électriques;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006700478;DARAMIC SAS;39239172800020;25 RUE WESTRICH, BP 90149;67603;SELESTAT;BAS-RHIN;GRAND-EST;1031186.000000;6807749.000000;2154;2720Z;Fabrication de piles et d'accumulateurs électriques;;
