ANNEE;CODE NATIONAL STATION;NOM STATION;CAPACITE STATION EN EH;FLUX EN ENTREE DE STATION - DBO5;FLUX EN ENTREE DE STATION - DCO;FLUX EN ENTREE DE STATION - MES;FLUX EN ENTREE DE STATION - NGL;FLUX EN ENTREE DE STATION - PT;FLUX EN ENTREE DE STATION - METOX;FLUX EN ENTREE DE STATION - AOX;FLUX EN SORTIE DE STATION - DBO5;FLUX EN SORTIE DE STATION - DCO;FLUX EN SORTIE DE STATION - MES;FLUX EN SORTIE DE STATION - NGL;FLUX EN SORTIE DE STATION - PT;FLUX EN SORTIE DE STATION - METOX;FLUX EN SORTIE DE STATION - AOX;NOM COMMUNE IMPLANTATION STATION;NOM DEPARTEMENT IMPLANTATION STATION;NOM REGION IMPLANTATION STATION
2014;060901025001;STATION D'EPURATION DE BAGE-DOMMARTIN - BAGE LA VILLE;550;28,68;44,19;29,499;5,135;,568;;;1,76;10,23;4,235;1,186;,248;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901025002;STATION D'EPURATION DE BAGE-DOMMARTIN - SPATTIERES;1100;45,896;84,556;48,874;10,313;1,071;;;1,968;5,854;1,784;8,72;1,04;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901025003;STATION D'EPURATION DE BAGE-DOMMARTIN - ONJARD;500;13,866;41,665;29,185;5,212;,495;;;,198;1,828;,198;3,791;,094;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901026001;STATION D'EPURATION DE BAGE LE CHATEL;1100;26,921;66,715;33,739;6,978;,878;;;,336;2,728;,238;2,373;,379;;;BAGE LE CHATEL;AIN;AUVERGNE-RHONE-ALPES;
2014;060901028001;STATION D'EPURATION DE BANEINS - CHEF LIEU;225;9,753;18,087;17,555;2,838;,275;;;,733;2,932;1,017;,362;,06;;;BANEINS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901029001;STATION D'EPURATION DE BEAUPONT;285;4,001;14,267;5,929;1,834;,188;;;,431;2,749;,377;1,185;,183;;;BEAUPONT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901033001;STATION D'EPURATION DE VALSERHONE BELLEGARDE VALSERIN;18000;680,46;1662,561;816,219;;16,758;;;24,566;139,048;34,742;;5,769;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901034001;STATION D'EPURATION DE BELLEY - CHEF LIEU;18333;797,471;1718,323;652,766;;20,92;;;18,239;150,419;23,099;;6,757;;;BELLEY;AIN;AUVERGNE-RHONE-ALPES;
2014;060901035001;STATION D'EPURATION DE BELLEYDOUX;300;21,851;46,318;8,669;3,302;,356;;;3,139;14,324;5,288;1,279;,488;;;BELLEYDOUX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901036001;STATION D'EPURATION DE VALROMEY SUR SERAN- MASSIGNIEU;566;12,059;19,223;17,91;4,233;,46;;;,299;3,164;,299;2,192;,424;;;VALROMEY-SUR-SERAN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901037001;STATION D'EPURATION DE BENONCES;300;1,498;17,42;11,428;1,764;,153;;;;,849;,094;1,499;,135;;;BENONCES;AIN;AUVERGNE-RHONE-ALPES;
2014;060901039003;STATION D'EPURATION DE BEON;670;16,415;25,661;25,192;2,633;,369;;;,193;,892;,241;1,455;,111;;;BEON;AIN;AUVERGNE-RHONE-ALPES;
2014;060901040001;STATION D'EPURATION DE BEREZIAT;350;7,127;11,633;5,403;,948;,14;;;;;;;;;;BEREZIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901041001;STATION D'EPURATION DE BETTANT;900;20,4;71,74;10,88;8,048;,952;;;,68;4,93;,85;5,702;,697;;;BETTANT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901043001;STATION D'EPURATION DE BEYNOST -ST MAURICE DE BEYNOST;10600;409,057;941,212;508,294;123,274;12,732;;;8,839;84,896;39,389;12,065;4,151;;;BEYNOST;AIN;AUVERGNE-RHONE-ALPES;
2014;060901044001;STATION D'EPURATION DE BILLIAT;720;3,084;10,794;10,023;3,4;;;;;7,71;3,855;3,416;,401;;;BILLIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901045001;STATION D'EPURATION DE BIRIEUX;200;5,054;21,28;4,816;1,877;,248;;;1,204;3,024;1,554;,669;,098;;;BIRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901052001;STATION D'EPURATION DE BOULIGNEUX;150;12,597;18,573;16,958;,914;,124;;;,048;1,163;,071;,082;,042;;;BOULIGNEUX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901054001;STATION D'EPURATION DE BOURG SAINT CHRISTOPHE;1990;94,948;235,231;85,255;29,118;2,695;;;,386;6,755;,665;3,065;1,764;;;BOURG ST CHRISTOPHE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901057001;STATION D'EPURATION DE BOZ - ANCIENNE;500;8,947;43,927;18,619;3,109;,343;;;,645;7,818;,806;1,116;,274;;;BOZ;AIN;AUVERGNE-RHONE-ALPES;
2014;060901060002;STATION D'EPURATION DE BRENOD;1200;46,896;133,66;46,216;7,509;1,324;;;,542;9,389;,65;3;1,258;;;BRENOD;AIN;AUVERGNE-RHONE-ALPES;
2014;060901061001;STATION D'EPURATION DE BRENS - GOTRAS PETIT BRENS;450;3,524;10,396;21,496;3,2;,352;;;3,06;11,07;6,84;,752;,099;;;BRENS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901061002;STATION D'EPURATION DE BRENS - CHAMPTEL;500;5,6;18,36;6,28;3,238;,288;;;,128;,62;,404;,056;,009;;;BRENS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901062001;STATION D'EPURATION DE BRESSOLLES - CHEF LIEU;733;65,12;161,172;34,595;;;;;7,123;27,066;7,53;;;;;BRESSOLLES;AIN;AUVERGNE-RHONE-ALPES;
2014;060901064002;STATION D'EPURATION DE BRIORD;1900;41,299;169,77;63,278;;2,141;;;,691;6,908;2,171;;1,818;;;BRIORD;AIN;AUVERGNE-RHONE-ALPES;
2014;060901065002;STATION D'EPURATION DE BUELLAS - CORGENON;600;17,955;39,634;20,15;5,343;,865;;;1,04;6,16;1,04;1,666;,48;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901065003;STATION D'EPURATION DE BUELLAS - MONTCET;1800;111,064;299,254;114,647;43,469;4,265;;;2,062;21,168;2,823;3,492;1,534;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901067001;STATION D'EPURATION DE CEIGNES;730;13,118;40,536;14,781;5,646;,578;;;;1,974;;4,325;,461;;;CEIGNES;AIN;AUVERGNE-RHONE-ALPES;
2014;060901069002;STATION D'EPURATION DE CERTINES;4500;89,291;362,486;149,205;42,623;5,103;;;3,838;39,156;9,562;13,418;1,442;;;CERTINES;AIN;AUVERGNE-RHONE-ALPES;
2014;060901073001;STATION D'EPURATION DE CEYZERIEU -AVRISSIEU SAMISSIEU;300;2,55;5,636;4,563;1,208;;;;;3,355;,805;1,44;,148;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2014;060901073002;STATION D'EPURATION DE CEYZERIEU - CHEF LIEU;600;4,648;12,616;9,296;2,191;,272;;;2,031;10,155;2,708;2,322;,217;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2014;060901074002;STATION D'EPURATION DE CHALAMONT;2500;55,662;208,988;98,266;20,451;2,415;;;1,686;21,179;1,355;4,425;,317;;;CHALAMONT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901075001;STATION D'EPURATION DE CHALEINS;1400;37,501;83,715;60,236;8,57;,923;;;,645;4,216;,732;7,666;1,097;;;CHALEINS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901078002;STATION D'EPURATION DE CHALLEX;2000;59,13;156,135;90,645;14,734;;;;4,631;20,186;4,542;5,242;;;;CHALLEX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901079001;STATION D'EPURATION DE CHAMPAGNE EN VALROMEY - C LIEU;700;19,635;44,375;27,751;4,896;,772;;;,655;7,069;1,44;2,803;,812;;;CHAMPAGNE EN VALROMEY;AIN;AUVERGNE-RHONE-ALPES;
2014;060901080001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CHAMPDOR;700;6,486;18,142;8,554;2,726;,357;;;;;;2,875;,192;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2014;060901081002;STATION D'EPURATION DE CHAMPFROMIER;1000;25,344;66,048;32,256;;,956;;;,576;5,76;,384;;,43;;;CHAMPFROMIER;AIN;AUVERGNE-RHONE-ALPES;
2014;060901082001;STATION D'EPURATION DE CHANAY - CHEF LIEU;1800;17,673;36,636;20,457;4,112;,543;;;,243;2,6;,485;,756;,247;;;CHANAY;AIN;AUVERGNE-RHONE-ALPES;
2014;060901083002;STATION D'EPURATION DE CHANEINS;1150;13,73;34,143;19,511;3,836;,41;;;,327;3;,355;2,123;,367;;;CHANEINS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901084001;STATION D'EPURATION DE CHANOZ CHATENAY;650;15,089;49,344;33,236;4,067;,449;;;2,184;10,463;4,14;2,401;,341;;;CHANOZ CHATENAY;AIN;AUVERGNE-RHONE-ALPES;
2014;060901087001;STATION D'EPURATION DE CHARIX;380;9,488;17,138;15,062;2,325;,231;;;,593;3,321;,534;1,402;,225;;;CHARIX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901088001;STATION D'EPURATION DE CHARNOZ SUR AIN;1200;16,98;50,56;22,355;8,535;,612;;;,76;4,75;1,025;7,688;,927;;;CHARNOZ SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901089002;STATION D'EPURATION DE AMBERIEU - CHATEAU GAILLARD;33300;866,364;2168,302;1051,511;260,586;28,095;;;14,376;145,101;21,997;26,919;5,593;;;CHATEAU GAILLARD;AIN;AUVERGNE-RHONE-ALPES;
2014;060901091002;STATION D'EPURATION DE VALSERHONE CHATILLON MICHAILLE;2250;33,533;76,975;47,327;7,313;1,012;;;1,003;6,878;1,387;4,565;,469;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901092002;STATION D'EPURATION DE CHATILLON LA PALUD;1783;47,163;127,05;59,573;12,73;1,55;;;1,409;11,767;1,196;6,916;,984;;;CHATILLON LA PALUD;AIN;AUVERGNE-RHONE-ALPES;
2014;060901093001;STATION D'EPURATION DE CHATILLON SUR CHALARONNE;5400;177,239;463,239;269,514;58,682;6,785;;;8,988;89,412;29,158;23,192;1,205;;;CHATILLON SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901094001;STATION D'EPURATION DE CHAVANNES/REYSSOUZE -CHEF LIEU;450;10,531;23,343;16,657;2,596;,352;;;,447;2,546;,491;2,16;,223;;;CHAVANNES SUR REYSSOUZE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901095002;STATION D'EPURATION DE NIVIGNE ET SURAN - CHAVANNES;500;1,1;3,85;2,3;,617;,075;;;,144;1,92;,528;,766;,221;;;NIVIGNE-ET-SURAN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901096004;STATION D'EPURATION DE CHAVEYRIAT - CHEF LIEU;600;12,351;55,402;18,879;4,758;,503;;;,441;4,058;,529;1,876;,273;;;CHAVEYRIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901098004;STATION D'EPURATION DE CHAZEY BONS - ROTHONOD;190;;;;;;;;;;;;;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901098005;STATION D'EPURATION DE CHAZEY BONS - CHEF LIEU;1200;16,957;73,152;41,41;7,646;1,015;;;,556;1,455;,795;,464;,255;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901098006;STATION D'EPURATION DE CHAZEY BONS - CRESSIEU;250;5,088;18,24;5,856;4,491;,363;;;,192;3,6;,096;1,515;,173;;;CHAZEY BONS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901099001;STATION D'EPURATION DE CHAZEY SUR AIN - CHEF LIEU;945;4,821;27,359;10,715;5,955;,62;;;,96;6,47;2,174;1,915;,224;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901099002;STATION D'EPURATION DE CHAZEY SUR AIN - RIGNIEUX;600;2,565;6,48;2,97;2,118;,153;;;,086;1,755;,09;,52;,118;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901099004;STATION D'EPURATION DE CHAZEY SUR AIN - L'HOPITAL;350;7,2;31,248;12,048;4,899;,44;;;,288;3,168;2,256;,97;,252;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901099005;STATION D'EPURATION DE CHAZEY SUR AIN -PARC DU CHEVAL;;9,088;37,504;8,256;5,572;,587;;;,122;1,92;,128;2,6;,358;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901099006;STATION D'EPURATION DE CHAZEY SUR AIN - RIGNIEUX;600;2,565;6,48;2,97;2,118;,153;;;,086;1,755;,09;,52;,118;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901102002;STATION D'EPURATION DE CHEVROUX - FAYOLLE;250;3,908;7,817;4,121;1,284;,124;;;,107;1,599;,32;,448;,096;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901102003;STATION D'EPURATION DE CHEVROUX - CHEF LIEU;500;5,018;21,161;6,892;3,732;,387;;;;2,601;,223;3,138;,528;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901104001;STATION D'EPURATION DE CHEZERY FORENS;1350;30,54;67,854;19,23;;;;;,306;2,45;,783;,316;;;;CHEZERY FORENS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901105001;STATION D'EPURATION DE CIVRIEUX;1500;55,89;194,994;91,065;3,139;1,775;;;1,203;5,82;2,264;3,837;1,128;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901105002;STATION D'EPURATION DE CIVRIEUX - FAGNE;1000;,305;,748;,483;,371;,022;;;,014;,18;,034;,099;,001;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2014;060901108002;STATION D'EPURATION DE COLIGNY;1900;41,343;153,472;72,732;9,751;1,07;;;1,625;9,401;,941;3,977;,693;;;COLIGNY;AIN;AUVERGNE-RHONE-ALPES;
2014;060901109001;STATION D'EPURATION DE COLLONGES;3300;52,075;114,795;41,44;;;;;4,049;20,073;7,374;;;;;COLLONGES;AIN;AUVERGNE-RHONE-ALPES;
2014;060901110001;STATION D'EPURATION DE COLOMIEU;200;9,855;24,165;7,479;,959;,149;;;;,315;,049;,33;,058;;;COLOMIEU;AIN;AUVERGNE-RHONE-ALPES;
2014;060901112001;STATION D'EPURATION DE CONDAMINE;450;;;;3,387;,466;;;;;;;;;;CONDAMINE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901113001;STATION D'EPURATION DE CONDEISSIAT;700;15,591;50,459;21,119;5,354;,539;;;,433;4,9;1,133;,561;,107;;;CONDEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901114002;STATION D'EPURATION DE CONFORT - MENTHIERES;1167;1,262;4,624;2,39;;;;;,083;,287;,094;;;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901115002;STATION D'EPURATION DE CONFRANCON;800;14,29;40,71;13,433;7,859;,832;;;,249;5,385;,515;5,292;,673;;;CONFRANCON;AIN;AUVERGNE-RHONE-ALPES;
2014;060901116003;STATION D'EPURATION DE CONTREVOZ - BOISSIEU;190;5,232;10,92;2,292;,828;,095;;;;,336;,036;,221;,014;;;CONTREVOZ;AIN;AUVERGNE-RHONE-ALPES;
2014;060901116004;STATION D'EPURATION DE CONTREVOZ - CHEF LIEU;450;7,68;20,96;14,08;2,464;,288;;;;;;1,768;,163;;;CONTREVOZ;AIN;AUVERGNE-RHONE-ALPES;
2014;060901118001;STATION D'EPURATION DE CORBONOD;542;8,523;21,638;4,593;2,127;,243;;;,353;2,34;,707;,914;,19;;;CORBONOD;AIN;AUVERGNE-RHONE-ALPES;
2014;060901122002;STATION D'EPURATION DE PLATEAU HAUTEVILLE CORMARANCHE;1100;15,684;37,624;45,061;4,789;,62;;;;7,075;,71;5,409;,566;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901123001;STATION D'EPURATION DE CORMORANCHE SUR SAONE;1800;32,706;116,221;31,125;9,028;,946;;;,862;4,106;,531;,36;,507;;;CORMORANCHE SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901125001;STATION D'EPURATION DE CORVEISSIAT - ARNANS;130;,683;2,512;1,065;,319;,033;;;,082;,273;,112;,274;,046;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901125002;STATION D'EPURATION DE CORVEISSIAT-ST MAURICE ECHAZEA;90;3,845;14,61;7,93;1,699;,103;;;,36;1,944;1,346;,568;,125;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901125003;STATION D'EPURATION DE CORVEISSIAT - CUVERGNAT;100;3,434;16,523;8,872;,934;,124;;;,029;,209;,105;,142;,011;;;CORVEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901130001;STATION D'EPURATION DE CRAS SUR REYSSOUZE - CHEF LIEU;550;19,062;68,985;50,831;8,59;1,362;;;,908;6,899;4,175;,976;,499;;;BRESSE VALLONS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901133001;STATION D'EPURATION DE CRESSIN ROCHEFORT;367;5,832;15,001;7,258;2,341;,233;;;,436;3,254;,872;,641;,163;;;CRESSIN ROCHEFORT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901134002;STATION D'EPURATION DE CROTTET - ORMETS;2700;48,029;123,792;76,427;15,459;1,719;;;1,026;10,383;1,125;2,071;,17;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2014;060901136002;STATION D'EPURATION DE CRUZILLES MEPILLAT;600;17,563;40,534;22,059;3,731;,562;;;,275;3,159;,206;4,997;,096;;;CRUZILLES LES MEPILLAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901138001;STATION D'EPURATION DE CULOZ - CHEF LIEU;4666;150,844;396,501;223,024;;4,079;;;2,86;26,049;5,882;;1,726;;;CULOZ;AIN;AUVERGNE-RHONE-ALPES;
2014;060901140001;STATION D'EPURATION DE CURTAFOND - CHEF LIEU;700;11,481;24,383;15,308;3,348;,344;;;,963;3,715;,757;1,413;,22;;;CURTAFOND;AIN;AUVERGNE-RHONE-ALPES;
2014;060901143001;STATION D'EPURATION DE DIVONNE LES BAINS;15000;457,586;1347,652;674,124;131,908;14,914;;;18,723;85,679;34,683;25;1,156;;;DIVONNE LES BAINS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901145002;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - CHF LIEU;900;30,66;98,514;31,548;9,56;1,059;;;,521;5,793;,743;2,72;,551;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901145003;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - LE LAIT;100;,855;2,315;,73;,482;,044;;;,09;,775;,175;,094;,017;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901146001;STATION D'EPURATION DE DOMPIERRE SUR CHALARONNE;500;18,546;29,477;22,532;3,809;,434;;;;,625;,057;1,466;,213;;;DOMPIERRE SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901147006;STATION D'EPURATION DE DOMSURE - CHEF LIEU;300;,568;1,64;,724;,267;,027;;;;,195;,013;,267;,005;;;DOMSURE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901148001;STATION D'EPURATION DE DORTAN;9000;128,792;324,264;141,395;32,622;4,808;;;2,967;16,259;5,168;5,261;1,229;;;DORTAN;AIN;AUVERGNE-RHONE-ALPES;
2014;060901150001;STATION D'EPURATION DE DROM;400;4,652;16,878;4,452;1,311;,213;;;,08;1,249;,359;,296;,173;;;DROM;AIN;AUVERGNE-RHONE-ALPES;
2014;060901151001;STATION D'EPURATION DE DRUILLAT - CHEF LIEU;500;14,782;35,642;19,396;4,752;,467;;;1,751;11,957;3,173;,637;,138;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901151002;STATION D'EPURATION DE DRUILLAT - ROSSETTES;300;10,56;18,876;4,444;5,943;,449;;;,748;5,456;2,904;,755;,227;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901151003;STATION D'EPURATION DE DRUILLAT - TURGON;400;4,576;29,9;15,548;2,021;,362;;;,728;2,808;,832;1,069;,16;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901151004;STATION D'EPURATION DE DRUILLAT - LE ROSET;195;3,91;8,109;1,972;1,526;,151;;;,019;,51;,068;,519;,059;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901151005;STATION D'EPURATION DE DRUILLAT - LA  RUAZ;185;2,356;8,184;3,379;1,56;,15;;;,016;,93;,062;,075;,002;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901156001;STATION D'EPURATION DE FARAMANS;700;10,96;43,84;20,824;6,512;,644;;;1,56;13,2;1,32;3,383;,528;;;FARAMANS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901157001;STATION D'EPURATION DE FAREINS;1800;5,888;21,113;8,428;7,376;,75;;;1,17;6,468;1,578;6,806;,736;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901158001;STATION D'EPURATION DE FARGES;533;6,392;23,8;17,68;;;;;,408;1,727;1,224;;;;;FARGES;AIN;AUVERGNE-RHONE-ALPES;
2014;060901159001;STATION D'EPURATION DE FEILLENS;12000;609,836;1370,073;508,688;68,635;9,299;;;7,965;57,517;22,706;12,616;1,322;;;FEILLENS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901163002;STATION D'EPURATION DE FOISSIAT;1900;86,47;193,881;149,238;10,366;1,668;;;1,529;6,073;1,787;,835;,44;;;FOISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901165002;STATION D'EPURATION DE FRANCHELEINS;1000;14,168;36,374;22,099;3,445;,373;;;,377;3,378;,712;1,801;,195;;;FRANCHELEINS ;AIN;AUVERGNE-RHONE-ALPES;
2014;060901167003;STATION D'EPURATION DE GARNERANS - CHEF LIEU;600;23,016;44,388;29,154;3,393;,416;;;,767;4,165;1,206;1,932;,318;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901170002;STATION D'EPURATION DE NANTUA - GEOVREISSIAT;24000;410,301;945,158;479,746;110,193;11,826;;;20,196;58,46;18,496;12,263;2,539;;;BEARD-GEOVREISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901174001;STATION D'EPURATION DE GIRON;700;1,933;16,06;10,112;2,141;,327;;;2,082;10,26;3,866;2,587;,297;;;GIRON;AIN;AUVERGNE-RHONE-ALPES;
2014;060901176001;STATION D'EPURATION DE HAUT-VALROMEY GRAND-ABERGEMENT;900;1,667;4,723;3,241;;,167;;;,139;1,713;,278;,648;,009;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2014;060901181001;STATION D'EPURATION DE GROISSIAT - OYONNAX;57000;1612,638;3886,457;1861,655;367,458;44,068;5,563;1,902;33,274;250,431;76,739;43,022;9,706;,601;,515;GROISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2014;060901183001;STATION D'EPURATION DE GUEREINS;900;429,087;1156,036;1031,946;68,101;11,625;;;16,028;57,941;14,374;20,357;2,132;;;GUEREINS;AIN;AUVERGNE-RHONE-ALPES;
2014;060901184007;STATION D'EPURATION DE HAUTECOURT ROMANECHE CHEF LIEU;700;11,096;21,762;8,164;3,26;;;;;;,756;2,655;;;;HAUTECOURT ROMANECHE;AIN;AUVERGNE-RHONE-ALPES;
2014;060901185001;STATION D'EPURATION DE PLATEAU D'HAUTEVILLE - LOMPNES;8000;61,014;232,872;106,404;29,64;2,974;;;6,055;21,518;5,274;15,186;,555;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
