ANNEE;CODE NATIONAL STATION;NOM STATION;CAPACITE STATION EN EH;FLUX EN ENTREE DE STATION - DBO5;FLUX EN ENTREE DE STATION - DCO;FLUX EN ENTREE DE STATION - MES;FLUX EN ENTREE DE STATION - NGL;FLUX EN ENTREE DE STATION - PT;FLUX EN ENTREE DE STATION - METOX;FLUX EN ENTREE DE STATION - AOX;FLUX EN SORTIE DE STATION - DBO5;FLUX EN SORTIE DE STATION - DCO;FLUX EN SORTIE DE STATION - MES;FLUX EN SORTIE DE STATION - NGL;FLUX EN SORTIE DE STATION - PT;FLUX EN SORTIE DE STATION - METOX;FLUX EN SORTIE DE STATION - AOX;NOM COMMUNE IMPLANTATION STATION;NOM DEPARTEMENT IMPLANTATION STATION;NOM REGION IMPLANTATION STATION
2011;060901033001;STATION D'EPURATION DE VALSERHONE BELLEGARDE VALSERIN;18000;580,62;1243,259;582,545;;13,002;;;16,812;107,505;25,891;;3,661;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901034001;STATION D'EPURATION DE BELLEY - CHEF LIEU;18333;541,521;1247,035;574,991;;15,998;;;13,925;129,093;20,151;;5,084;;;BELLEY;AIN;AUVERGNE-RHONE-ALPES;
2011;060901039003;STATION D'EPURATION DE BEON;670;17,38;29,7;35,706;2,354;,062;;;,264;1,254;,308;,506;,023;;;BEON;AIN;AUVERGNE-RHONE-ALPES;
2011;060901041001;STATION D'EPURATION DE BETTANT;900;25,76;52,348;12,328;6,25;,662;;;,644;4,968;,736;2,052;,174;;;BETTANT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901043001;STATION D'EPURATION DE BEYNOST -ST MAURICE DE BEYNOST;10600;433,953;990,546;514,906;105,052;11,724;;;4,628;45,372;6,978;10,884;5,07;;;BEYNOST;AIN;AUVERGNE-RHONE-ALPES;
2011;060901054001;STATION D'EPURATION DE BOURG SAINT CHRISTOPHE;1990;59,234;178,552;89,99;32,499;2,674;;;,836;15,002;,848;3,962;1,113;;;BOURG ST CHRISTOPHE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901057001;STATION D'EPURATION DE BOZ - ANCIENNE;500;11,857;26,375;13,188;2,979;,362;;;,249;1,373;,736;,338;,052;;;BOZ;AIN;AUVERGNE-RHONE-ALPES;
2011;060901058002;STATION D'EPURATION DE BREGNIER CORDON-PETIT GLANDIEU;630;17,016;51,945;32,689;5,821;,564;;;7,858;29,466;10,313;8,462;,781;;;BREGNIER CORDON;AIN;AUVERGNE-RHONE-ALPES;
2011;060901060002;STATION D'EPURATION DE BRENOD;1200;44,854;76,364;23,733;4,775;,744;;;;3,463;,212;2,933;,545;;;BRENOD;AIN;AUVERGNE-RHONE-ALPES;
2011;060901065002;STATION D'EPURATION DE BUELLAS - CORGENON;600;13,2;30,822;9,24;4,292;,541;;;1,113;5,565;1,59;1,077;,163;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901065003;STATION D'EPURATION DE BUELLAS - MONTCET;1800;46,294;208,083;179,361;8,803;3,753;;;1,161;11,608;2,599;5,655;3,914;;;BUELLAS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901069002;STATION D'EPURATION DE CERTINES;4500;121,707;401,633;114,14;46,984;3,463;;;3,302;21,74;4,323;12,898;1,392;;;CERTINES;AIN;AUVERGNE-RHONE-ALPES;
2011;060901073002;STATION D'EPURATION DE CEYZERIEU - CHEF LIEU;600;21,78;57,935;31,799;,523;,592;;;1,341;8,311;,804;2,772;,225;;;CEYZERIEU;AIN;AUVERGNE-RHONE-ALPES;
2011;060901074002;STATION D'EPURATION DE CHALAMONT;2500;72,179;235,217;92,722;21,689;2,562;;;2,621;23,062;3,089;5,452;,671;;;CHALAMONT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901075001;STATION D'EPURATION DE CHALEINS;1400;17,084;46,574;19,313;5,898;,652;;;;1,76;,28;,953;,252;;;CHALEINS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901078002;STATION D'EPURATION DE CHALLEX;2000;68,087;198,112;80,993;;;;;2,019;29,289;1,725;;;;;CHALLEX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901079001;STATION D'EPURATION DE CHAMPAGNE EN VALROMEY - C LIEU;700;20,243;93,379;52,501;4,937;,415;;;,261;2,808;,914;1,328;,389;;;CHAMPAGNE EN VALROMEY;AIN;AUVERGNE-RHONE-ALPES;
2011;060901080001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CHAMPDOR;700;19,899;35,966;14,519;4,569;,453;;;,295;;,295;,147;,085;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2011;060901082001;STATION D'EPURATION DE CHANAY - CHEF LIEU;1800;25,32;59,858;21,146;4,667;,582;;;,204;4,224;,582;,251;,199;;;CHANAY;AIN;AUVERGNE-RHONE-ALPES;
2011;060901083002;STATION D'EPURATION DE CHANEINS;1150;14,95;45,579;16,71;4,666;,543;;;,167;2,191;,174;2,363;,23;;;CHANEINS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901085001;STATION D'EPURATION DE LA CHAPELLE DU CHATELARD;225;11,76;24,64;8,624;3,485;,347;;;,588;1,988;,308;,647;,066;;;LA CHAPELLE DU CHATELARD;AIN;AUVERGNE-RHONE-ALPES;
2011;060901088001;STATION D'EPURATION DE CHARNOZ SUR AIN;1200;23,5;62,54;25,52;8,717;,983;;;,434;4,247;,732;4,626;,618;;;CHARNOZ SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901089002;STATION D'EPURATION DE AMBERIEU - CHATEAU GAILLARD;33300;668,184;1658,379;852,907;189,952;24,262;;;25,734;181,259;77,763;20,772;3,436;;;CHATEAU GAILLARD;AIN;AUVERGNE-RHONE-ALPES;
2011;060901091002;STATION D'EPURATION DE VALSERHONE CHATILLON MICHAILLE;2250;41,022;104,548;71,488;12,658;1,134;;;,371;4,901;,58;1,286;,327;;;VALSERHONE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901092001;STATION D'EPURATION DE CHATILLON LA PALUD (ANCIENNE);1200;46,205;108,196;51,78;11,329;1,359;;;3,073;14,377;8,872;2,448;,477;;;CHATILLON LA PALUD;AIN;AUVERGNE-RHONE-ALPES;
2011;060901095002;STATION D'EPURATION DE NIVIGNE ET SURAN - CHAVANNES;500;28,86;65,13;34,632;7,964;,944;;;,39;2,34;,39;1,915;,43;;;NIVIGNE-ET-SURAN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901096004;STATION D'EPURATION DE CHAVEYRIAT - CHEF LIEU;600;13,37;38,2;9,55;6,812;,487;;;,382;4,202;,478;3,469;,573;;;CHAVEYRIAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901099001;STATION D'EPURATION DE CHAZEY SUR AIN - CHEF LIEU;945;19,6;50,46;15,38;6,236;,701;;;,9;7;3,66;1,066;,33;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901099002;STATION D'EPURATION DE CHAZEY SUR AIN - RIGNIEUX;600;2,28;6,441;1,311;1,215;,141;;;1,178;4,028;,703;1,018;,116;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901099003;STATION D'EPURATION DE CHAZEY/AIN - L'HOPITAL (ANC.);150;5,6;19,24;8,12;2,262;,266;;;;;;;;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901099004;STATION D'EPURATION DE CHAZEY SUR AIN - L'HOPITAL;350;2,28;5,533;,92;,573;,069;;;,011;,228;,015;,408;,012;;;CHAZEY SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901102003;STATION D'EPURATION DE CHEVROUX - CHEF LIEU;500;12,081;26,286;14,205;3,094;,384;;;,345;2,815;1,264;2,852;,325;;;CHEVROUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901104001;STATION D'EPURATION DE CHEZERY FORENS;1350;29,153;50,325;10,433;;;;;,207;1,491;,41;;;;;CHEZERY FORENS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901105001;STATION D'EPURATION DE CIVRIEUX;1500;55,83;135,877;88,528;15,812;1,812;;;,614;6,361;,763;,814;1,027;;;CIVRIEUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901108002;STATION D'EPURATION DE COLIGNY;1900;28,369;98,44;58,963;6,543;,787;;;1,38;14,26;1,256;4,865;,767;;;COLIGNY;AIN;AUVERGNE-RHONE-ALPES;
2011;060901109001;STATION D'EPURATION DE COLLONGES;3300;147,855;395,66;191,835;;;;;2,383;30,235;6,324;;;;;COLLONGES;AIN;AUVERGNE-RHONE-ALPES;
2011;060901112001;STATION D'EPURATION DE CONDAMINE;450;8,466;25,398;11,016;2,927;,316;;;,612;3,978;,51;1,91;,244;;;CONDAMINE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901113001;STATION D'EPURATION DE CONDEISSIAT;700;14,622;60,705;21,092;2,986;,425;;;,702;5,999;,766;1,266;,23;;;CONDEISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901114001;STATION D'EPURATION DE CONFORT - CHEF LIEU;700;16,896;35,2;15,347;1,633;,251;;;2,886;10,419;2,253;1,641;,187;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901114002;STATION D'EPURATION DE CONFORT - MENTHIERES;1167;,05;,127;,034;;;;;,002;,011;,003;;;;;CONFORT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901115002;STATION D'EPURATION DE CONFRANCON;800;9,36;28,959;15,233;5,38;,624;;;,262;4,001;,207;3,476;,555;;;CONFRANCON;AIN;AUVERGNE-RHONE-ALPES;
2011;060901119001;STATION D'EPURATION DE CHAMPDOR-CORCELLES - CORCELLES;450;6,09;11,049;10,382;1,392;,215;;;,174;,986;,145;,637;,154;;;CHAMPDOR-CORCELLES;AIN;AUVERGNE-RHONE-ALPES;
2011;060901122002;STATION D'EPURATION DE PLATEAU HAUTEVILLE CORMARANCHE;1100;15,247;91,147;29,956;10,474;1,319;;;;;83,558;9,152;1,131;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901123001;STATION D'EPURATION DE CORMORANCHE SUR SAONE;1800;54,184;137,544;77,525;20,382;2,563;;;;;1,667;2,601;1,084;;;CORMORANCHE SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901124001;STATION D'EPURATION DE CORMOZ;225;17,201;31,72;30,86;2,226;,505;;;,265;2,655;,212;1,337;,202;;;CORMOZ;AIN;AUVERGNE-RHONE-ALPES;
2011;060901129001;STATION D'EPURATION DE CRANS;270;;;;;;;;;;;;;;;CRANS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901130001;STATION D'EPURATION DE CRAS SUR REYSSOUZE - CHEF LIEU;550;31,984;60,842;21,516;7,298;1,09;;;,509;3,635;1,09;,667;,505;;;BRESSE VALLONS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901134002;STATION D'EPURATION DE CROTTET - ORMETS;2700;54,546;127,036;65,748;15,809;1,928;;;,677;7,034;,856;1,563;,365;;;CROTTET;AIN;AUVERGNE-RHONE-ALPES;
2011;060901138001;STATION D'EPURATION DE CULOZ - CHEF LIEU;4666;125,627;285,019;158,124;;3,815;;;3,316;23,188;8,063;;1,879;;;CULOZ;AIN;AUVERGNE-RHONE-ALPES;
2011;060901143001;STATION D'EPURATION DE DIVONNE LES BAINS;15000;375,82;947,633;505,966;99,342;12,759;;;17,182;132,394;18,175;8,722;1,262;;;DIVONNE LES BAINS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901144003;STATION D'EPURATION DE BAGE-DOMMARTIN - DOMMARTIN;450;42,06;50,114;24,819;3,445;,57;;;;;;1,508;,19;;;BAGE-DOMMARTIN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901145002;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - CHF LIEU;900;52,245;87,09;41,542;14,667;1,457;;;2,265;4,751;,492;2,074;,556;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901145003;STATION D'EPURATION DE DOMPIERRE SUR VEYLE - LE LAIT;100;2,8;6,224;1,848;,913;,096;;;,312;1,608;,792;,139;,047;;;DOMPIERRE SUR VEYLE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901146001;STATION D'EPURATION DE DOMPIERRE SUR CHALARONNE;500;32,818;73,975;40,619;4,011;,794;;;;1,188;,238;1,777;,307;;;DOMPIERRE SUR CHALARONNE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901150001;STATION D'EPURATION DE DROM;400;20,063;34,029;8,655;2,026;,405;;;,177;1,593;,315;,496;,234;;;DROM;AIN;AUVERGNE-RHONE-ALPES;
2011;060901151001;STATION D'EPURATION DE DRUILLAT - CHEF LIEU;500;9,825;28,63;11,643;4,465;,467;;;,928;4,085;3,418;1,31;,275;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901151002;STATION D'EPURATION DE DRUILLAT - ROSSETTES;300;3,92;10,96;1,96;,905;,087;;;,16;2,4;1,016;,222;,053;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901151003;STATION D'EPURATION DE DRUILLAT - TURGON;400;9,6;40,512;21,552;4,901;,518;;;,288;4,56;,624;,946;,155;;;DRUILLAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901152001;STATION D'EPURATION DE ECHALLON;1780;11,34;32,256;15,624;5,153;,58;;;,945;5,607;,945;4,152;,508;;;ECHALLON;AIN;AUVERGNE-RHONE-ALPES;
2011;060901156001;STATION D'EPURATION DE FARAMANS;700;18,4;38,456;17,296;5,952;,616;;;1,56;12,025;5,2;1,978;,32;;;FARAMANS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901157001;STATION D'EPURATION DE FAREINS;1800;26,462;62,275;29,2;11,541;1,011;;;1,227;7,485;2,729;4,655;,657;;;FAREINS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901158001;STATION D'EPURATION DE FARGES;533;6,201;17,331;7,632;;;;;,954;4,77;1,908;;;;;FARGES;AIN;AUVERGNE-RHONE-ALPES;
2011;060901159001;STATION D'EPURATION DE FEILLENS;12000;650,694;1397,288;508,023;67,728;10,552;;;4,512;47,577;12,096;6,8;,444;;;FEILLENS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901163002;STATION D'EPURATION DE FOISSIAT;1900;80,4;145,404;38,346;9,916;1,671;;;1,534;7,957;2,232;1,318;,185;;;FOISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901165002;STATION D'EPURATION DE FRANCHELEINS;1000;225,639;435,159;798,3665;18,381;5,9355;;;,5255;3,772;,817;3,4455;,4295;;;FRANCHELEINS ;AIN;AUVERGNE-RHONE-ALPES;
2011;060901167002;STATION D'EPURATION DE GARNERANS - MONTGOIN;380;8,463;23,157;9,021;4,284;,428;;;,837;3,255;2,976;,489;,056;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901167003;STATION D'EPURATION DE GARNERANS - CHEF LIEU;600;47,607;127,318;78,684;11,096;1,423;;;,463;2,946;,197;6,514;,687;;;GARNERANS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901170002;STATION D'EPURATION DE NANTUA - GEOVREISSIAT;24000;558,235;1283,078;627,89;122,655;15,863;;;18,824;105,34;23,264;18,768;1,997;;;BEARD-GEOVREISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901174001;STATION D'EPURATION DE GIRON;700;1,632;5,168;4,026;1,161;,132;;;1,714;4,923;1,523;,966;,126;;;GIRON;AIN;AUVERGNE-RHONE-ALPES;
2011;060901176001;STATION D'EPURATION DE HAUT-VALROMEY GRAND-ABERGEMENT;900;1,185;3,936;1,159;,762;,09;;;,035;,176;,061;,049;,06;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2011;060901181001;STATION D'EPURATION DE GROISSIAT - OYONNAX;57000;1532,762;3638,569;1447,226;402,125;49,443;0;,78;30,682;213,719;61,56;24,081;6,304;0;,859;GROISSIAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901183001;STATION D'EPURATION DE GUEREINS;900;67,247;178,765;104,129;22,536;2,885;;;10,892;46,356;16,884;16,352;1,732;;;GUEREINS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901185001;STATION D'EPURATION DE PLATEAU D'HAUTEVILLE - LOMPNES;8000;77,094;194,49;113,051;25,137;3,491;;;11,22;55,984;19,758;15,837;1,847;;;PLATEAU D'HAUTEVILLE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901187001;STATION D'EPURATION DE HAUT-VALROMEY - HOTONNES;2300;233,361;514,644;139,947;25,032;4,605;;;1,803;18,793;4,137;4,554;1,187;;;HAUT-VALROMEY ;AIN;AUVERGNE-RHONE-ALPES;
2011;060901188001;STATION D'EPURATION DE ILLIAT;500;13,881;34,504;19,037;3,587;,311;;;,198;1,983;,529;2,188;,37;;;ILLIAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901192002;STATION D'EPURATION DE IZERNORE - CHEF LIEU;2500;;;;;;;;11,482;78,38;50,885;;1,02;;;IZERNORE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901194002;STATION D'EPURATION DE JASSANS RIOTTIER;11250;554,25;1362,589;667,495;126,983;13,937;;;2,907;44,986;9,073;8,774;2,044;;;JASSANS RIOTTIER;AIN;AUVERGNE-RHONE-ALPES;
2011;060901195001;STATION D'EPURATION DE JASSERON;2550;56,1;131,835;59,84;13,95;1,777;;;2,618;16,269;5,423;8,303;,32;;;JASSERON;AIN;AUVERGNE-RHONE-ALPES;
2011;060901196002;STATION D'EPURATION DE MONTREVEL - JAYAT;6000;104,95;268,577;129,708;44,999;4,898;;;3,057;30,742;6,974;4,056;1,752;;;JAYAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901196003;STATION D'EPURATION DE JAYAT;1200;17,949;40,15;10,121;9,254;,77;;;,491;6,271;7,132;3,207;,543;;;JAYAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901199001;STATION D'EPURATION DE JUJURIEUX - CHEF LIEU;3200;65,208;133,133;104,333;14,454;2,065;;;5,977;20,378;7,336;10,569;1,386;;;JUJURIEUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901209001;STATION D'EPURATION DE LEAZ - GRESIN;400;7,751;25,139;16,79;;;;;,092;,115;,046;;;;;LEAZ;AIN;AUVERGNE-RHONE-ALPES;
2011;060901209002;STATION D'EPURATION DE LEAZ - CHEF LIEU;400;7,526;13,44;7,392;;;;;1,613;7,392;3,091;;;;;LEAZ;AIN;AUVERGNE-RHONE-ALPES;
2011;060901210002;STATION D'EPURATION DE LELEX;1980;37,318;93,222;49,505;13,181;1,494;;;1,699;10,683;2,384;5,966;,553;;;LELEX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901211002;STATION D'EPURATION DE LENT;1425;82,26;224,592;103,413;32,438;3,272;;;1,317;13,53;3,452;7,96;1,329;;;LENT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901216001;STATION D'EPURATION DE LHUIS - CHEF LIEU;1000;15,263;26,497;16,39;4,162;,637;;;;;;;;;;LHUIS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901224001;STATION D'EPURATION DE LOYETTES;4500;152,53;276,217;104,023;26,787;3,041;;;1,304;11,505;1,6;1,066;,631;;;LOYETTES;AIN;AUVERGNE-RHONE-ALPES;
2011;060901225001;STATION D'EPURATION DE MONTMERLE SUR SAONE - LURCY;8000;155,76;398,752;214,715;41,509;4,425;;;2,28;24,384;5,17;2,713;2,496;;;LURCY;AIN;AUVERGNE-RHONE-ALPES;
2011;060901228003;STATION D'EPURATION DE MAILLAT - CHEF LIEU;1200;56,815;204,218;135,775;;;;;,987;4,389;1,098;;,66;;;MAILLAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901235002;STATION D'EPURATION DE MARLIEUX;1250;19,5;56,1;24,6;8,345;,902;;;,315;3,57;,84;1,877;,686;;;MARLIEUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901237001;STATION D'EPURATION DE MARTIGNAT;670;43,632;111,031;52,508;13,238;2,218;;;1,623;7,617;4,293;1,552;,33;;;MARTIGNAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901238001;STATION D'EPURATION DE TREVOUX-BORDS DE SAONE;27000;197,514;928,874;466,925;105,187;12,056;;;8,337;57,497;9,513;21,13;2,537;;;MASSIEUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901239001;STATION D'EPURATION DE MASSIGNIEU DE RIVES;717;13,3;42,94;15,58;2,859;,38;;;,608;6,27;2,812;,62;,135;;;MASSIGNIEU DE RIVES;AIN;AUVERGNE-RHONE-ALPES;
2011;060901241003;STATION D'EPURATION DE MEILLONNAS - CHEF LIEU;1900;31,154;102,321;40,59;13,853;1,69;;;,9;6,975;1,031;,898;,86;;;MEILLONNAS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901243002;STATION D'EPURATION DE MESSIMY SUR SAONE;717;23,496;65,237;38,003;8,738;,979;;;,267;3,827;,801;,519;,258;;;MESSIMY SUR SAONE;AIN;AUVERGNE-RHONE-ALPES;
2011;060901244001;STATION D'EPURATION DE MEXIMIEUX;10000;161,837;467,379;180,023;62,166;6,648;;;2,637;33,068;3,974;3,236;3,602;;;MEXIMIEUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901245001;STATION D'EPURATION DE BOHAS MEYRIAT RIGNAT - RIGNAT;450;6,228;11,124;6,436;1,476;,189;;;,26;1,54;,156;,515;,128;;;BOHAS MEYRIAT RIGNAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901245005;STATION D'EPURATION DE BOHAS MEYRIAT RIGNAT - BOHAS;500;16,733;40,089;13,107;3,883;,411;;;,359;,732;,802;1,509;,363;;;BOHAS MEYRIAT RIGNAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901246001;STATION D'EPURATION DE MEZERIAT - LES COVETTES;600;17,199;32,36;16,371;8,74;,554;;;,32;1,7;1,04;,827;,078;;;MEZERIAT;AIN;AUVERGNE-RHONE-ALPES;
2011;060901247003;STATION D'EPURATION DE MIJOUX - CHEF LIEU;3000;14,356;40,189;22,791;6,086;,674;;;,633;5,129;,672;2,165;,077;;;MIJOUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901250002;STATION D'EPURATION DE MISERIEUX;2430;62,467;159,723;82,359;15,814;2,089;;;,612;7,387;1,637;1,099;,829;;;MISERIEUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901252001;STATION D'EPURATION DE MOGNENEINS;475;4,464;51,057;56,637;3,997;,798;;;,084;1,981;,179;,72;,128;;;MOGNENEINS;AIN;AUVERGNE-RHONE-ALPES;
2011;060901258001;STATION D'EPURATION DE MONTCEAUX;900;31,279;59,146;22,09;5,583;,803;;;13,874;41,33;11,276;5,527;,682;;;MONTCEAUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901261001;STATION D'EPURATION DE MONTHIEUX;800;16,733;27,003;10,926;3,454;,4;;;,459;2,461;1,05;1,85;,197;;;MONTHIEUX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901262001;STATION D'EPURATION DE MONTLUEL - NIEVROZ;30000;569,324;1608,772;802,717;179,598;21,624;,943;,156;27,5;175,849;45,219;76,888;8,163;0;,059;MONTLUEL;AIN;AUVERGNE-RHONE-ALPES;
2011;060901262002;STATION D'EPURATION DE MONTLUEL - CORDIEUX;800;;;;;;;;;;;;;;;MONTLUEL;AIN;AUVERGNE-RHONE-ALPES;
2011;060901272002;STATION D'EPURATION DE NEUVILLE LES DAMES;1600;40,37;97,201;54,052;9,931;1,125;;;;4,101;,332;3,229;,485;;;NEUVILLE LES DAMES;AIN;AUVERGNE-RHONE-ALPES;
2011;060901273001;STATION D'EPURATION DE NEUVILLE SUR AIN - CHEF LIEU;1083;28,085;79,115;37,467;9,586;1,044;;;1,417;8,22;6,642;3,052;,349;;;NEUVILLE SUR AIN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901283002;STATION D'EPURATION DE OYONNAX - BONAZ;900;27,048;52,303;26,528;;,842;;;1,394;9,183;5,03;;,476;;;OYONNAX;AIN;AUVERGNE-RHONE-ALPES;
2011;060901284001;STATION D'EPURATION DE OZAN;1100;14,332;28,656;16,119;4,676;,452;;;,179;;;1,178;,015;;;OZAN;AIN;AUVERGNE-RHONE-ALPES;
2011;060901288003;STATION D'EPURATION DE PERON - L'EPINE;4700;224,032;438,931;187,661;26,577;3,207;;;4,143;30,665;10,766;9,827;1,773;;;PERON;AIN;AUVERGNE-RHONE-ALPES;
